Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
1480,1,40.8181,0.04068,35.687,36.955,37.695,38.087,38.69,39.097,39.698,40.818,41.938,42.539,42.946,43.549,43.941,44.681,45.949
1481,1,40.8254,0.04068,35.693,36.962,37.702,38.094,38.697,39.104,39.705,40.826,41.946,42.547,42.954,43.557,43.949,44.689,45.957
1482,1,40.8326,0.04069,35.698,36.967,37.708,38.1,38.704,39.111,39.712,40.833,41.953,42.555,42.962,43.565,43.957,44.698,45.967
1483,1,40.8399,0.04069,35.705,36.974,37.715,38.107,38.71,39.118,39.719,40.84,41.961,42.562,42.97,43.573,43.965,44.706,45.975
1484,1,40.8471,0.04069,35.711,36.981,37.721,38.113,38.717,39.124,39.726,40.847,41.968,42.57,42.977,43.581,43.973,44.714,45.983
1485,1,40.8544,0.0407,35.716,36.986,37.727,38.119,38.724,39.131,39.733,40.854,41.976,42.578,42.985,43.589,43.982,44.722,45.993
1486,1,40.8616,0.0407,35.722,36.993,37.734,38.126,38.73,39.138,39.74,40.862,41.983,42.585,42.993,43.597,43.989,44.73,46.001
1487,1,40.8689,0.04071,35.728,36.998,37.74,38.132,38.737,39.144,39.747,40.869,41.991,42.593,43.001,43.606,43.998,44.739,46.01
1488,1,40.8761,0.04071,35.734,37.005,37.746,38.139,38.744,39.152,39.754,40.876,41.998,42.601,43.009,43.613,44.006,44.747,46.019
1489,1,40.8834,0.04072,35.739,37.011,37.752,38.145,38.75,39.158,39.761,40.883,42.006,42.609,43.017,43.622,44.015,44.756,46.028
1490,1,40.8906,0.04072,35.745,37.017,37.759,38.152,38.757,39.165,39.768,40.891,42.014,42.617,43.024,43.63,44.022,44.764,46.036
1491,1,40.8979,0.04073,35.75,37.023,37.765,38.158,38.763,39.171,39.774,40.898,42.021,42.624,43.033,43.638,44.031,44.773,46.046
1492,1,40.9051,0.04073,35.757,37.029,37.772,38.165,38.77,39.178,39.781,40.905,42.029,42.632,43.04,43.646,44.039,44.781,46.054
1493,1,40.9124,0.04073,35.763,37.036,37.778,38.171,38.777,39.185,39.789,40.912,42.036,42.639,43.048,43.653,44.046,44.789,46.062
1494,1,40.9196,0.04074,35.768,37.041,37.784,38.178,38.783,39.192,39.795,40.92,42.044,42.647,43.056,43.662,44.055,44.798,46.071
1495,1,40.9268,0.04074,35.774,37.048,37.791,38.184,38.79,39.199,39.802,40.927,42.052,42.655,43.064,43.669,44.063,44.806,46.08
1496,1,40.9341,0.04075,35.78,37.054,37.797,38.19,38.796,39.205,39.809,40.934,42.059,42.663,43.072,43.678,44.071,44.815,46.089
1497,1,40.9413,0.04075,35.786,37.06,37.804,38.197,38.803,39.212,39.816,40.941,42.067,42.67,43.08,43.685,44.079,44.822,46.097
1498,1,40.9485,0.04076,35.791,37.066,37.809,38.203,38.809,39.219,39.823,40.948,42.074,42.678,43.087,43.694,44.088,44.831,46.106
1499,1,40.9558,0.04076,35.797,37.072,37.816,38.21,38.817,39.226,39.83,40.956,42.082,42.686,43.095,43.702,44.096,44.839,46.115
1500,1,40.963,0.04077,35.802,37.078,37.822,38.216,38.823,39.232,39.837,40.963,42.089,42.694,43.103,43.71,44.104,44.848,46.124
1501,1,40.9702,0.04077,35.808,37.084,37.829,38.223,38.83,39.239,39.844,40.97,42.097,42.702,43.111,43.718,44.112,44.856,46.132
1502,1,40.9775,0.04078,35.813,37.09,37.835,38.229,38.836,39.246,39.85,40.978,42.105,42.709,43.119,43.726,44.12,44.865,46.141
1503,1,40.9847,0.04078,35.82,37.096,37.841,38.235,38.843,39.252,39.857,40.985,42.112,42.717,43.127,43.734,44.128,44.873,46.15
1504,1,40.9919,0.04078,35.826,37.103,37.848,38.242,38.85,39.259,39.865,40.992,42.119,42.724,43.134,43.742,44.136,44.881,46.158
1505,1,40.9992,0.04079,35.831,37.109,37.854,38.248,38.856,39.266,39.871,40.999,42.127,42.732,43.143,43.75,44.144,44.89,46.167
1506,1,41.0064,0.04079,35.837,37.115,37.861,38.255,38.863,39.273,39.878,41.006,42.135,42.74,43.15,43.757,44.152,44.898,46.175
1507,1,41.0136,0.0408,35.843,37.121,37.867,38.261,38.869,39.279,39.885,41.014,42.142,42.748,43.158,43.766,44.161,44.906,46.185
1508,1,41.0208,0.0408,35.849,37.127,37.873,38.268,38.876,39.286,39.892,41.021,42.15,42.756,43.166,43.774,44.169,44.914,46.193
1509,1,41.0281,0.04081,35.854,37.133,37.879,38.274,38.882,39.293,39.899,41.028,42.157,42.763,43.174,43.782,44.177,44.923,46.202
1510,1,41.0353,0.04081,35.86,37.139,37.885,38.281,38.889,39.3,39.906,41.035,42.165,42.771,43.181,43.79,44.185,44.931,46.21
1511,1,41.0425,0.04082,35.865,37.145,37.891,38.287,38.895,39.306,39.913,41.043,42.172,42.779,43.19,43.798,44.194,44.94,46.22
1512,1,41.0497,0.04082,35.872,37.152,37.898,38.294,38.902,39.313,39.92,41.05,42.18,42.787,43.197,43.806,44.201,44.948,46.228
1513,1,41.057,0.04082,35.878,37.158,37.905,38.3,38.909,39.32,39.926,41.057,42.187,42.794,43.205,43.814,44.209,44.956,46.236
1514,1,41.0642,0.04083,35.883,37.164,37.911,38.306,38.915,39.326,39.933,41.064,42.195,42.802,43.213,43.822,44.218,44.965,46.245
1515,1,41.0714,0.04083,35.889,37.17,37.917,38.313,38.922,39.333,39.94,41.071,42.202,42.809,43.22,43.83,44.225,44.972,46.254
1516,1,41.0786,0.04084,35.894,37.176,37.923,38.319,38.929,39.34,39.947,41.079,42.21,42.817,43.229,43.838,44.234,44.981,46.263
1517,1,41.0858,0.04084,35.9,37.182,37.93,38.326,38.935,39.347,39.954,41.086,42.218,42.825,43.236,43.846,44.242,44.989,46.271
1518,1,41.093,0.04085,35.906,37.188,37.936,38.332,38.942,39.353,39.961,41.093,42.225,42.833,43.244,43.854,44.25,44.998,46.28
1519,1,41.1003,0.04085,35.912,37.194,37.943,38.339,38.948,39.36,39.968,41.1,42.233,42.841,43.252,43.862,44.258,45.006,46.289
1520,1,41.1075,0.04086,35.917,37.2,37.948,38.345,38.955,39.367,39.974,41.107,42.241,42.848,43.26,43.87,44.267,45.015,46.298
1521,1,41.1147,0.04086,35.923,37.207,37.955,38.352,38.962,39.374,39.981,41.115,42.248,42.856,43.268,43.878,44.274,45.023,46.306
1522,1,41.1219,0.04086,35.93,37.213,37.962,38.358,38.969,39.38,39.989,41.122,42.255,42.863,43.275,43.886,44.282,45.031,46.314
1523,1,41.1291,0.04087,35.935,37.219,37.968,38.364,38.975,39.387,39.995,41.129,42.263,42.871,43.283,43.894,44.291,45.039,46.324
1524,1,41.1363,0.04087,35.941,37.225,37.974,38.371,38.982,39.394,40.002,41.136,42.27,42.879,43.291,43.902,44.298,45.048,46.332
1525,1,41.1435,0.04088,35.946,37.231,37.98,38.377,38.988,39.4,40.009,41.144,42.278,42.887,43.299,43.91,44.307,45.056,46.341
1526,1,41.1507,0.04088,35.952,37.237,37.987,38.384,38.995,39.407,40.016,41.151,42.285,42.894,43.307,43.918,44.315,45.064,46.349
1527,1,41.158,0.04089,35.957,37.243,37.993,38.39,39.001,39.414,40.023,41.158,42.293,42.902,43.315,43.926,44.323,45.073,46.359
1528,1,41.1652,0.04089,35.963,37.249,37.999,38.396,39.008,39.42,40.03,41.165,42.3,42.91,43.322,43.934,44.331,45.081,46.367
1529,1,41.1724,0.04089,35.97,37.256,38.006,38.403,39.015,39.428,40.037,41.172,42.308,42.917,43.33,43.942,44.339,45.089,46.375
1530,1,41.1796,0.0409,35.975,37.261,38.012,38.409,39.021,39.434,40.044,41.18,42.316,42.925,43.338,43.95,44.347,45.098,46.384
1531,1,41.1868,0.0409,35.981,37.268,38.019,38.416,39.028,39.441,40.05,41.187,42.323,42.933,43.346,43.957,44.355,45.106,46.393
1532,1,41.194,0.04091,35.986,37.274,38.024,38.422,39.034,39.447,40.057,41.194,42.331,42.941,43.354,43.966,44.363,45.115,46.402
1533,1,41.2012,0.04091,35.993,37.28,38.031,38.429,39.041,39.454,40.064,41.201,42.338,42.948,43.361,43.974,44.371,45.122,46.41
1534,1,41.2084,0.04092,35.998,37.285,38.037,38.435,39.047,39.461,40.071,41.208,42.346,42.956,43.369,43.982,44.38,45.131,46.419
1535,1,41.2156,0.04092,36.004,37.292,38.044,38.441,39.054,39.468,40.078,41.216,42.353,42.963,43.377,43.99,44.388,45.139,46.428
1536,1,41.2228,0.04093,36.009,37.298,38.05,38.448,39.061,39.474,40.085,41.223,42.361,42.972,43.385,43.998,44.396,45.148,46.437
1537,1,41.23,0.04093,36.015,37.304,38.056,38.454,39.067,39.481,40.092,41.23,42.368,42.979,43.393,44.006,44.404,45.156,46.445
1538,1,41.2372,0.04093,36.021,37.311,38.063,38.461,39.074,39.488,40.099,41.237,42.376,42.987,43.4,44.013,44.412,45.164,46.453
1539,1,41.2444,0.04094,36.026,37.316,38.069,38.467,39.08,39.494,40.106,41.244,42.383,42.994,43.408,44.022,44.42,45.172,46.463
1540,1,41.2516,0.04094,36.033,37.323,38.075,38.474,39.087,39.501,40.113,41.252,42.391,43.002,43.416,44.03,44.428,45.18,46.47
1541,1,41.2588,0.04095,36.038,37.328,38.081,38.48,39.094,39.508,40.119,41.259,42.398,43.01,43.424,44.038,44.437,45.189,46.48
1542,1,41.266,0.04095,36.044,37.335,38.088,38.487,39.1,39.515,40.126,41.266,42.406,43.017,43.431,44.046,44.444,45.197,46.488
1543,1,41.2732,0.04096,36.049,37.341,38.094,38.493,39.107,39.521,40.133,41.273,42.413,43.025,43.44,44.054,44.453,45.206,46.497
1544,1,41.2804,0.04096,36.055,37.347,38.1,38.499,39.113,39.528,40.14,41.28,42.421,43.033,43.447,44.061,44.461,45.214,46.506
1545,1,41.2876,0.04097,36.06,37.352,38.106,38.505,39.12,39.534,40.147,41.288,42.428,43.041,43.456,44.07,44.469,45.223,46.515
1546,1,41.2948,0.04097,36.067,37.359,38.113,38.512,39.127,39.541,40.154,41.295,42.436,43.048,43.463,44.078,44.477,45.231,46.523
1547,1,41.302,0.04097,36.073,37.365,38.119,38.519,39.133,39.548,40.161,41.302,42.443,43.056,43.47,44.085,44.485,45.239,46.531
1548,1,41.3092,0.04098,36.078,37.371,38.125,38.525,39.14,39.555,40.167,41.309,42.451,43.064,43.479,44.094,44.493,45.247,46.541
1549,1,41.3164,0.04098,36.084,37.378,38.132,38.531,39.146,39.561,40.174,41.317,42.458,43.071,43.486,44.101,44.501,45.255,46.548
1550,1,41.3236,0.04099,36.089,37.383,38.138,38.537,39.153,39.568,40.181,41.324,42.466,43.079,43.494,44.11,44.509,45.264,46.558
1551,1,41.3308,0.04099,36.096,37.39,38.144,38.544,39.16,39.575,40.188,41.331,42.474,43.087,43.502,44.117,44.517,45.272,46.566
1552,1,41.338,0.041,36.1,37.395,38.15,38.55,39.166,39.581,40.195,41.338,42.481,43.094,43.51,44.126,44.526,45.281,46.576
1553,1,41.3452,0.041,36.107,37.402,38.157,38.557,39.173,39.588,40.202,41.345,42.489,43.102,43.518,44.133,44.533,45.289,46.583
1554,1,41.3524,0.041,36.113,37.408,38.163,38.564,39.18,39.595,40.209,41.352,42.496,43.109,43.525,44.141,44.541,45.296,46.592
1555,1,41.3595,0.04101,36.118,37.414,38.169,38.57,39.186,39.602,40.215,41.359,42.504,43.117,43.533,44.15,44.55,45.306,46.601
1556,1,41.3667,0.04101,36.124,37.42,38.176,38.576,39.193,39.609,40.222,41.367,42.511,43.125,43.541,44.157,44.557,45.313,46.609
1557,1,41.3739,0.04102,36.129,37.426,38.182,38.582,39.199,39.615,40.229,41.374,42.519,43.133,43.549,44.165,44.566,45.322,46.619
1558,1,41.3811,0.04102,36.135,37.432,38.189,38.589,39.206,39.622,40.236,41.381,42.526,43.141,43.556,44.173,44.574,45.33,46.627
1559,1,41.3883,0.04103,36.141,37.438,38.194,38.595,39.212,39.628,40.243,41.388,42.534,43.148,43.565,44.181,44.582,45.339,46.636
1560,1,41.3955,0.04103,36.147,37.444,38.201,38.602,39.219,39.635,40.25,41.396,42.541,43.156,43.572,44.189,44.59,45.347,46.644
1561,1,41.4027,0.04104,36.152,37.45,38.207,38.608,39.225,39.642,40.257,41.403,42.549,43.164,43.58,44.198,44.598,45.356,46.654
1562,1,41.4099,0.04104,36.158,37.456,38.213,38.615,39.232,39.648,40.264,41.41,42.556,43.171,43.588,44.205,44.606,45.363,46.661
1563,1,41.417,0.04104,36.165,37.463,38.22,38.621,39.239,39.656,40.27,41.417,42.563,43.179,43.595,44.213,44.614,45.371,46.67
1564,1,41.4243,0.04105,36.169,37.469,38.226,38.627,39.245,39.662,40.277,41.424,42.571,43.187,43.604,44.221,44.622,45.38,46.679
1565,1,41.4314,0.04105,36.176,37.475,38.233,38.634,39.252,39.669,40.284,41.431,42.579,43.194,43.611,44.229,44.63,45.388,46.687
1566,1,41.4386,0.04106,36.181,37.48,38.239,38.64,39.258,39.675,40.291,41.439,42.586,43.202,43.619,44.237,44.639,45.397,46.696
1567,1,41.4458,0.04106,36.187,37.487,38.245,38.646,39.265,39.682,40.298,41.446,42.594,43.209,43.627,44.245,44.646,45.405,46.705
1568,1,41.453,0.04107,36.192,37.493,38.251,38.653,39.271,39.689,40.305,41.453,42.601,43.217,43.635,44.253,44.655,45.413,46.714
1569,1,41.4602,0.04107,36.198,37.499,38.257,38.659,39.278,39.695,40.312,41.46,42.609,43.225,43.643,44.261,44.663,45.421,46.722
1570,1,41.4674,0.04107,36.204,37.506,38.264,38.666,39.285,39.702,40.319,41.467,42.616,43.232,43.65,44.269,44.67,45.429,46.73
1571,1,41.4745,0.04108,36.209,37.511,38.27,38.672,39.291,39.709,40.325,41.474,42.624,43.241,43.658,44.277,44.679,45.438,46.74
1572,1,41.4817,0.04108,36.216,37.517,38.277,38.679,39.298,39.715,40.332,41.482,42.631,43.248,43.665,44.285,44.687,45.446,46.748
1573,1,41.4889,0.04109,36.221,37.523,38.283,38.685,39.304,39.722,40.339,41.489,42.639,43.256,43.674,44.293,44.695,45.455,46.757
1574,1,41.4961,0.04109,36.227,37.53,38.289,38.691,39.311,39.729,40.346,41.496,42.646,43.263,43.681,44.301,44.703,45.463,46.765
1575,1,41.5033,0.0411,36.232,37.535,38.295,38.698,39.317,39.735,40.353,41.503,42.654,43.271,43.689,44.309,44.711,45.472,46.774
1576,1,41.5104,0.0411,36.238,37.541,38.302,38.704,39.324,39.742,40.36,41.511,42.661,43.279,43.697,44.317,44.719,45.48,46.783
1577,1,41.5176,0.04111,36.243,37.547,38.307,38.71,39.33,39.749,40.367,41.518,42.669,43.287,43.705,44.325,44.728,45.488,46.792
1578,1,41.5248,0.04111,36.25,37.554,38.314,38.717,39.337,39.756,40.373,41.525,42.676,43.294,43.713,44.333,44.735,45.496,46.8
1579,1,41.532,0.04111,36.256,37.56,38.321,38.724,39.344,39.762,40.38,41.532,42.683,43.302,43.72,44.341,44.743,45.504,46.808
1580,1,41.5391,0.04112,36.261,37.565,38.326,38.73,39.35,39.769,40.387,41.539,42.691,43.309,43.728,44.349,44.752,45.513,46.818
1581,1,41.5463,0.04112,36.267,37.572,38.333,38.736,39.357,39.776,40.394,41.546,42.699,43.317,43.736,44.356,44.759,45.52,46.826
1582,1,41.5535,0.04113,36.272,37.578,38.339,38.742,39.363,39.782,40.401,41.554,42.706,43.325,43.744,44.365,44.768,45.53,46.835
1583,1,41.5607,0.04113,36.278,37.584,38.346,38.749,39.37,39.789,40.408,41.561,42.714,43.332,43.751,44.372,44.776,45.537,46.843
1584,1,41.5679,0.04114,36.283,37.59,38.352,38.755,39.376,39.795,40.415,41.568,42.721,43.34,43.759,44.381,44.784,45.546,46.852
1585,1,41.575,0.04114,36.289,37.596,38.358,38.762,39.383,39.802,40.421,41.575,42.729,43.348,43.767,44.389,44.792,45.554,46.861
1586,1,41.5822,0.04114,36.296,37.602,38.365,38.769,39.39,39.809,40.428,41.582,42.736,43.355,43.774,44.396,44.8,45.562,46.869
1587,1,41.5894,0.04115,36.301,37.608,38.37,38.774,39.396,39.816,40.435,41.589,42.744,43.363,43.783,44.404,44.808,45.571,46.878
1588,1,41.5966,0.04115,36.307,37.615,38.377,38.781,39.403,39.822,40.442,41.596,42.751,43.37,43.79,44.412,44.816,45.579,46.886
1589,1,41.6037,0.04116,36.312,37.62,38.383,38.787,39.409,39.829,40.449,41.604,42.759,43.378,43.798,44.42,44.824,45.587,46.896
1590,1,41.6109,0.04116,36.318,37.626,38.39,38.794,39.416,39.836,40.456,41.611,42.766,43.386,43.806,44.428,44.832,45.595,46.904
1591,1,41.6181,0.04117,36.323,37.632,38.396,38.8,39.422,39.842,40.462,41.618,42.774,43.394,43.814,44.436,44.841,45.604,46.913
1592,1,41.6252,0.04117,36.33,37.639,38.402,38.806,39.429,39.849,40.469,41.625,42.781,43.402,43.821,44.444,44.848,45.612,46.921
1593,1,41.6324,0.04117,36.336,37.645,38.409,38.813,39.436,39.856,40.476,41.632,42.789,43.409,43.829,44.452,44.856,45.62,46.929
1594,1,41.6396,0.04118,36.341,37.65,38.415,38.819,39.442,39.863,40.483,41.64,42.796,43.417,43.837,44.46,44.865,45.629,46.939
1595,1,41.6468,0.04118,36.347,37.657,38.421,38.826,39.449,39.869,40.49,41.647,42.804,43.424,43.844,44.468,44.872,45.637,46.946
1596,1,41.6539,0.04119,36.352,37.663,38.427,38.832,39.455,39.876,40.497,41.654,42.811,43.432,43.853,44.476,44.881,45.645,46.956
1597,1,41.6611,0.04119,36.358,37.669,38.433,38.839,39.462,39.883,40.504,41.661,42.819,43.44,43.86,44.484,44.889,45.653,46.964
1598,1,41.6683,0.0412,36.363,37.674,38.439,38.844,39.468,39.889,40.51,41.668,42.826,43.448,43.869,44.492,44.897,45.662,46.973
1599,1,41.6754,0.0412,36.369,37.681,38.446,38.851,39.475,39.896,40.517,41.676,42.833,43.455,43.876,44.5,44.905,45.67,46.981
1600,1,41.6826,0.0412,36.376,37.687,38.453,38.858,39.482,39.903,40.524,41.683,42.841,43.463,43.883,44.507,44.913,45.678,46.989
1601,1,41.6898,0.04121,36.381,37.693,38.459,38.864,39.488,39.909,40.531,41.69,42.848,43.47,43.891,44.516,44.921,45.687,46.999
1602,1,41.6969,0.04121,36.387,37.7,38.465,38.87,39.495,39.916,40.538,41.697,42.856,43.478,43.899,44.523,44.929,45.694,47.007
1603,1,41.7041,0.04122,36.392,37.705,38.471,38.876,39.501,39.922,40.544,41.704,42.863,43.486,43.907,44.531,44.937,45.703,47.016
1604,1,41.7113,0.04122,36.398,37.711,38.478,38.883,39.508,39.929,40.552,41.711,42.871,43.493,43.915,44.539,44.945,45.711,47.024
1605,1,41.7184,0.04123,36.403,37.717,38.483,38.889,39.514,39.936,40.558,41.719,42.879,43.501,43.923,44.548,44.954,45.72,47.034
1606,1,41.7256,0.04123,36.409,37.724,38.49,38.896,39.521,39.943,40.565,41.726,42.886,43.509,43.93,44.555,44.961,45.728,47.042
1607,1,41.7328,0.04123,36.416,37.73,38.496,38.902,39.528,39.95,40.572,41.733,42.893,43.516,43.938,44.563,44.969,45.735,47.05
1608,1,41.7399,0.04124,36.42,37.735,38.502,38.909,39.534,39.956,40.579,41.74,42.901,43.524,43.946,44.571,44.978,45.744,47.059
1609,1,41.7471,0.04124,36.427,37.742,38.509,38.915,39.541,39.963,40.586,41.747,42.908,43.531,43.954,44.579,44.985,45.752,47.067
1610,1,41.7543,0.04125,36.432,37.747,38.515,38.921,39.547,39.969,40.593,41.754,42.916,43.539,43.961,44.587,44.994,45.761,47.077
1611,1,41.7614,0.04125,36.438,37.754,38.521,38.928,39.554,39.976,40.6,41.761,42.923,43.547,43.969,44.595,45.002,45.769,47.085
1612,1,41.7686,0.04126,36.443,37.759,38.527,38.934,39.56,39.982,40.606,41.769,42.931,43.555,43.977,44.603,45.01,45.778,47.094
1613,1,41.7757,0.04126,36.449,37.766,38.534,38.941,39.567,39.989,40.613,41.776,42.938,43.562,43.985,44.611,45.018,45.785,47.102
1614,1,41.7829,0.04127,36.454,37.771,38.54,38.946,39.573,39.996,40.62,41.783,42.946,43.57,43.993,44.619,45.026,45.794,47.112
1615,1,41.79,0.04127,36.46,37.778,38.546,38.953,39.58,40.002,40.627,41.79,42.953,43.578,44,44.627,45.034,45.802,47.12
1616,1,41.7972,0.04127,36.467,37.784,38.553,38.96,39.587,40.009,40.634,41.797,42.961,43.585,44.008,44.635,45.041,45.81,47.128
1617,1,41.8044,0.04128,36.472,37.79,38.559,38.966,39.593,40.016,40.641,41.804,42.969,43.593,44.016,44.643,45.05,45.819,47.137
1618,1,41.8115,0.04128,36.478,37.796,38.565,38.972,39.6,40.023,40.647,41.811,42.976,43.6,44.024,44.65,45.058,45.827,47.145
1619,1,41.8187,0.04129,36.483,37.802,38.571,38.978,39.606,40.029,40.654,41.819,42.983,43.608,44.031,44.659,45.066,45.835,47.155
1620,1,41.8259,0.04129,36.489,37.808,38.578,38.985,39.613,40.036,40.661,41.826,42.991,43.616,44.039,44.667,45.074,45.843,47.163
1621,1,41.833,0.0413,36.494,37.814,38.583,38.991,39.619,40.043,40.668,41.833,42.998,43.624,44.047,44.675,45.082,45.852,47.172
1622,1,41.8402,0.0413,36.5,37.82,38.59,38.998,39.626,40.049,40.675,41.84,43.006,43.631,44.055,44.682,45.09,45.86,47.18
1623,1,41.8473,0.0413,36.506,37.827,38.597,39.005,39.632,40.056,40.681,41.847,43.013,43.639,44.062,44.69,45.098,45.868,47.188
1624,1,41.8545,0.04131,36.511,37.832,38.603,39.011,39.639,40.063,40.688,41.854,43.021,43.646,44.07,44.698,45.106,45.877,47.198
1625,1,41.8616,0.04131,36.518,37.839,38.609,39.017,39.645,40.069,40.695,41.862,43.028,43.654,44.078,44.706,45.114,45.885,47.206
1626,1,41.8688,0.04132,36.522,37.844,38.615,39.023,39.652,40.076,40.702,41.869,43.036,43.662,44.086,44.715,45.122,45.893,47.215
1627,1,41.8759,0.04132,36.529,37.851,38.622,39.03,39.658,40.083,40.709,41.876,43.043,43.669,44.093,44.722,45.13,45.901,47.223
1628,1,41.8831,0.04132,36.535,37.857,38.628,39.037,39.665,40.089,40.716,41.883,43.05,43.677,44.101,44.73,45.138,45.909,47.231
1629,1,41.8902,0.04133,36.54,37.863,38.634,39.043,39.671,40.096,40.722,41.89,43.058,43.685,44.109,44.738,45.146,45.918,47.241
1630,1,41.8974,0.04133,36.546,37.869,38.641,39.049,39.678,40.103,40.73,41.897,43.065,43.692,44.117,44.746,45.154,45.926,47.248
1631,1,41.9046,0.04134,36.551,37.874,38.646,39.055,39.685,40.109,40.736,41.905,43.073,43.7,44.125,44.754,45.163,45.935,47.258
1632,1,41.9117,0.04134,36.557,37.881,38.653,39.062,39.691,40.116,40.743,41.912,43.08,43.707,44.132,44.762,45.17,45.943,47.266
1633,1,41.9189,0.04135,36.563,37.887,38.659,39.068,39.698,40.122,40.75,41.919,43.088,43.715,44.14,44.77,45.179,45.951,47.275
1634,1,41.926,0.04135,36.569,37.893,38.665,39.074,39.704,40.129,40.757,41.926,43.095,43.723,44.148,44.778,45.187,45.959,47.283
1635,1,41.9331,0.04135,36.575,37.9,38.672,39.081,39.711,40.136,40.764,41.933,43.103,43.73,44.155,44.785,45.194,45.967,47.291
1636,1,41.9403,0.04136,36.58,37.905,38.678,39.087,39.717,40.143,40.77,41.94,43.11,43.738,44.163,44.794,45.203,45.976,47.301
1637,1,41.9474,0.04136,36.586,37.911,38.684,39.094,39.724,40.149,40.777,41.948,43.118,43.746,44.171,44.801,45.211,45.983,47.309
1638,1,41.9546,0.04137,36.591,37.917,38.69,39.1,39.73,40.156,40.784,41.955,43.125,43.754,44.179,44.809,45.219,45.993,47.318
1639,1,41.9618,0.04137,36.597,37.923,38.697,39.106,39.737,40.163,40.791,41.962,43.133,43.761,44.187,44.817,45.227,46,47.326
1640,1,41.9689,0.04138,36.602,37.929,38.703,39.112,39.743,40.169,40.798,41.969,43.14,43.769,44.194,44.826,45.235,46.009,47.335
1641,1,41.9761,0.04138,36.608,37.935,38.709,39.119,39.75,40.176,40.804,41.976,43.148,43.776,44.202,44.833,45.243,46.017,47.344
1642,1,41.9832,0.04138,36.615,37.942,38.716,39.126,39.757,40.183,40.811,41.983,43.155,43.784,44.209,44.841,45.251,46.025,47.352
1643,1,41.9904,0.04139,36.62,37.947,38.722,39.131,39.763,40.189,40.818,41.991,43.163,43.792,44.218,44.849,45.259,46.033,47.361
1644,1,41.9975,0.04139,36.626,37.954,38.728,39.138,39.77,40.196,40.825,41.998,43.17,43.799,44.225,44.857,45.267,46.041,47.369
1645,1,42.0046,0.0414,36.631,37.959,38.734,39.144,39.776,40.202,40.832,42.005,43.178,43.807,44.233,44.865,45.275,46.05,47.378
1646,1,42.0118,0.0414,36.637,37.966,38.741,39.151,39.783,40.209,40.839,42.012,43.185,43.815,44.241,44.873,45.283,46.058,47.387
1647,1,42.0189,0.04141,36.642,37.971,38.746,39.157,39.789,40.215,40.845,42.019,43.193,43.822,44.249,44.881,45.291,46.067,47.396
1648,1,42.0261,0.04141,36.648,37.978,38.753,39.163,39.796,40.222,40.852,42.026,43.2,43.83,44.256,44.889,45.299,46.074,47.404
1649,1,42.0332,0.04141,36.654,37.984,38.759,39.17,39.803,40.229,40.859,42.033,43.207,43.837,44.264,44.896,45.307,46.082,47.412
1650,1,42.0404,0.04142,36.659,37.989,38.765,39.176,39.809,40.235,40.866,42.041,43.215,43.845,44.272,44.905,45.315,46.091,47.421
1651,1,42.0475,0.04142,36.665,37.996,38.772,39.183,39.815,40.243,40.873,42.048,43.222,43.852,44.28,44.912,45.323,46.099,47.43
1652,1,42.0546,0.04143,36.67,38.002,38.778,39.189,39.822,40.249,40.88,42.055,43.23,43.861,44.287,44.92,45.331,46.108,47.439
1653,1,42.0618,0.04143,36.677,38.008,38.784,39.195,39.828,40.256,40.886,42.062,43.237,43.868,44.295,44.928,45.339,46.116,47.447
1654,1,42.0689,0.04144,36.681,38.013,38.79,39.202,39.835,40.262,40.893,42.069,43.245,43.876,44.303,44.937,45.348,46.124,47.456
1655,1,42.0761,0.04144,36.688,38.02,38.796,39.208,39.841,40.269,40.9,42.076,43.252,43.883,44.311,44.944,45.356,46.132,47.464
1656,1,42.0832,0.04144,36.694,38.026,38.803,39.215,39.848,40.276,40.907,42.083,43.259,43.891,44.318,44.952,45.363,46.14,47.472
1657,1,42.0904,0.04145,36.699,38.032,38.809,39.22,39.854,40.282,40.914,42.091,43.267,43.898,44.326,44.96,45.372,46.149,47.482
1658,1,42.0975,0.04145,36.705,38.038,38.816,39.227,39.861,40.289,40.92,42.098,43.274,43.906,44.334,44.968,45.38,46.157,47.49
1659,1,42.1046,0.04146,36.71,38.044,38.821,39.233,39.867,40.295,40.927,42.105,43.282,43.914,44.342,44.976,45.388,46.166,47.499
1660,1,42.1118,0.04146,36.717,38.05,38.828,39.24,39.874,40.302,40.934,42.112,43.289,43.921,44.349,44.983,45.396,46.174,47.507
1661,1,42.1189,0.04147,36.721,38.056,38.834,39.246,39.88,40.309,40.941,42.119,43.297,43.929,44.357,44.992,45.404,46.182,47.517
1662,1,42.126,0.04147,36.728,38.062,38.84,39.252,39.887,40.315,40.948,42.126,43.304,43.937,44.365,45,45.412,46.19,47.524
1663,1,42.1332,0.04147,36.734,38.069,38.847,39.259,39.894,40.322,40.955,42.133,43.312,43.944,44.372,45.007,45.419,46.198,47.533
1664,1,42.1403,0.04148,36.739,38.074,38.853,39.265,39.9,40.329,40.961,42.14,43.319,43.952,44.38,45.015,45.428,46.207,47.542
1665,1,42.1474,0.04148,36.745,38.08,38.859,39.272,39.907,40.335,40.968,42.148,43.327,43.959,44.388,45.023,45.435,46.215,47.55
