Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
384,1,30.1079,0.03147,27.18,27.904,28.326,28.55,28.894,29.126,29.469,30.108,30.747,31.09,31.322,31.667,31.89,32.312,33.036
385,1,30.123,0.03148,27.193,27.917,28.339,28.563,28.908,29.14,29.483,30.123,30.763,31.106,31.338,31.683,31.906,32.329,33.054
386,1,30.138,0.03148,27.206,27.931,28.354,28.578,28.922,29.155,29.498,30.138,30.778,31.121,31.354,31.698,31.922,32.345,33.07
387,1,30.1531,0.03149,27.219,27.944,28.367,28.591,28.936,29.169,29.513,30.153,30.794,31.137,31.37,31.715,31.939,32.362,33.087
388,1,30.1681,0.03149,27.232,27.958,28.381,28.606,28.951,29.183,29.527,30.168,30.809,31.153,31.385,31.731,31.955,32.378,33.104
389,1,30.1831,0.0315,27.245,27.971,28.395,28.619,28.965,29.198,29.542,30.183,30.824,31.169,31.402,31.747,31.971,32.395,33.121
390,1,30.198,0.03151,27.257,27.984,28.408,28.633,28.979,29.212,29.556,30.198,30.84,31.184,31.417,31.763,31.988,32.412,33.139
391,1,30.213,0.03151,27.271,27.998,28.422,28.647,28.993,29.226,29.571,30.213,30.855,31.2,31.433,31.779,32.004,32.428,33.155
392,1,30.228,0.03152,27.283,28.011,28.436,28.661,29.007,29.241,29.585,30.228,30.87,31.215,31.449,31.795,32.02,32.444,33.172
393,1,30.2429,0.03152,27.297,28.025,28.45,28.675,29.021,29.255,29.6,30.243,30.886,31.231,31.465,31.811,32.036,32.461,33.189
394,1,30.2578,0.03153,27.309,28.039,28.463,28.689,29.035,29.269,29.614,30.258,30.901,31.246,31.48,31.827,32.052,32.477,33.206
395,1,30.2727,0.03154,27.322,28.052,28.477,28.702,29.049,29.283,29.629,30.273,30.917,31.262,31.496,31.843,32.069,32.494,33.223
396,1,30.2876,0.03154,27.335,28.065,28.491,28.716,29.063,29.298,29.643,30.287,30.932,31.278,31.512,31.859,32.084,32.51,33.239
397,1,30.3024,0.03155,27.348,28.078,28.504,28.73,29.077,29.311,29.657,30.302,30.947,31.293,31.528,31.875,32.1,32.526,33.257
398,1,30.3173,0.03155,27.361,28.092,28.518,28.744,29.091,29.326,29.672,30.317,30.963,31.309,31.543,31.891,32.116,32.543,33.273
399,1,30.3321,0.03156,27.374,28.105,28.531,28.757,29.105,29.34,29.686,30.332,30.978,31.324,31.559,31.907,32.133,32.559,33.29
400,1,30.3469,0.03157,27.386,28.118,28.545,28.771,29.119,29.354,29.701,30.347,30.993,31.34,31.575,31.923,32.149,32.576,33.307
401,1,30.3617,0.03157,27.4,28.132,28.559,28.785,29.133,29.368,29.715,30.362,31.008,31.355,31.59,31.938,32.165,32.592,33.324
402,1,30.3765,0.03158,27.412,28.145,28.572,28.798,29.147,29.382,29.73,30.376,31.024,31.371,31.606,31.954,32.181,32.608,33.341
403,1,30.3913,0.03159,27.424,28.158,28.585,28.812,29.161,29.396,29.744,30.391,31.039,31.386,31.622,31.97,32.197,32.625,33.358
404,1,30.406,0.03159,27.438,28.172,28.6,28.826,29.175,29.411,29.758,30.406,31.054,31.402,31.637,31.986,32.213,32.641,33.374
405,1,30.4207,0.0316,27.45,28.184,28.613,28.839,29.189,29.424,29.772,30.421,31.069,31.417,31.653,32.002,32.229,32.657,33.391
406,1,30.4354,0.0316,27.463,28.198,28.626,28.854,29.203,29.439,29.787,30.435,31.084,31.432,31.668,32.017,32.244,32.673,33.407
407,1,30.4502,0.03161,27.476,28.211,28.64,28.867,29.217,29.453,29.801,30.45,31.099,31.448,31.684,32.033,32.261,32.689,33.424
408,1,30.4648,0.03162,27.488,28.224,28.653,28.88,29.23,29.467,29.815,30.465,31.115,31.463,31.699,32.049,32.277,32.706,33.442
409,1,30.4795,0.03162,27.501,28.237,28.667,28.894,29.244,29.481,29.83,30.48,31.13,31.478,31.715,32.065,32.292,32.722,33.458
410,1,30.4941,0.03163,27.513,28.25,28.68,28.907,29.258,29.494,29.844,30.494,31.145,31.494,31.73,32.081,32.308,32.738,33.475
411,1,30.5088,0.03164,27.526,28.263,28.693,28.921,29.272,29.508,29.858,30.509,31.16,31.509,31.746,32.096,32.324,32.754,33.492
412,1,30.5234,0.03164,27.539,28.277,28.707,28.935,29.286,29.522,29.872,30.524,31.175,31.524,31.761,32.112,32.34,32.77,33.508
413,1,30.538,0.03165,27.551,28.289,28.72,28.948,29.299,29.536,29.886,30.538,31.19,31.54,31.777,32.128,32.356,32.787,33.525
414,1,30.5526,0.03166,27.563,28.302,28.733,28.961,29.313,29.55,29.9,30.553,31.205,31.555,31.792,32.144,32.372,32.803,33.542
415,1,30.5672,0.03166,27.576,28.316,28.747,28.975,29.327,29.564,29.915,30.567,31.22,31.57,31.807,32.159,32.387,32.819,33.558
416,1,30.5817,0.03167,27.589,28.329,28.76,28.989,29.341,29.578,29.928,30.582,31.235,31.585,31.823,32.175,32.403,32.835,33.575
417,1,30.5963,0.03168,27.601,28.341,28.773,29.002,29.354,29.592,29.943,30.596,31.25,31.601,31.839,32.191,32.419,32.851,33.592
418,1,30.6108,0.03168,27.614,28.355,28.787,29.016,29.368,29.606,29.957,30.611,31.265,31.616,31.854,32.206,32.435,32.867,33.607
419,1,30.6253,0.03169,27.626,28.368,28.8,29.029,29.381,29.619,29.971,30.625,31.28,31.631,31.869,32.222,32.451,32.883,33.624
420,1,30.6398,0.0317,27.638,28.38,28.813,29.042,29.395,29.633,29.985,30.64,31.295,31.646,31.885,32.237,32.467,32.899,33.641
421,1,30.6543,0.0317,27.651,28.394,28.827,29.056,29.409,29.647,29.999,30.654,31.31,31.661,31.9,32.253,32.482,32.915,33.657
422,1,30.6687,0.03171,27.663,28.406,28.84,29.069,29.422,29.661,30.013,30.669,31.325,31.677,31.915,32.269,32.498,32.931,33.674
423,1,30.6832,0.03172,27.676,28.419,28.853,29.082,29.436,29.674,30.027,30.683,31.34,31.692,31.93,32.284,32.514,32.947,33.691
424,1,30.6976,0.03172,27.689,28.432,28.866,29.096,29.45,29.689,30.041,30.698,31.354,31.707,31.946,32.299,32.529,32.963,33.707
425,1,30.712,0.03173,27.701,28.445,28.879,29.109,29.463,29.702,30.055,30.712,31.369,31.722,31.961,32.315,32.545,32.979,33.723
426,1,30.7264,0.03174,27.713,28.457,28.892,29.122,29.477,29.716,30.069,30.726,31.384,31.737,31.976,32.331,32.561,32.995,33.74
427,1,30.7408,0.03175,27.725,28.47,28.905,29.135,29.49,29.729,30.083,30.741,31.399,31.752,31.992,32.346,32.576,33.011,33.757
428,1,30.7552,0.03175,27.738,28.483,28.919,29.149,29.504,29.743,30.096,30.755,31.414,31.767,32.007,32.361,32.592,33.027,33.773
429,1,30.7695,0.03176,27.75,28.496,28.931,29.162,29.517,29.757,30.11,30.77,31.429,31.782,32.022,32.377,32.607,33.043,33.789
430,1,30.7839,0.03177,27.762,28.509,28.944,29.175,29.531,29.77,30.124,30.784,31.444,31.798,32.037,32.393,32.623,33.059,33.806
431,1,30.7982,0.03177,27.774,28.522,28.958,29.189,29.544,29.784,30.138,30.798,31.458,31.812,32.052,32.407,32.639,33.074,33.822
432,1,30.8125,0.03178,27.787,28.535,28.971,29.202,29.557,29.798,30.152,30.813,31.473,31.828,32.067,32.423,32.654,33.091,33.839
433,1,30.8268,0.03179,27.798,28.547,28.984,29.215,29.571,29.811,30.166,30.827,31.488,31.843,32.083,32.439,32.67,33.107,33.855
434,1,30.8411,0.0318,27.81,28.559,28.996,29.228,29.584,29.825,30.18,30.841,31.503,31.857,32.098,32.454,32.686,33.123,33.872
435,1,30.8554,0.0318,27.823,28.573,29.01,29.241,29.598,29.839,30.194,30.856,31.517,31.872,32.113,32.469,32.701,33.138,33.887
436,1,30.8696,0.03181,27.835,28.585,29.023,29.254,29.611,29.852,30.207,30.87,31.532,31.887,32.128,32.485,32.717,33.154,33.904
437,1,30.8839,0.03182,27.847,28.598,29.035,29.267,29.624,29.865,30.221,30.884,31.547,31.902,32.143,32.5,32.732,33.17,33.921
438,1,30.8981,0.03183,27.859,28.61,29.048,29.28,29.638,29.879,30.235,30.898,31.561,31.917,32.159,32.516,32.748,33.186,33.937
439,1,30.9123,0.03183,27.872,28.623,29.062,29.294,29.651,29.893,30.249,30.912,31.576,31.932,32.173,32.531,32.763,33.201,33.953
440,1,30.9265,0.03184,27.883,28.636,29.074,29.307,29.665,29.906,30.262,30.926,31.591,31.947,32.189,32.546,32.779,33.217,33.97
441,1,30.9407,0.03185,27.895,28.648,29.087,29.32,29.678,29.919,30.276,30.941,31.606,31.962,32.204,32.562,32.794,33.233,33.986
442,1,30.9549,0.03186,27.907,28.661,29.1,29.333,29.691,29.933,30.29,30.955,31.62,31.977,32.219,32.577,32.81,33.249,34.002
443,1,30.9691,0.03186,27.92,28.674,29.113,29.346,29.705,29.946,30.304,30.969,31.635,31.992,32.233,32.592,32.825,33.265,34.018
444,1,30.9832,0.03187,27.932,28.686,29.126,29.359,29.718,29.96,30.317,30.983,31.649,32.007,32.249,32.607,32.84,33.28,34.035
445,1,30.9973,0.03188,27.944,28.698,29.139,29.372,29.731,29.973,30.331,30.997,31.664,32.022,32.264,32.623,32.856,33.296,34.051
446,1,31.0115,0.03189,27.956,28.711,29.152,29.385,29.744,29.987,30.344,31.011,31.678,32.037,32.279,32.638,32.872,33.312,34.068
447,1,31.0256,0.03189,27.968,28.724,29.165,29.398,29.757,30,30.358,31.026,31.693,32.051,32.294,32.653,32.887,33.327,34.083
448,1,31.0396,0.0319,27.98,28.736,29.177,29.411,29.771,30.013,30.372,31.04,31.707,32.066,32.309,32.669,32.902,33.343,34.1
449,1,31.0537,0.03191,27.991,28.748,29.19,29.424,29.784,30.027,30.385,31.054,31.722,32.081,32.324,32.683,32.917,33.359,34.116
450,1,31.0678,0.03192,28.003,28.761,29.203,29.437,29.797,30.04,30.399,31.068,31.737,32.096,32.339,32.699,32.933,33.375,34.132
451,1,31.0819,0.03192,28.016,28.774,29.216,29.45,29.81,30.054,30.413,31.082,31.751,32.11,32.353,32.714,32.948,33.39,34.148
452,1,31.0959,0.03193,28.028,28.786,29.228,29.463,29.823,30.067,30.426,31.096,31.766,32.125,32.369,32.729,32.963,33.406,34.164
453,1,31.1099,0.03194,28.039,28.798,29.241,29.476,29.837,30.08,30.44,31.11,31.78,32.14,32.383,32.744,32.979,33.421,34.18
454,1,31.1239,0.03195,28.051,28.811,29.254,29.488,29.85,30.093,30.453,31.124,31.794,32.155,32.398,32.759,32.994,33.437,34.197
455,1,31.1379,0.03196,28.063,28.823,29.266,29.501,29.863,30.106,30.467,31.138,31.809,32.169,32.413,32.775,33.009,33.453,34.213
456,1,31.1519,0.03196,28.075,28.836,29.28,29.514,29.876,30.12,30.48,31.152,31.823,32.184,32.428,32.789,33.024,33.468,34.229
457,1,31.1659,0.03197,28.087,28.848,29.292,29.527,29.889,30.133,30.494,31.166,31.838,32.198,32.443,32.805,33.04,33.484,34.245
458,1,31.1798,0.03198,28.098,28.86,29.304,29.54,29.902,30.146,30.507,31.18,31.852,32.213,32.458,32.82,33.055,33.5,34.261
459,1,31.1938,0.03199,28.11,28.872,29.317,29.552,29.915,30.159,30.521,31.194,31.867,32.228,32.472,32.835,33.07,33.515,34.278
460,1,31.2077,0.032,28.122,28.885,29.33,29.565,29.928,30.173,30.534,31.208,31.881,32.243,32.487,32.85,33.086,33.531,34.294
461,1,31.2217,0.032,28.134,28.897,29.343,29.578,29.941,30.186,30.548,31.222,31.896,32.257,32.502,32.865,33.101,33.546,34.309
462,1,31.2356,0.03201,28.146,28.909,29.355,29.591,29.954,30.199,30.561,31.235,31.91,32.272,32.517,32.88,33.116,33.561,34.325
463,1,31.2494,0.03202,28.157,28.922,29.367,29.604,29.967,30.212,30.574,31.25,31.924,32.287,32.532,32.895,33.131,33.577,34.342
464,1,31.2633,0.03203,28.169,28.934,29.38,29.616,29.98,30.226,30.588,31.263,31.939,32.301,32.546,32.911,33.147,33.593,34.358
465,1,31.2772,0.03204,28.18,28.946,29.393,29.629,29.993,30.239,30.601,31.277,31.953,32.316,32.561,32.926,33.162,33.609,34.374
466,1,31.2911,0.03204,28.193,28.959,29.406,29.642,30.006,30.252,30.615,31.291,31.967,32.33,32.576,32.94,33.177,33.623,34.389
467,1,31.3049,0.03205,28.204,28.971,29.418,29.655,30.019,30.265,30.628,31.305,31.981,32.345,32.591,32.955,33.192,33.639,34.406
468,1,31.3187,0.03206,28.216,28.983,29.43,29.667,30.032,30.278,30.641,31.319,31.996,32.359,32.606,32.97,33.207,33.655,34.422
469,1,31.3326,0.03207,28.228,28.995,29.443,29.68,30.045,30.291,30.655,31.333,32.01,32.374,32.62,32.985,33.222,33.67,34.438
470,1,31.3464,0.03208,28.239,29.007,29.455,29.693,30.057,30.304,30.668,31.346,32.025,32.389,32.635,33,33.238,33.686,34.454
471,1,31.3602,0.03209,28.25,29.019,29.467,29.705,30.07,30.317,30.681,31.36,32.039,32.403,32.65,33.015,33.253,33.701,34.47
472,1,31.3739,0.03209,28.263,29.032,29.48,29.718,30.084,30.33,30.695,31.374,32.053,32.417,32.664,33.03,33.267,33.716,34.485
473,1,31.3877,0.0321,28.274,29.044,29.493,29.73,30.096,30.343,30.708,31.388,32.067,32.432,32.679,33.045,33.283,33.731,34.501
474,1,31.4015,0.03211,28.285,29.056,29.505,29.743,30.109,30.356,30.721,31.402,32.081,32.446,32.694,33.06,33.298,33.747,34.517
475,1,31.4152,0.03212,28.297,29.068,29.517,29.756,30.122,30.369,30.735,31.415,32.096,32.461,32.708,33.075,33.313,33.763,34.533
476,1,31.429,0.03213,28.308,29.08,29.53,29.768,30.135,30.382,30.748,31.429,32.11,32.476,32.723,33.09,33.328,33.778,34.55
477,1,31.4427,0.03214,28.32,29.092,29.542,29.78,30.148,30.395,30.761,31.443,32.124,32.49,32.738,33.105,33.343,33.794,34.566
478,1,31.4564,0.03214,28.332,29.104,29.555,29.793,30.161,30.409,30.774,31.456,32.138,32.504,32.752,33.119,33.358,33.808,34.581
479,1,31.4701,0.03215,28.344,29.117,29.567,29.806,30.174,30.422,30.788,31.47,32.152,32.519,32.767,33.134,33.373,33.824,34.597
480,1,31.4838,0.03216,28.355,29.128,29.58,29.819,30.186,30.434,30.801,31.484,32.167,32.533,32.781,33.149,33.388,33.839,34.613
481,1,31.4975,0.03217,28.366,29.14,29.592,29.831,30.199,30.447,30.814,31.498,32.181,32.548,32.796,33.164,33.403,33.855,34.629
482,1,31.5111,0.03218,28.378,29.152,29.604,29.843,30.211,30.46,30.827,31.511,32.195,32.562,32.811,33.179,33.419,33.87,34.645
483,1,31.5248,0.03219,28.389,29.164,29.616,29.856,30.224,30.473,30.84,31.525,32.209,32.576,32.825,33.194,33.433,33.885,34.661
484,1,31.5384,0.0322,28.4,29.176,29.628,29.868,30.237,30.486,30.854,31.539,32.223,32.591,32.84,33.209,33.448,33.901,34.677
485,1,31.552,0.0322,28.413,29.189,29.641,29.881,30.25,30.499,30.867,31.552,32.237,32.605,32.854,33.223,33.463,33.916,34.692
486,1,31.5657,0.03221,28.424,29.2,29.654,29.893,30.263,30.512,30.88,31.566,32.252,32.619,32.869,33.238,33.478,33.931,34.707
487,1,31.5793,0.03222,28.435,29.212,29.666,29.906,30.275,30.525,30.893,31.579,32.265,32.634,32.883,33.253,33.493,33.946,34.724
488,1,31.5929,0.03223,28.446,29.224,29.678,29.918,30.288,30.537,30.906,31.593,32.28,32.648,32.898,33.268,33.508,33.962,34.739
489,1,31.6065,0.03224,28.457,29.236,29.69,29.93,30.3,30.55,30.919,31.606,32.294,32.663,32.912,33.283,33.523,33.977,34.756
490,1,31.62,0.03225,28.469,29.248,29.702,29.943,30.313,30.563,30.932,31.62,32.308,32.677,32.927,33.297,33.538,33.992,34.771
491,1,31.6336,0.03226,28.48,29.259,29.714,29.955,30.326,30.576,30.945,31.633,32.322,32.691,32.941,33.312,33.553,34.007,34.787
492,1,31.6471,0.03226,28.492,29.272,29.727,29.968,30.339,30.589,30.959,31.647,32.336,32.705,32.956,33.326,33.567,34.022,34.802
493,1,31.6607,0.03227,28.504,29.284,29.739,29.98,30.351,30.602,30.972,31.661,32.35,32.72,32.97,33.341,33.582,34.037,34.818
494,1,31.6742,0.03228,28.515,29.296,29.751,29.993,30.364,30.615,30.985,31.674,32.364,32.734,32.985,33.356,33.597,34.053,34.834
495,1,31.6877,0.03229,28.526,29.307,29.763,30.005,30.376,30.627,30.998,31.688,32.378,32.748,32.999,33.371,33.612,34.068,34.85
496,1,31.7012,0.0323,28.537,29.319,29.775,30.017,30.389,30.64,31.011,31.701,32.392,32.763,33.013,33.385,33.627,34.083,34.865
497,1,31.7147,0.03231,28.548,29.331,29.787,30.029,30.402,30.653,31.024,31.715,32.406,32.777,33.028,33.4,33.642,34.098,34.881
498,1,31.7281,0.03232,28.559,29.343,29.8,30.041,30.414,30.665,31.037,31.728,32.42,32.791,33.042,33.415,33.657,34.114,34.897
499,1,31.7416,0.03233,28.57,29.354,29.811,30.054,30.426,30.678,31.05,31.742,32.434,32.805,33.057,33.43,33.672,34.129,34.913
500,1,31.755,0.03234,28.581,29.366,29.824,30.066,30.439,30.691,31.062,31.755,32.448,32.819,33.071,33.444,33.687,34.144,34.929
501,1,31.7685,0.03234,28.594,29.378,29.836,30.079,30.452,30.704,31.076,31.769,32.461,32.833,33.085,33.458,33.701,34.159,34.943
502,1,31.7819,0.03235,28.605,29.39,29.848,30.091,30.464,30.716,31.089,31.782,32.476,32.848,33.1,33.473,33.716,34.174,34.959
503,1,31.7954,0.03236,28.616,29.402,29.86,30.103,30.477,30.729,31.101,31.795,32.489,32.862,33.114,33.488,33.73,34.189,34.975
504,1,31.8087,0.03237,28.627,29.413,29.872,30.115,30.489,30.742,31.114,31.809,32.503,32.876,33.128,33.502,33.745,34.204,34.991
505,1,31.8221,0.03238,28.638,29.425,29.884,30.127,30.502,30.754,31.127,31.822,32.517,32.89,33.143,33.517,33.76,34.219,35.006
506,1,31.8355,0.03239,28.649,29.437,29.896,30.139,30.514,30.767,31.14,31.835,32.531,32.904,33.157,33.531,33.775,34.234,35.022
507,1,31.8489,0.0324,28.66,29.448,29.908,30.152,30.526,30.78,31.153,31.849,32.545,32.919,33.171,33.546,33.79,34.25,35.038
508,1,31.8622,0.03241,28.671,29.46,29.92,30.164,30.539,30.792,31.166,31.862,32.559,32.933,33.186,33.561,33.804,34.265,35.054
509,1,31.8756,0.03242,28.682,29.472,29.932,30.176,30.551,30.805,31.179,31.876,32.572,32.946,33.2,33.575,33.819,34.28,35.069
510,1,31.8889,0.03243,28.693,29.483,29.944,30.188,30.563,30.817,31.191,31.889,32.587,32.961,33.214,33.59,33.834,34.295,35.085
511,1,31.9022,0.03244,28.704,29.495,29.956,30.2,30.576,30.83,31.204,31.902,32.6,32.975,33.228,33.604,33.849,34.31,35.1
512,1,31.9156,0.03245,28.715,29.506,29.968,30.212,30.588,30.842,31.217,31.916,32.614,32.989,33.243,33.619,33.863,34.325,35.116
513,1,31.9288,0.03245,28.727,29.519,29.98,30.224,30.601,30.855,31.23,31.929,32.628,33.003,33.257,33.633,33.878,34.339,35.131
514,1,31.9421,0.03246,28.738,29.53,29.992,30.237,30.613,30.867,31.243,31.942,32.641,33.017,33.271,33.648,33.892,34.354,35.146
515,1,31.9554,0.03247,28.749,29.542,30.004,30.249,30.626,30.88,31.256,31.956,32.655,33.031,33.285,33.662,33.907,34.369,35.162
516,1,31.9687,0.03248,28.76,29.553,30.016,30.261,30.638,30.893,31.269,31.969,32.669,33.045,33.299,33.677,33.922,34.384,35.178
517,1,31.9819,0.03249,28.771,29.565,30.028,30.273,30.65,30.905,31.281,31.982,32.683,33.059,33.313,33.691,33.936,34.399,35.193
518,1,31.9952,0.0325,28.782,29.576,30.039,30.285,30.663,30.917,31.294,31.995,32.696,33.073,33.328,33.706,33.951,34.414,35.209
519,1,32.0084,0.03251,28.793,29.588,30.051,30.297,30.675,30.93,31.307,32.008,32.71,33.087,33.342,33.72,33.965,34.429,35.224
520,1,32.0216,0.03252,28.804,29.599,30.063,30.309,30.687,30.942,31.319,32.022,32.724,33.101,33.356,33.734,33.98,34.444,35.239
521,1,32.0348,0.03253,28.815,29.611,30.075,30.321,30.699,30.955,31.332,32.035,32.738,33.115,33.37,33.749,33.995,34.459,35.255
522,1,32.048,0.03254,28.825,29.622,30.087,30.333,30.711,30.967,31.344,32.048,32.752,33.129,33.384,33.763,34.009,34.474,35.27
523,1,32.0611,0.03255,28.836,29.633,30.098,30.344,30.724,30.98,31.357,32.061,32.765,33.143,33.398,33.778,34.024,34.489,35.286
524,1,32.0743,0.03256,28.847,29.645,30.11,30.357,30.736,30.992,31.37,32.074,32.779,33.157,33.413,33.792,34.039,34.504,35.302
525,1,32.0875,0.03257,28.858,29.656,30.122,30.369,30.748,31.004,31.383,32.087,32.793,33.17,33.427,33.807,34.053,34.519,35.317
526,1,32.1006,0.03258,28.869,29.668,30.133,30.38,30.76,31.017,31.395,32.101,32.806,33.185,33.441,33.821,34.068,34.533,35.333
527,1,32.1138,0.03259,28.88,29.679,30.145,30.392,30.772,31.029,31.408,32.114,32.82,33.198,33.455,33.835,34.082,34.548,35.348
528,1,32.1269,0.0326,28.891,29.691,30.157,30.404,30.785,31.041,31.42,32.127,32.833,33.212,33.469,33.85,34.097,34.563,35.363
529,1,32.14,0.03261,28.901,29.702,30.169,30.416,30.797,31.054,31.433,32.14,32.847,33.226,33.483,33.864,34.111,34.578,35.379
530,1,32.1531,0.03261,28.913,29.714,30.181,30.428,30.809,31.067,31.446,32.153,32.86,33.24,33.497,33.878,34.125,34.592,35.393
531,1,32.1662,0.03262,28.924,29.725,30.193,30.44,30.822,31.079,31.459,32.166,32.874,33.254,33.511,33.892,34.14,34.607,35.409
532,1,32.1793,0.03263,28.935,29.737,30.204,30.452,30.833,31.091,31.471,32.179,32.887,33.267,33.525,33.906,34.154,34.622,35.424
533,1,32.1923,0.03264,28.945,29.748,30.216,30.464,30.846,31.103,31.483,32.193,32.901,33.281,33.539,33.92,34.169,34.637,35.439
534,1,32.2054,0.03265,28.956,29.759,30.228,30.476,30.858,31.116,31.496,32.206,32.915,33.295,33.553,33.935,34.183,34.652,35.455
535,1,32.2184,0.03266,28.967,29.77,30.239,30.488,30.87,31.128,31.509,32.219,32.928,33.309,33.567,33.949,34.198,34.666,35.47
536,1,32.2315,0.03267,28.978,29.782,30.251,30.5,30.882,31.14,31.521,32.231,32.942,33.323,33.581,33.963,34.212,34.681,35.485
537,1,32.2444,0.03268,28.988,29.793,30.263,30.511,30.894,31.152,31.534,32.244,32.955,33.337,33.595,33.978,34.226,34.696,35.501
538,1,32.2575,0.03269,28.999,29.804,30.274,30.523,30.906,31.165,31.546,32.257,32.969,33.35,33.609,33.992,34.241,34.711,35.516
539,1,32.2705,0.0327,29.009,29.816,30.286,30.535,30.918,31.177,31.559,32.27,32.982,33.364,33.623,34.006,34.255,34.725,35.531
540,1,32.2835,0.03271,29.02,29.827,30.297,30.546,30.93,31.189,31.571,32.283,32.996,33.378,33.637,34.02,34.27,34.74,35.547
541,1,32.2964,0.03272,29.031,29.838,30.309,30.558,30.942,31.201,31.583,32.296,33.009,33.392,33.651,34.035,34.284,34.755,35.562
542,1,32.3094,0.03273,29.041,29.849,30.32,30.57,30.954,31.213,31.596,32.309,33.023,33.406,33.665,34.049,34.298,34.77,35.577
543,1,32.3223,0.03274,29.052,29.861,30.332,30.581,30.966,31.226,31.609,32.322,33.036,33.419,33.678,34.063,34.313,34.784,35.593
544,1,32.3353,0.03275,29.063,29.872,30.344,30.593,30.978,31.238,31.621,32.335,33.05,33.433,33.693,34.077,34.327,34.799,35.608
545,1,32.3482,0.03276,29.073,29.883,30.355,30.605,30.99,31.25,31.633,32.348,33.063,33.446,33.706,34.091,34.341,34.813,35.623
546,1,32.3611,0.03277,29.084,29.894,30.367,30.617,31.002,31.262,31.646,32.361,33.076,33.46,33.72,34.106,34.356,34.828,35.638
547,1,32.374,0.03278,29.094,29.905,30.378,30.628,31.014,31.274,31.658,32.374,33.09,33.474,33.734,34.12,34.37,34.843,35.654
548,1,32.3869,0.03279,29.105,29.917,30.39,30.64,31.026,31.286,31.67,32.387,33.103,33.487,33.748,34.134,34.384,34.857,35.669
549,1,32.3998,0.0328,29.116,29.928,30.401,30.652,31.038,31.298,31.683,32.4,33.117,33.501,33.762,34.148,34.398,34.872,35.684
550,1,32.4127,0.03281,29.126,29.939,30.413,30.663,31.05,31.311,31.695,32.413,33.13,33.515,33.776,34.162,34.413,34.887,35.699
551,1,32.4256,0.03282,29.137,29.95,30.424,30.675,31.062,31.322,31.708,32.426,33.143,33.528,33.789,34.176,34.427,34.901,35.714
552,1,32.4384,0.03283,29.147,29.961,30.435,30.687,31.074,31.335,31.72,32.439,33.157,33.542,33.803,34.19,34.441,34.916,35.73
553,1,32.4512,0.03284,29.158,29.972,30.447,30.698,31.085,31.347,31.732,32.451,33.17,33.556,33.817,34.204,34.456,34.93,35.744
554,1,32.4641,0.03285,29.169,29.983,30.458,30.71,31.097,31.359,31.745,32.464,33.183,33.569,33.831,34.218,34.47,34.945,35.759
555,1,32.4769,0.03286,29.179,29.994,30.47,30.722,31.109,31.371,31.757,32.477,33.197,33.583,33.844,34.232,34.484,34.959,35.775
556,1,32.4896,0.03287,29.189,30.005,30.481,30.733,31.121,31.383,31.769,32.49,33.21,33.596,33.858,34.246,34.498,34.974,35.79
557,1,32.5024,0.03288,29.2,30.016,30.493,30.744,31.133,31.395,31.781,32.502,33.223,33.61,33.872,34.26,34.513,34.989,35.805
558,1,32.5152,0.03289,29.211,30.028,30.504,30.756,31.145,31.407,31.794,32.515,33.237,33.624,33.886,34.274,34.527,35.003,35.82
559,1,32.528,0.0329,29.221,30.039,30.515,30.768,31.157,31.419,31.806,32.528,33.25,33.637,33.9,34.288,34.541,35.018,35.835
560,1,32.5407,0.03291,29.231,30.05,30.527,30.779,31.169,31.431,31.819,32.541,33.263,33.651,33.913,34.302,34.555,35.032,35.85
561,1,32.5535,0.03292,29.242,30.061,30.538,30.791,31.18,31.443,31.831,32.554,33.276,33.664,33.927,34.316,34.569,35.046,35.865
562,1,32.5662,0.03293,29.252,30.071,30.549,30.802,31.192,31.455,31.843,32.566,33.289,33.678,33.941,34.33,34.583,35.061,35.88
563,1,32.5789,0.03294,29.263,30.082,30.561,30.814,31.204,31.467,31.855,32.579,33.303,33.691,33.954,34.344,34.597,35.076,35.895
564,1,32.5917,0.03295,29.273,30.093,30.572,30.825,31.215,31.479,31.867,32.592,33.316,33.705,33.968,34.358,34.611,35.09,35.91
565,1,32.6044,0.03296,29.283,30.104,30.583,30.837,31.227,31.491,31.88,32.604,33.329,33.718,33.981,34.372,34.626,35.104,35.925
566,1,32.617,0.03297,29.294,30.115,30.594,30.848,31.239,31.502,31.892,32.617,33.343,33.731,33.995,34.386,34.64,35.119,35.94
567,1,32.6297,0.03298,29.304,30.126,30.606,30.86,31.251,31.515,31.904,32.63,33.356,33.745,34.009,34.4,34.654,35.133,35.955
568,1,32.6424,0.03299,29.315,30.137,30.617,30.871,31.262,31.526,31.916,32.643,33.369,33.759,34.022,34.414,34.668,35.148,35.97
569,1,32.655,0.033,29.325,30.148,30.628,30.883,31.274,31.538,31.928,32.655,33.382,33.772,34.036,34.428,34.682,35.162,35.985
570,1,32.6677,0.03301,29.335,30.159,30.639,30.894,31.286,31.55,31.94,32.668,33.395,33.785,34.05,34.441,34.696,35.176,36
571,1,32.6803,0.03302,29.346,30.17,30.651,30.906,31.297,31.562,31.952,32.68,33.408,33.799,34.063,34.455,34.71,35.191,36.015
