Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
0,1,19.3495,0.0379,17.083,17.643,17.97,18.143,18.41,18.589,18.855,19.35,19.844,20.109,20.289,20.556,20.729,21.056,21.616
1,1,19.416,0.03783,17.146,17.707,18.035,18.208,18.475,18.655,18.92,19.416,19.911,20.177,20.357,20.624,20.797,21.125,21.686
2,1,19.4824,0.03776,17.209,17.771,18.099,18.272,18.54,18.72,18.986,19.482,19.979,20.245,20.425,20.693,20.866,21.194,21.756
3,1,19.5489,0.0377,17.271,17.834,18.163,18.337,18.604,18.785,19.052,19.549,20.046,20.313,20.493,20.761,20.935,21.263,21.826
4,1,19.6154,0.03763,17.334,17.898,18.227,18.401,18.669,18.85,19.118,19.615,20.113,20.38,20.561,20.83,21.004,21.333,21.896
5,1,19.6819,0.03756,17.398,17.962,18.292,18.466,18.735,18.916,19.183,19.682,20.181,20.448,20.629,20.898,21.072,21.402,21.967
6,1,19.7484,0.03749,17.461,18.026,18.356,18.531,18.8,18.981,19.249,19.748,20.248,20.516,20.697,20.966,21.141,21.471,22.036
7,1,19.8149,0.03742,17.524,18.09,18.42,18.595,18.865,19.046,19.315,19.815,20.315,20.583,20.765,21.035,21.209,21.54,22.106
8,1,19.8814,0.03735,17.587,18.154,18.485,18.66,18.93,19.112,19.381,19.881,20.382,20.651,20.833,21.103,21.278,21.609,22.176
9,1,19.9479,0.03728,17.65,18.218,18.549,18.725,18.995,19.177,19.446,19.948,20.45,20.719,20.901,21.171,21.346,21.678,22.246
10,1,20.0144,0.03722,17.712,18.281,18.613,18.789,19.06,19.242,19.512,20.015,20.517,20.787,20.969,21.24,21.415,21.747,22.317
11,1,20.0808,0.03715,17.776,18.345,18.678,18.854,19.125,19.307,19.578,20.081,20.584,20.854,21.037,21.308,21.484,21.816,22.386
12,1,20.1473,0.03708,17.839,18.409,18.742,18.919,19.19,19.373,19.643,20.147,20.651,20.922,21.105,21.376,21.552,21.885,22.456
13,1,20.2138,0.03701,17.902,18.474,18.807,18.983,19.255,19.439,19.709,20.214,20.719,20.989,21.172,21.444,21.621,21.954,22.526
14,1,20.2803,0.03694,17.965,18.537,18.871,19.048,19.32,19.504,19.775,20.28,20.785,21.057,21.241,21.513,21.689,22.023,22.595
15,1,20.335,0.0369,18.016,18.589,18.924,19.101,19.373,19.557,19.829,20.335,20.841,21.113,21.297,21.569,21.746,22.081,22.654
16,1,20.3896,0.03687,18.067,18.641,18.976,19.153,19.426,19.61,19.883,20.39,20.896,21.169,21.353,21.626,21.804,22.139,22.713
17,1,20.4438,0.03683,18.117,18.692,19.028,19.205,19.479,19.663,19.936,20.444,20.952,21.224,21.409,21.682,21.86,22.195,22.77
18,1,20.4977,0.0368,18.167,18.743,19.079,19.257,19.531,19.716,19.989,20.498,21.006,21.28,21.465,21.739,21.917,22.252,22.829
19,1,20.5513,0.03676,18.217,18.794,19.13,19.309,19.583,19.768,20.042,20.551,21.061,21.334,21.519,21.794,21.972,22.309,22.886
20,1,20.6044,0.03673,18.266,18.844,19.181,19.359,19.635,19.82,20.094,20.604,21.115,21.389,21.574,21.849,22.028,22.365,22.943
21,1,20.6573,0.03669,18.315,18.894,19.232,19.411,19.686,19.872,20.146,20.657,21.169,21.443,21.629,21.904,22.083,22.42,23
22,1,20.7097,0.03666,18.363,18.944,19.282,19.461,19.737,19.923,20.198,20.71,21.222,21.496,21.683,21.959,22.138,22.476,23.056
23,1,20.7618,0.03663,18.412,18.993,19.331,19.511,19.787,19.974,20.249,20.762,21.275,21.55,21.736,22.013,22.192,22.531,23.112
24,1,20.8134,0.0366,18.459,19.041,19.381,19.56,19.837,20.024,20.3,20.813,21.327,21.603,21.79,22.067,22.246,22.585,23.167
25,1,20.8647,0.03656,18.507,19.09,19.43,19.61,19.887,20.074,20.35,20.865,21.379,21.655,21.842,22.119,22.299,22.639,23.222
26,1,20.9156,0.03653,18.554,19.138,19.478,19.659,19.936,20.124,20.4,20.916,21.431,21.707,21.895,22.172,22.353,22.693,23.277
27,1,20.966,0.0365,18.601,19.186,19.527,19.707,19.985,20.173,20.45,20.966,21.482,21.759,21.947,22.225,22.406,22.746,23.331
28,1,21.0161,0.03647,18.648,19.233,19.574,19.756,20.034,20.222,20.499,21.016,21.533,21.811,21.998,22.277,22.457,22.799,23.385
29,1,21.0658,0.03644,18.694,19.28,19.622,19.803,20.082,20.27,20.548,21.066,21.583,21.861,22.05,22.328,22.509,22.852,23.438
30,1,21.1152,0.03641,18.739,19.327,19.669,19.851,20.13,20.319,20.596,21.115,21.634,21.912,22.1,22.38,22.561,22.904,23.491
31,1,21.1642,0.03638,18.785,19.373,19.716,19.898,20.178,20.366,20.645,21.164,21.683,21.962,22.151,22.431,22.612,22.956,23.544
32,1,21.2128,0.03636,18.83,19.419,19.762,19.944,20.224,20.413,20.693,21.213,21.733,22.012,22.201,22.481,22.663,23.007,23.596
33,1,21.2611,0.03633,18.874,19.464,19.808,19.991,20.271,20.461,20.74,21.261,21.782,22.062,22.251,22.531,22.714,23.058,23.648
34,1,21.3089,0.0363,18.919,19.509,19.854,20.037,20.318,20.507,20.787,21.309,21.831,22.111,22.3,22.581,22.764,23.108,23.699
35,1,21.3565,0.03627,18.963,19.554,19.9,20.082,20.364,20.554,20.834,21.356,21.879,22.159,22.349,22.631,22.813,23.158,23.75
36,1,21.4036,0.03625,19.006,19.598,19.944,20.128,20.409,20.6,20.88,21.404,21.927,22.208,22.398,22.68,22.863,23.209,23.801
37,1,21.4504,0.03622,19.05,19.643,19.989,20.172,20.455,20.645,20.926,21.45,21.974,22.256,22.446,22.728,22.911,23.258,23.851
38,1,21.4968,0.03619,19.093,19.687,20.033,20.217,20.5,20.691,20.972,21.497,22.022,22.303,22.494,22.776,22.96,23.307,23.901
39,1,21.5428,0.03617,19.135,19.73,20.077,20.261,20.544,20.735,21.017,21.543,22.069,22.35,22.541,22.824,23.008,23.356,23.951
40,1,21.5885,0.03614,19.178,19.774,20.121,20.305,20.589,20.78,21.062,21.589,22.115,22.397,22.588,22.872,23.056,23.404,24
41,1,21.6338,0.03612,19.219,19.816,20.164,20.348,20.632,20.824,21.107,21.634,22.161,22.444,22.635,22.919,23.104,23.452,24.048
42,1,21.6788,0.03609,19.261,19.859,20.207,20.392,20.676,20.868,21.151,21.679,22.207,22.49,22.681,22.966,23.15,23.499,24.096
43,1,21.7235,0.03607,19.302,19.901,20.25,20.435,20.719,20.911,21.195,21.724,22.252,22.535,22.728,23.012,23.197,23.546,24.145
44,1,21.7678,0.03604,19.344,19.943,20.293,20.478,20.763,20.955,21.239,21.768,22.297,22.581,22.773,23.058,23.243,23.593,24.192
45,1,21.8119,0.03602,19.384,19.984,20.334,20.52,20.805,20.998,21.282,21.812,22.342,22.626,22.819,23.104,23.289,23.64,24.24
46,1,21.8555,0.036,19.424,20.025,20.376,20.561,20.847,21.04,21.325,21.856,22.386,22.671,22.864,23.15,23.335,23.686,24.287
47,1,21.8988,0.03597,19.465,20.067,20.417,20.603,20.889,21.082,21.368,21.899,22.43,22.715,22.908,23.194,23.38,23.731,24.333
48,1,21.9418,0.03595,19.504,20.107,20.458,20.644,20.931,21.124,21.41,21.942,22.474,22.759,22.953,23.239,23.426,23.777,24.38
49,1,21.9845,0.03593,19.544,20.147,20.499,20.685,20.972,21.166,21.452,21.985,22.517,22.803,22.997,23.284,23.47,23.822,24.426
50,1,22.0269,0.03591,19.583,20.187,20.539,20.726,21.013,21.207,21.493,22.027,22.56,22.846,23.041,23.328,23.515,23.867,24.471
51,1,22.0689,0.03588,19.622,20.227,20.58,20.767,21.054,21.248,21.535,22.069,22.603,22.889,23.083,23.371,23.558,23.911,24.516
52,1,22.1106,0.03586,19.66,20.266,20.619,20.806,21.094,21.289,21.576,22.111,22.645,22.932,23.127,23.415,23.602,23.955,24.561
53,1,22.152,0.03584,19.698,20.305,20.659,20.846,21.135,21.329,21.617,22.152,22.687,22.975,23.169,23.458,23.645,23.999,24.606
54,1,22.1931,0.03582,19.737,20.344,20.698,20.885,21.174,21.369,21.657,22.193,22.729,23.017,23.212,23.501,23.688,24.043,24.65
55,1,22.2338,0.0358,19.774,20.382,20.737,20.924,21.214,21.409,21.697,22.234,22.771,23.059,23.254,23.543,23.731,24.085,24.694
56,1,22.2743,0.03578,19.811,20.42,20.775,20.963,21.253,21.448,21.737,22.274,22.812,23.1,23.296,23.585,23.773,24.128,24.737
57,1,22.3145,0.03576,19.848,20.458,20.814,21.002,21.292,21.487,21.776,22.315,22.853,23.141,23.337,23.627,23.815,24.171,24.78
58,1,22.3543,0.03574,19.885,20.496,20.852,21.04,21.33,21.526,21.815,22.354,22.893,23.182,23.378,23.669,23.857,24.213,24.823
59,1,22.3939,0.03572,19.922,20.533,20.889,21.078,21.369,21.565,21.854,22.394,22.933,23.223,23.419,23.71,23.898,24.255,24.866
60,1,22.4333,0.0357,19.958,20.57,20.927,21.116,21.407,21.603,21.893,22.433,22.974,23.263,23.459,23.75,23.939,24.296,24.908
61,1,22.4723,0.03568,19.994,20.607,20.964,21.154,21.445,21.641,21.931,22.472,23.013,23.303,23.5,23.791,23.98,24.337,24.95
62,1,22.5111,0.03566,20.03,20.644,21.001,21.191,21.482,21.679,21.97,22.511,23.052,23.343,23.54,23.831,24.021,24.379,24.992
63,1,22.5496,0.03564,20.066,20.68,21.038,21.228,21.52,21.717,22.007,22.55,23.092,23.383,23.58,23.872,24.061,24.419,25.033
64,1,22.5879,0.03562,20.102,20.716,21.075,21.265,21.557,21.754,22.045,22.588,23.131,23.422,23.619,23.911,24.101,24.46,25.074
65,1,22.6259,0.03561,20.136,20.752,21.111,21.301,21.593,21.791,22.083,22.626,23.169,23.461,23.659,23.951,24.141,24.5,25.116
66,1,22.6637,0.03559,20.171,20.787,21.147,21.337,21.63,21.828,22.12,22.664,23.208,23.5,23.698,23.991,24.181,24.54,25.156
67,1,22.7013,0.03557,20.206,20.823,21.183,21.373,21.667,21.865,22.157,22.701,23.246,23.538,23.736,24.03,24.22,24.58,25.196
68,1,22.7386,0.03555,20.241,20.858,21.218,21.409,21.703,21.901,22.193,22.739,23.284,23.576,23.774,24.068,24.259,24.619,25.237
69,1,22.7756,0.03553,20.275,20.893,21.254,21.444,21.739,21.937,22.23,22.776,23.321,23.614,23.813,24.107,24.298,24.658,25.276
70,1,22.8124,0.03552,20.308,20.928,21.289,21.48,21.774,21.972,22.266,22.813,23.359,23.652,23.851,24.145,24.337,24.698,25.317
71,1,22.849,0.0355,20.343,20.962,21.324,21.515,21.809,22.008,22.302,22.849,23.396,23.69,23.889,24.183,24.374,24.736,25.356
72,1,22.8854,0.03548,20.376,20.996,21.358,21.55,21.845,22.044,22.338,22.885,23.433,23.727,23.926,24.221,24.413,24.774,25.394
73,1,22.9215,0.03547,20.409,21.03,21.393,21.584,21.88,22.079,22.373,22.922,23.47,23.764,23.963,24.259,24.451,24.813,25.434
74,1,22.9574,0.03545,20.443,21.064,21.427,21.619,21.915,22.114,22.408,22.957,23.506,23.801,24,24.296,24.488,24.851,25.472
75,1,22.993,0.03543,20.476,21.098,21.461,21.653,21.949,22.149,22.444,22.993,23.543,23.837,24.037,24.333,24.525,24.888,25.51
76,1,23.0284,0.03542,20.508,21.131,21.494,21.687,21.983,22.183,22.478,23.028,23.579,23.874,24.074,24.37,24.563,24.926,25.549
77,1,23.0636,0.0354,20.541,21.164,21.528,21.721,22.017,22.217,22.513,23.064,23.614,23.91,24.11,24.407,24.599,24.963,25.587
78,1,23.0986,0.03539,20.572,21.197,21.561,21.754,22.051,22.252,22.547,23.099,23.65,23.946,24.146,24.443,24.636,25,25.625
79,1,23.1334,0.03537,20.605,21.23,21.594,21.787,22.085,22.285,22.581,23.133,23.685,23.981,24.182,24.479,24.672,25.037,25.662
80,1,23.1679,0.03536,20.636,21.262,21.627,21.82,22.118,22.319,22.615,23.168,23.72,24.017,24.218,24.515,24.709,25.074,25.7
81,1,23.2022,0.03534,20.669,21.295,21.66,21.854,22.152,22.352,22.649,23.202,23.755,24.052,24.253,24.551,24.744,25.11,25.736
82,1,23.2364,0.03533,20.7,21.327,21.693,21.886,22.184,22.385,22.683,23.236,23.79,24.087,24.289,24.587,24.78,25.146,25.773
83,1,23.2703,0.03531,20.731,21.359,21.725,21.919,22.217,22.419,22.716,23.27,23.824,24.122,24.323,24.622,24.816,25.182,25.809
84,1,23.304,0.0353,20.762,21.39,21.757,21.951,22.25,22.452,22.749,23.304,23.859,24.157,24.358,24.657,24.851,25.218,25.846
85,1,23.3375,0.03528,20.793,21.422,21.789,21.983,22.282,22.484,22.782,23.337,23.893,24.191,24.393,24.692,24.886,25.253,25.882
86,1,23.3708,0.03527,20.824,21.453,21.82,22.015,22.315,22.517,22.815,23.371,23.927,24.225,24.427,24.727,24.921,25.289,25.918
87,1,23.4039,0.03526,20.854,21.484,21.852,22.046,22.346,22.548,22.847,23.404,23.961,24.259,24.461,24.761,24.956,25.324,25.954
88,1,23.4368,0.03524,20.885,21.515,21.883,22.078,22.378,22.581,22.88,23.437,23.994,24.293,24.495,24.795,24.99,25.358,25.989
89,1,23.4695,0.03523,20.915,21.546,21.915,22.109,22.41,22.613,22.912,23.47,24.027,24.326,24.529,24.83,25.025,25.393,26.025
90,1,23.502,0.03521,20.945,21.577,21.946,22.141,22.442,22.644,22.944,23.502,24.06,24.36,24.563,24.863,25.058,25.427,26.059
91,1,23.5344,0.0352,20.974,21.607,21.976,22.172,22.473,22.676,22.976,23.534,24.093,24.393,24.596,24.897,25.093,25.461,26.094
92,1,23.5665,0.03519,21.004,21.637,22.007,22.202,22.504,22.707,23.007,23.567,24.126,24.426,24.629,24.931,25.126,25.496,26.129
93,1,23.5985,0.03517,21.034,21.668,22.037,22.233,22.535,22.738,23.039,23.598,24.158,24.459,24.662,24.964,25.159,25.529,26.163
94,1,23.6303,0.03516,21.063,21.698,22.068,22.264,22.565,22.769,23.07,23.63,24.191,24.491,24.695,24.997,25.193,25.563,26.198
95,1,23.6619,0.03515,21.092,21.727,22.098,22.294,22.596,22.8,23.101,23.662,24.223,24.524,24.728,25.03,25.226,25.597,26.232
96,1,23.6933,0.03514,21.12,21.756,22.128,22.324,22.626,22.83,23.132,23.693,24.255,24.556,24.76,25.063,25.259,25.63,26.266
97,1,23.7245,0.03512,21.15,21.786,22.157,22.354,22.657,22.861,23.163,23.724,24.287,24.588,24.793,25.095,25.292,25.663,26.299
98,1,23.7556,0.03511,21.178,21.815,22.187,22.384,22.687,22.891,23.193,23.756,24.318,24.62,24.824,25.128,25.324,25.696,26.333
99,1,23.7865,0.0351,21.206,21.844,22.216,22.413,22.717,22.921,23.223,23.787,24.35,24.652,24.857,25.16,25.357,25.729,26.367
100,1,23.8172,0.03509,21.235,21.873,22.245,22.443,22.746,22.951,23.254,23.817,24.381,24.683,24.888,25.192,25.389,25.761,26.4
101,1,23.8478,0.03508,21.263,21.902,22.274,22.472,22.776,22.981,23.283,23.848,24.412,24.715,24.92,25.224,25.421,25.794,26.433
102,1,23.8782,0.03506,21.291,21.931,22.304,22.501,22.805,23.011,23.313,23.878,24.443,24.746,24.951,25.255,25.453,25.826,26.465
103,1,23.9084,0.03505,21.319,21.959,22.332,22.53,22.835,23.04,23.343,23.908,24.474,24.777,24.982,25.287,25.485,25.858,26.498
104,1,23.9384,0.03504,21.346,21.987,22.361,22.559,22.863,23.069,23.373,23.939,24.504,24.808,25.013,25.318,25.516,25.89,26.531
105,1,23.9683,0.03503,21.374,22.015,22.389,22.587,22.892,23.098,23.402,23.969,24.535,24.839,25.044,25.349,25.547,25.922,26.563
106,1,23.998,0.03502,21.401,22.043,22.417,22.616,22.921,23.127,23.431,23.998,24.565,24.869,25.075,25.38,25.579,25.953,26.595
107,1,24.0276,0.03501,21.428,22.07,22.445,22.644,22.95,23.156,23.46,24.028,24.595,24.9,25.106,25.411,25.61,25.985,26.627
108,1,24.057,0.035,21.455,22.098,22.473,22.672,22.978,23.184,23.489,24.057,24.625,24.93,25.136,25.442,25.641,26.016,26.659
109,1,24.0862,0.03499,21.482,22.126,22.501,22.7,23.006,23.213,23.518,24.086,24.655,24.96,25.166,25.472,25.671,26.047,26.691
110,1,24.1152,0.03497,21.509,22.154,22.529,22.728,23.035,23.241,23.546,24.115,24.684,24.989,25.196,25.502,25.701,26.077,26.721
111,1,24.1441,0.03496,21.536,22.181,22.557,22.756,23.063,23.269,23.575,24.144,24.713,25.019,25.226,25.533,25.731,26.108,26.752
112,1,24.1729,0.03495,21.562,22.207,22.584,22.783,23.09,23.297,23.603,24.173,24.743,25.048,25.256,25.563,25.762,26.138,26.783
113,1,24.2015,0.03494,21.588,22.234,22.611,22.811,23.118,23.325,23.631,24.202,24.772,25.078,25.285,25.593,25.792,26.169,26.815
114,1,24.2299,0.03493,21.615,22.261,22.638,22.838,23.145,23.353,23.659,24.23,24.801,25.107,25.315,25.622,25.822,26.199,26.845
115,1,24.2581,0.03492,21.641,22.287,22.665,22.865,23.172,23.38,23.687,24.258,24.83,25.136,25.344,25.652,25.851,26.229,26.876
116,1,24.2862,0.03491,21.666,22.314,22.692,22.892,23.2,23.407,23.714,24.286,24.858,25.165,25.373,25.681,25.881,26.259,26.906
117,1,24.3142,0.0349,21.692,22.34,22.718,22.919,23.227,23.435,23.742,24.314,24.887,25.194,25.402,25.71,25.91,26.288,26.937
118,1,24.342,0.03489,21.717,22.366,22.744,22.945,23.254,23.462,23.769,24.342,24.915,25.222,25.43,25.739,25.939,26.318,26.967
119,1,24.3696,0.03488,21.743,22.392,22.771,22.972,23.28,23.489,23.796,24.37,24.943,25.25,25.459,25.768,25.968,26.347,26.996
120,1,24.3971,0.03487,21.768,22.418,22.797,22.998,23.307,23.515,23.823,24.397,24.971,25.279,25.487,25.796,25.997,26.376,27.026
121,1,24.4244,0.03487,21.793,22.443,22.822,23.024,23.333,23.542,23.85,24.424,24.999,25.307,25.516,25.825,26.026,26.406,27.056
122,1,24.4516,0.03486,21.818,22.469,22.848,23.05,23.359,23.568,23.877,24.452,25.026,25.335,25.544,25.854,26.055,26.435,27.086
123,1,24.4787,0.03485,21.843,22.494,22.874,23.076,23.385,23.594,23.903,24.479,25.054,25.363,25.572,25.882,26.083,26.463,27.115
124,1,24.5056,0.03484,21.867,22.519,22.9,23.101,23.411,23.621,23.93,24.506,25.081,25.391,25.6,25.91,26.111,26.492,27.144
125,1,24.5323,0.03483,21.892,22.544,22.925,23.127,23.437,23.647,23.956,24.532,25.109,25.418,25.627,25.938,26.139,26.52,27.173
126,1,24.5589,0.03482,21.916,22.57,22.95,23.152,23.463,23.672,23.982,24.559,25.136,25.445,25.655,25.965,26.167,26.548,27.202
127,1,24.5853,0.03481,21.941,22.594,22.976,23.178,23.489,23.698,24.008,24.585,25.163,25.472,25.682,25.993,26.195,26.576,27.23
128,1,24.6116,0.0348,21.965,22.619,23.001,23.203,23.514,23.724,24.034,24.612,25.189,25.499,25.709,26.02,26.222,26.604,27.258
129,1,24.6378,0.03479,21.989,22.644,23.026,23.228,23.539,23.75,24.06,24.638,25.216,25.526,25.736,26.048,26.25,26.632,27.287
130,1,24.6638,0.03479,22.012,22.668,23.05,23.252,23.564,23.774,24.085,24.664,25.243,25.553,25.763,26.075,26.278,26.66,27.315
131,1,24.6897,0.03478,22.036,22.692,23.075,23.277,23.589,23.8,24.111,24.69,25.269,25.58,25.79,26.102,26.305,26.687,27.343
132,1,24.7154,0.03477,22.06,22.716,23.099,23.302,23.614,23.825,24.136,24.715,25.295,25.606,25.817,26.129,26.332,26.715,27.371
133,1,24.7411,0.03476,22.083,22.741,23.124,23.326,23.639,23.85,24.161,24.741,25.321,25.632,25.843,26.156,26.359,26.742,27.399
134,1,24.7665,0.03475,22.107,22.765,23.148,23.351,23.664,23.874,24.186,24.767,25.347,25.659,25.869,26.182,26.385,26.769,27.426
135,1,24.7919,0.03475,22.13,22.788,23.172,23.375,23.688,23.899,24.211,24.792,25.373,25.685,25.896,26.209,26.412,26.796,27.454
136,1,24.8171,0.03474,22.153,22.811,23.196,23.399,23.712,23.924,24.235,24.817,25.398,25.711,25.922,26.235,26.439,26.823,27.481
137,1,24.8422,0.03473,22.176,22.835,23.219,23.423,23.737,23.948,24.26,24.842,25.424,25.736,25.948,26.261,26.465,26.849,27.508
138,1,24.8672,0.03472,22.199,22.859,23.243,23.447,23.761,23.972,24.285,24.867,25.45,25.762,25.974,26.287,26.491,26.876,27.535
139,1,24.892,0.03471,22.222,22.882,23.267,23.471,23.785,23.996,24.309,24.892,25.475,25.787,25.999,26.313,26.517,26.902,27.562
140,1,24.9167,0.03471,22.244,22.905,23.29,23.494,23.808,24.02,24.333,24.917,25.5,25.813,26.025,26.339,26.543,26.929,27.589
141,1,24.9413,0.0347,22.267,22.928,23.313,23.518,23.832,24.044,24.357,24.941,25.525,25.838,26.05,26.365,26.569,26.955,27.616
142,1,24.9658,0.03469,22.289,22.951,23.337,23.541,23.856,24.068,24.381,24.966,25.55,25.863,26.076,26.39,26.594,26.981,27.642
143,1,24.9902,0.03469,22.311,22.974,23.36,23.564,23.879,24.092,24.406,24.99,25.575,25.889,26.101,26.416,26.62,27.007,27.669
144,1,25.0144,0.03468,22.333,22.996,23.383,23.587,23.903,24.115,24.429,25.015,25.6,25.913,26.126,26.441,26.646,27.032,27.695
145,1,25.0385,0.03467,22.356,23.019,23.406,23.611,23.926,24.139,24.453,25.039,25.624,25.938,26.151,26.467,26.671,27.058,27.721
146,1,25.0625,0.03467,22.378,23.041,23.428,23.633,23.949,24.162,24.476,25.063,25.648,25.963,26.176,26.492,26.697,27.084,27.748
147,1,25.0865,0.03466,22.4,23.064,23.451,23.656,23.972,24.185,24.5,25.087,25.673,25.988,26.201,26.517,26.722,27.109,27.773
148,1,25.1102,0.03465,22.422,23.086,23.474,23.679,23.995,24.209,24.523,25.11,25.697,26.012,26.225,26.541,26.747,27.134,27.799
149,1,25.1339,0.03465,22.443,23.108,23.496,23.702,24.018,24.231,24.546,25.134,25.721,26.037,26.25,26.567,26.772,27.16,27.825
150,1,25.1575,0.03464,22.465,23.13,23.519,23.724,24.041,24.254,24.57,25.157,25.745,26.061,26.274,26.591,26.796,27.185,27.85
151,1,25.181,0.03463,22.486,23.152,23.541,23.746,24.063,24.277,24.593,25.181,25.769,26.085,26.298,26.615,26.821,27.209,27.876
152,1,25.2043,0.03463,22.507,23.174,23.563,23.769,24.086,24.3,24.616,25.204,25.793,26.109,26.323,26.64,26.846,27.235,27.902
153,1,25.2276,0.03462,22.529,23.196,23.585,23.791,24.108,24.322,24.639,25.228,25.817,26.133,26.347,26.664,26.87,27.259,27.926
154,1,25.2508,0.03461,22.55,23.218,23.607,23.813,24.131,24.345,24.661,25.251,25.84,26.157,26.371,26.688,26.894,27.284,27.952
155,1,25.2739,0.03461,22.571,23.239,23.629,23.835,24.153,24.367,24.684,25.274,25.864,26.18,26.395,26.713,26.919,27.309,27.977
156,1,25.2968,0.0346,22.592,23.261,23.651,23.857,24.175,24.39,24.706,25.297,25.887,26.204,26.419,26.737,26.943,27.333,28.002
157,1,25.3197,0.0346,22.613,23.281,23.672,23.879,24.197,24.412,24.729,25.32,25.911,26.228,26.443,26.761,26.967,27.358,28.027
158,1,25.3425,0.03459,22.633,23.303,23.694,23.901,24.219,24.434,24.751,25.343,25.934,26.251,26.466,26.784,26.991,27.382,28.051
159,1,25.3652,0.03459,22.654,23.324,23.715,23.922,24.241,24.456,24.773,25.365,25.957,26.274,26.49,26.808,27.015,27.406,28.076
160,1,25.3878,0.03458,22.675,23.345,23.737,23.944,24.263,24.478,24.796,25.388,25.98,26.298,26.513,26.832,27.039,27.43,28.101
161,1,25.4103,0.03457,22.696,23.367,23.758,23.965,24.285,24.5,24.818,25.41,26.003,26.321,26.536,26.855,27.063,27.454,28.125
162,1,25.4327,0.03457,22.716,23.387,23.779,23.987,24.306,24.522,24.84,25.433,26.026,26.344,26.559,26.879,27.086,27.478,28.15
163,1,25.4551,0.03456,22.737,23.409,23.8,24.008,24.328,24.543,24.862,25.455,26.048,26.367,26.583,26.902,27.11,27.502,28.174
164,1,25.4773,0.03456,22.756,23.429,23.821,24.029,24.349,24.565,24.883,25.477,26.071,26.39,26.606,26.926,27.133,27.526,28.198
165,1,25.4995,0.03455,22.777,23.45,23.843,24.05,24.37,24.587,24.905,25.5,26.094,26.413,26.629,26.949,27.157,27.549,28.222
166,1,25.5216,0.03455,22.797,23.47,23.863,24.071,24.392,24.608,24.927,25.522,26.117,26.435,26.652,26.972,27.18,27.573,28.246
167,1,25.5436,0.03454,22.817,23.491,23.884,24.093,24.413,24.629,24.948,25.544,26.139,26.458,26.674,26.995,27.203,27.596,28.27
168,1,25.5656,0.03454,22.837,23.511,23.905,24.113,24.434,24.65,24.97,25.566,26.161,26.481,26.697,27.018,27.226,27.62,28.294
169,1,25.5874,0.03453,22.857,23.532,23.926,24.134,24.455,24.672,24.991,25.587,26.183,26.503,26.72,27.041,27.249,27.643,28.318
170,1,25.6092,0.03453,22.876,23.552,23.946,24.155,24.476,24.693,25.013,25.609,26.206,26.526,26.743,27.064,27.272,27.667,28.342
171,1,25.6309,0.03453,22.896,23.572,23.967,24.175,24.497,24.714,25.034,25.631,26.228,26.548,26.765,27.087,27.296,27.69,28.366
172,1,25.6526,0.03452,22.916,23.593,23.987,24.196,24.518,24.735,25.056,25.653,26.25,26.57,26.787,27.109,27.318,27.713,28.389
173,1,25.6741,0.03452,22.935,23.612,24.007,24.217,24.538,24.756,25.076,25.674,26.272,26.593,26.81,27.132,27.341,27.736,28.413
174,1,25.6957,0.03451,22.956,23.633,24.028,24.237,24.559,24.777,25.098,25.696,26.294,26.615,26.832,27.154,27.363,27.759,28.436
175,1,25.7171,0.03451,22.974,23.652,24.048,24.257,24.58,24.797,25.119,25.717,26.316,26.637,26.854,27.177,27.386,27.782,28.46
176,1,25.7385,0.0345,22.994,23.673,24.069,24.278,24.6,24.818,25.139,25.739,26.337,26.659,26.876,27.199,27.409,27.804,28.483
177,1,25.7598,0.0345,23.013,23.692,24.088,24.298,24.621,24.839,25.16,25.76,26.359,26.681,26.899,27.222,27.431,27.827,28.506
178,1,25.781,0.0345,23.032,23.712,24.108,24.318,24.641,24.859,25.181,25.781,26.381,26.703,26.921,27.244,27.454,27.85,28.53
179,1,25.8022,0.03449,23.052,23.732,24.128,24.338,24.662,24.88,25.202,25.802,26.402,26.724,26.943,27.266,27.476,27.872,28.552
180,1,25.8233,0.03449,23.071,23.751,24.148,24.358,24.682,24.9,25.222,25.823,26.424,26.746,26.965,27.288,27.498,27.895,28.576
181,1,25.8443,0.03449,23.09,23.77,24.168,24.378,24.702,24.92,25.243,25.844,26.446,26.768,26.987,27.311,27.521,27.918,28.599
182,1,25.8653,0.03448,23.109,23.791,24.188,24.398,24.722,24.941,25.264,25.865,26.467,26.79,27.008,27.332,27.543,27.94,28.621
183,1,25.8862,0.03448,23.128,23.81,24.207,24.418,24.743,24.961,25.284,25.886,26.488,26.811,27.03,27.354,27.565,27.963,28.644
184,1,25.9071,0.03447,23.148,23.83,24.228,24.438,24.763,24.981,25.305,25.907,26.509,26.833,27.052,27.376,27.587,27.985,28.667
185,1,25.9279,0.03447,23.166,23.849,24.247,24.458,24.783,25.002,25.325,25.928,26.531,26.854,27.073,27.398,27.609,28.007,28.69
186,1,25.9486,0.03447,23.185,23.868,24.267,24.478,24.802,25.022,25.345,25.949,26.552,26.876,27.095,27.42,27.631,28.03,28.713
187,1,25.9693,0.03447,23.203,23.887,24.286,24.497,24.822,25.042,25.366,25.969,26.573,26.897,27.117,27.442,27.653,28.052,28.735
