Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
370,1,29.2147,0.03482,26.071,26.848,27.302,27.541,27.911,28.16,28.529,29.215,29.901,30.269,30.519,30.888,31.128,31.581,32.358
371,1,29.2304,0.03482,26.085,26.863,27.316,27.556,27.926,28.176,28.544,29.23,29.917,30.285,30.535,30.905,31.144,31.598,32.376
372,1,29.2461,0.03483,26.098,26.876,27.33,27.57,27.941,28.19,28.559,29.246,29.933,30.302,30.552,30.922,31.162,31.616,32.394
373,1,29.2618,0.03483,26.112,26.891,27.345,27.585,27.956,28.206,28.574,29.262,29.949,30.318,30.568,30.938,31.179,31.633,32.411
374,1,29.2775,0.03484,26.125,26.905,27.359,27.6,27.97,28.22,28.589,29.278,29.965,30.335,30.585,30.955,31.196,31.65,32.43
375,1,29.2931,0.03484,26.139,26.919,27.374,27.615,27.985,28.235,28.605,29.293,29.981,30.351,30.601,30.972,31.213,31.667,32.447
376,1,29.3088,0.03485,26.152,26.933,27.388,27.629,28,28.25,28.62,29.309,29.998,30.367,30.618,30.989,31.23,31.685,32.465
377,1,29.3244,0.03485,26.166,26.947,27.402,27.643,28.015,28.265,28.635,29.324,30.014,30.383,30.634,31.006,31.246,31.702,32.482
378,1,29.34,0.03486,26.18,26.961,27.417,27.657,28.029,28.28,28.65,29.34,30.03,30.4,30.651,31.022,31.264,31.719,32.501
379,1,29.3556,0.03486,26.193,26.975,27.431,27.672,28.044,28.295,28.665,29.356,30.046,30.416,30.667,31.039,31.28,31.736,32.518
380,1,29.3711,0.03487,26.206,26.989,27.445,27.687,28.059,28.31,28.68,29.371,30.062,30.433,30.684,31.056,31.297,31.754,32.536
381,1,29.3867,0.03488,26.219,27.002,27.459,27.701,28.073,28.324,28.695,29.387,30.078,30.449,30.7,31.073,31.315,31.771,32.554
382,1,29.4022,0.03488,26.233,27.017,27.473,27.715,28.088,28.339,28.711,29.402,30.094,30.465,30.717,31.089,31.331,31.788,32.571
383,1,29.4178,0.03489,26.246,27.03,27.487,27.73,28.102,28.354,28.726,29.418,30.11,30.481,30.733,31.106,31.348,31.806,32.589
384,1,29.4333,0.03489,26.26,27.044,27.502,27.744,28.117,28.369,28.741,29.433,30.126,30.498,30.749,31.122,31.365,31.822,32.607
385,1,29.4487,0.0349,26.273,27.058,27.516,27.758,28.131,28.383,28.756,29.449,30.142,30.514,30.766,31.139,31.382,31.84,32.625
386,1,29.4642,0.0349,26.287,27.072,27.53,27.773,28.146,28.398,28.77,29.464,30.158,30.53,30.782,31.156,31.398,31.856,32.642
387,1,29.4797,0.03491,26.3,27.085,27.544,27.787,28.161,28.413,28.785,29.48,30.174,30.546,30.798,31.172,31.415,31.874,32.66
388,1,29.4951,0.03491,26.313,27.1,27.559,27.802,28.176,28.428,28.801,29.495,30.19,30.562,30.815,31.189,31.432,31.891,32.677
389,1,29.5105,0.03492,26.326,27.113,27.572,27.815,28.19,28.443,28.815,29.511,30.206,30.579,30.831,31.206,31.449,31.908,32.695
390,1,29.5259,0.03493,26.339,27.127,27.586,27.83,28.204,28.457,28.83,29.526,30.222,30.595,30.848,31.222,31.466,31.925,32.713
391,1,29.5413,0.03493,26.352,27.141,27.6,27.844,28.219,28.472,28.845,29.541,30.237,30.611,30.864,31.239,31.482,31.942,32.73
392,1,29.5567,0.03494,26.365,27.154,27.615,27.858,28.233,28.486,28.86,29.557,30.253,30.627,30.88,31.256,31.499,31.959,32.748
393,1,29.572,0.03494,26.379,27.169,27.629,27.872,28.248,28.501,28.875,29.572,30.269,30.643,30.896,31.272,31.515,31.976,32.765
394,1,29.5874,0.03495,26.392,27.182,27.643,27.887,28.262,28.516,28.89,29.587,30.285,30.659,30.913,31.288,31.532,31.993,32.783
395,1,29.6027,0.03495,26.406,27.196,27.657,27.901,28.277,28.53,28.905,29.603,30.3,30.675,30.929,31.304,31.548,32.009,32.8
396,1,29.618,0.03496,26.418,27.209,27.67,27.915,28.291,28.545,28.92,29.618,30.317,30.691,30.945,31.321,31.565,32.027,32.818
397,1,29.6333,0.03497,26.431,27.222,27.684,27.929,28.305,28.559,28.934,29.633,30.332,30.707,30.961,31.338,31.582,32.044,32.836
398,1,29.6485,0.03497,26.444,27.237,27.698,27.943,28.32,28.574,28.949,29.648,30.348,30.723,30.977,31.354,31.598,32.061,32.852
399,1,29.6638,0.03498,26.457,27.25,27.712,27.957,28.334,28.588,28.964,29.664,30.364,30.739,30.994,31.37,31.615,32.078,32.87
400,1,29.6791,0.03498,26.471,27.264,27.726,27.971,28.348,28.603,28.979,29.679,30.379,30.755,31.009,31.387,31.631,32.094,32.887
401,1,29.6943,0.03499,26.483,27.277,27.74,27.985,28.363,28.617,28.993,29.694,30.395,30.771,31.026,31.403,31.648,32.111,32.905
402,1,29.7095,0.035,26.496,27.291,27.754,27.999,28.377,28.632,29.008,29.709,30.411,30.787,31.042,31.42,31.665,32.128,32.923
403,1,29.7247,0.035,26.51,27.304,27.768,28.013,28.391,28.646,29.023,29.725,30.426,30.803,31.058,31.436,31.681,32.145,32.94
404,1,29.7398,0.03501,26.522,27.318,27.781,28.027,28.406,28.661,29.037,29.74,30.442,30.819,31.074,31.452,31.698,32.162,32.957
405,1,29.755,0.03501,26.536,27.331,27.796,28.041,28.42,28.675,29.052,29.755,30.457,30.835,31.09,31.469,31.714,32.178,32.974
406,1,29.7702,0.03502,26.548,27.345,27.809,28.055,28.434,28.69,29.067,29.77,30.473,30.851,31.106,31.485,31.731,32.196,32.992
407,1,29.7853,0.03503,26.561,27.358,27.823,28.069,28.448,28.704,29.081,29.785,30.489,30.867,31.122,31.502,31.748,32.213,33.009
408,1,29.8004,0.03503,26.574,27.372,27.837,28.083,28.463,28.719,29.096,29.8,30.504,30.882,31.138,31.517,31.764,32.229,33.026
409,1,29.8155,0.03504,26.587,27.385,27.85,28.097,28.477,28.733,29.111,29.815,30.52,30.898,31.154,31.534,31.78,32.246,33.044
410,1,29.8306,0.03504,26.6,27.399,27.865,28.111,28.491,28.747,29.126,29.831,30.535,30.914,31.17,31.55,31.796,32.262,33.061
411,1,29.8456,0.03505,26.613,27.412,27.878,28.125,28.505,28.761,29.14,29.846,30.551,30.93,31.186,31.566,31.813,32.279,33.078
412,1,29.8607,0.03506,26.626,27.425,27.892,28.139,28.519,28.776,29.155,29.861,30.567,30.946,31.202,31.583,31.83,32.296,33.096
413,1,29.8757,0.03506,26.639,27.439,27.906,28.153,28.533,28.79,29.169,29.876,30.582,30.961,31.218,31.598,31.846,32.313,33.113
414,1,29.8907,0.03507,26.651,27.452,27.919,28.167,28.547,28.804,29.184,29.891,30.598,30.977,31.234,31.615,31.862,32.33,33.13
415,1,29.9057,0.03507,26.665,27.466,27.933,28.181,28.562,28.819,29.198,29.906,30.613,30.993,31.25,31.631,31.878,32.346,33.147
416,1,29.9207,0.03508,26.677,27.479,27.946,28.194,28.576,28.833,29.213,29.921,30.629,31.009,31.266,31.647,31.895,32.363,33.164
417,1,29.9357,0.03509,26.689,27.492,27.96,28.208,28.589,28.847,29.227,29.936,30.644,31.024,31.282,31.663,31.911,32.38,33.182
418,1,29.9506,0.03509,26.703,27.506,27.974,28.222,28.604,28.861,29.242,29.951,30.659,31.04,31.298,31.679,31.927,32.396,33.198
419,1,29.9656,0.0351,26.715,27.519,27.987,28.235,28.618,28.876,29.256,29.966,30.675,31.056,31.313,31.696,31.944,32.412,33.216
420,1,29.9805,0.03511,26.728,27.532,28.001,28.249,28.631,28.889,29.27,29.98,30.691,31.071,31.33,31.712,31.96,32.429,33.233
421,1,29.9954,0.03511,26.741,27.545,28.015,28.263,28.646,28.904,29.285,29.995,30.706,31.087,31.345,31.728,31.976,32.445,33.25
422,1,30.0103,0.03512,26.753,27.558,28.028,28.277,28.659,28.918,29.299,30.01,30.721,31.103,31.361,31.744,31.993,32.462,33.267
423,1,30.0252,0.03512,26.767,27.572,28.042,28.291,28.674,28.932,29.314,30.025,30.736,31.118,31.376,31.759,32.008,32.478,33.284
424,1,30.04,0.03513,26.779,27.585,28.055,28.304,28.687,28.946,29.328,30.04,30.752,31.134,31.393,31.776,32.025,32.495,33.301
425,1,30.0548,0.03514,26.791,27.598,28.069,28.318,28.701,28.96,29.343,30.055,30.767,31.15,31.408,31.792,32.041,32.512,33.319
426,1,30.0697,0.03514,26.804,27.611,28.082,28.331,28.715,28.974,29.357,30.07,30.782,31.165,31.424,31.808,32.057,32.528,33.335
427,1,30.0845,0.03515,26.817,27.624,28.096,28.345,28.729,28.989,29.371,30.085,30.798,31.18,31.44,31.824,32.073,32.544,33.352
428,1,30.0993,0.03516,26.829,27.637,28.109,28.359,28.743,29.002,29.385,30.099,30.813,31.196,31.456,31.84,32.09,32.561,33.37
429,1,30.1141,0.03516,26.842,27.651,28.123,28.372,28.757,29.017,29.4,30.114,30.828,31.211,31.471,31.856,32.106,32.577,33.386
430,1,30.1288,0.03517,26.854,27.664,28.136,28.386,28.771,29.031,29.414,30.129,30.844,31.227,31.487,31.872,32.122,32.594,33.403
431,1,30.1436,0.03518,26.867,27.677,28.149,28.399,28.785,29.044,29.428,30.144,30.859,31.243,31.503,31.888,32.138,32.611,33.42
432,1,30.1583,0.03518,26.88,27.69,28.163,28.413,28.798,29.059,29.443,30.158,30.874,31.258,31.518,31.904,32.154,32.626,33.437
433,1,30.173,0.03519,26.892,27.703,28.176,28.426,28.812,29.072,29.457,30.173,30.889,31.274,31.534,31.92,32.17,32.643,33.454
434,1,30.1878,0.03519,26.905,27.717,28.19,28.441,28.826,29.087,29.471,30.188,30.904,31.289,31.549,31.935,32.186,32.659,33.47
435,1,30.2024,0.0352,26.917,27.729,28.203,28.454,28.84,29.1,29.485,30.202,30.92,31.304,31.565,31.951,32.202,32.676,33.488
436,1,30.2171,0.03521,26.929,27.742,28.216,28.467,28.854,29.115,29.5,30.217,30.935,31.32,31.581,31.967,32.218,32.692,33.505
437,1,30.2318,0.03521,26.943,27.756,28.23,28.481,28.868,29.128,29.514,30.232,30.95,31.335,31.596,31.983,32.234,32.708,33.521
438,1,30.2464,0.03522,26.954,27.768,28.243,28.494,28.881,29.143,29.528,30.246,30.965,31.35,31.612,31.999,32.25,32.725,33.538
439,1,30.2611,0.03523,26.967,27.781,28.256,28.507,28.895,29.156,29.542,30.261,30.98,31.366,31.627,32.015,32.266,32.741,33.556
440,1,30.2757,0.03523,26.98,27.794,28.27,28.521,28.909,29.17,29.556,30.276,30.995,31.381,31.643,32.03,32.282,32.757,33.572
441,1,30.2903,0.03524,26.992,27.807,28.283,28.535,28.922,29.184,29.57,30.29,31.01,31.396,31.658,32.046,32.298,32.774,33.589
442,1,30.3049,0.03525,27.004,27.82,28.296,28.548,28.936,29.198,29.584,30.305,31.026,31.412,31.674,32.062,32.314,32.79,33.606
443,1,30.3194,0.03525,27.017,27.833,28.309,28.561,28.95,29.212,29.598,30.319,31.04,31.427,31.689,32.078,32.33,32.806,33.622
444,1,30.334,0.03526,27.029,27.846,28.322,28.575,28.963,29.226,29.613,30.334,31.056,31.443,31.705,32.093,32.346,32.822,33.639
445,1,30.3485,0.03527,27.041,27.858,28.335,28.588,28.977,29.239,29.626,30.348,31.07,31.458,31.72,32.109,32.362,32.839,33.656
446,1,30.3631,0.03527,27.054,27.872,28.349,28.602,28.991,29.253,29.641,30.363,31.085,31.473,31.735,32.124,32.377,32.854,33.672
447,1,30.3776,0.03528,27.066,27.884,28.362,28.615,29.004,29.267,29.655,30.378,31.1,31.488,31.751,32.141,32.393,32.871,33.689
448,1,30.3921,0.03529,27.078,27.897,28.375,28.628,29.018,29.28,29.669,30.392,31.115,31.504,31.767,32.156,32.409,32.887,33.706
449,1,30.4066,0.03529,27.091,27.91,28.389,28.642,29.031,29.294,29.683,30.407,31.13,31.519,31.782,32.172,32.425,32.903,33.722
450,1,30.4211,0.0353,27.103,27.923,28.401,28.655,29.045,29.308,29.697,30.421,31.145,31.534,31.797,32.187,32.441,32.919,33.739
451,1,30.4355,0.0353,27.115,27.936,28.415,28.669,29.059,29.322,29.711,30.435,31.16,31.549,31.812,32.203,32.456,32.935,33.756
452,1,30.45,0.03531,27.128,27.949,28.428,28.681,29.072,29.335,29.725,30.45,31.175,31.564,31.828,32.219,32.472,32.951,33.772
453,1,30.4644,0.03532,27.139,27.961,28.441,28.694,29.085,29.349,29.739,30.465,31.19,31.58,31.843,32.234,32.488,32.968,33.789
454,1,30.4788,0.03532,27.152,27.974,28.454,28.708,29.099,29.363,29.753,30.479,31.205,31.594,31.858,32.25,32.504,32.983,33.806
455,1,30.4932,0.03533,27.164,27.987,28.467,28.721,29.113,29.377,29.767,30.493,31.22,31.61,31.874,32.265,32.519,33,33.822
456,1,30.5076,0.03534,27.176,28,28.48,28.734,29.126,29.39,29.78,30.507,31.235,31.625,31.889,32.281,32.535,33.016,33.839
457,1,30.522,0.03534,27.189,28.013,28.493,28.748,29.14,29.404,29.794,30.522,31.25,31.64,31.904,32.296,32.551,33.031,33.855
458,1,30.5363,0.03535,27.2,28.025,28.506,28.761,29.153,29.418,29.808,30.536,31.265,31.655,31.92,32.312,32.567,33.048,33.872
459,1,30.5507,0.03536,27.213,28.038,28.519,28.774,29.166,29.431,29.822,30.551,31.28,31.67,31.935,32.328,32.582,33.064,33.889
460,1,30.565,0.03536,27.225,28.051,28.532,28.787,29.18,29.445,29.836,30.565,31.294,31.685,31.95,32.343,32.598,33.079,33.905
461,1,30.5794,0.03537,27.237,28.063,28.545,28.8,29.193,29.458,29.85,30.58,31.309,31.7,31.965,32.358,32.614,33.096,33.922
462,1,30.5937,0.03538,27.249,28.076,28.558,28.813,29.207,29.472,29.864,30.594,31.324,31.715,31.981,32.374,32.63,33.112,33.939
463,1,30.608,0.03538,27.261,28.089,28.571,28.827,29.22,29.485,29.878,30.608,31.338,31.73,31.996,32.389,32.644,33.127,33.954
464,1,30.6222,0.03539,27.273,28.101,28.584,28.84,29.233,29.499,29.891,30.622,31.353,31.745,32.011,32.405,32.661,33.143,33.971
465,1,30.6365,0.0354,27.285,28.113,28.597,28.853,29.246,29.513,29.905,30.637,31.368,31.761,32.026,32.42,32.676,33.159,33.988
466,1,30.6507,0.0354,27.298,28.127,28.61,28.866,29.26,29.526,29.919,30.651,31.383,31.775,32.041,32.435,32.691,33.175,34.004
467,1,30.665,0.03541,27.309,28.139,28.623,28.879,29.274,29.54,29.933,30.665,31.397,31.791,32.057,32.451,32.707,33.191,34.02
468,1,30.6792,0.03542,27.321,28.151,28.635,28.892,29.287,29.553,29.946,30.679,31.412,31.806,32.072,32.467,32.723,33.207,34.037
469,1,30.6934,0.03543,27.333,28.164,28.648,28.905,29.3,29.566,29.96,30.693,31.427,31.82,32.087,32.482,32.739,33.223,34.054
470,1,30.7076,0.03543,27.346,28.177,28.661,28.918,29.313,29.58,29.974,30.707,31.441,31.835,32.102,32.497,32.754,33.239,34.07
471,1,30.7218,0.03544,27.357,28.189,28.674,28.931,29.326,29.593,29.987,30.722,31.456,31.85,32.117,32.513,32.77,33.255,34.086
472,1,30.736,0.03545,27.369,28.201,28.687,28.944,29.34,29.607,30.001,30.736,31.471,31.865,32.132,32.528,32.785,33.271,34.103
473,1,30.7502,0.03545,27.381,28.214,28.7,28.957,29.353,29.62,30.015,30.75,31.485,31.88,32.147,32.543,32.8,33.286,34.119
474,1,30.7643,0.03546,27.393,28.226,28.713,28.97,29.366,29.633,30.028,30.764,31.5,31.895,32.162,32.559,32.816,33.302,34.135
475,1,30.7784,0.03547,27.405,28.239,28.725,28.983,29.38,29.647,30.042,30.778,31.515,31.91,32.178,32.574,32.832,33.318,34.152
476,1,30.7926,0.03547,27.417,28.252,28.738,28.996,29.393,29.661,30.056,30.793,31.529,31.924,32.192,32.589,32.847,33.333,34.168
477,1,30.8067,0.03548,27.429,28.264,28.751,29.009,29.406,29.674,30.069,30.807,31.544,31.939,32.207,32.605,32.863,33.35,34.184
478,1,30.8208,0.03549,27.441,28.276,28.763,29.022,29.419,29.687,30.083,30.821,31.559,31.954,32.222,32.62,32.878,33.365,34.201
479,1,30.8348,0.03549,27.453,28.289,28.777,29.035,29.432,29.701,30.097,30.835,31.573,31.969,32.237,32.635,32.893,33.381,34.217
480,1,30.8489,0.0355,27.465,28.301,28.789,29.048,29.445,29.714,30.11,30.849,31.587,31.984,32.252,32.65,32.909,33.396,34.233
481,1,30.863,0.03551,27.476,28.313,28.802,29.06,29.459,29.727,30.124,30.863,31.602,31.999,32.267,32.666,32.924,33.413,34.25
482,1,30.877,0.03551,27.489,28.326,28.815,29.074,29.472,29.741,30.137,30.877,31.617,32.013,32.282,32.68,32.939,33.428,34.265
483,1,30.8911,0.03552,27.5,28.339,28.827,29.086,29.485,29.754,30.151,30.891,31.631,32.028,32.297,32.696,32.955,33.444,34.282
484,1,30.9051,0.03553,27.512,28.351,28.84,29.099,29.498,29.767,30.165,30.905,31.646,32.043,32.312,32.711,32.97,33.459,34.298
485,1,30.9191,0.03553,27.524,28.363,28.853,29.112,29.511,29.781,30.178,30.919,31.66,32.057,32.327,32.726,32.985,33.475,34.314
486,1,30.9331,0.03554,27.536,28.376,28.865,29.125,29.524,29.794,30.192,30.933,31.674,32.072,32.342,32.741,33.001,33.491,34.33
487,1,30.947,0.03555,27.547,28.388,28.878,29.137,29.537,29.807,30.205,30.947,31.689,32.087,32.357,32.757,33.016,33.506,34.347
488,1,30.961,0.03556,27.559,28.4,28.89,29.15,29.55,29.82,30.219,30.961,31.704,32.102,32.372,32.772,33.032,33.522,34.363
489,1,30.975,0.03556,27.571,28.413,28.903,29.163,29.563,29.833,30.232,30.975,31.718,32.117,32.387,32.787,33.046,33.537,34.379
490,1,30.9889,0.03557,27.583,28.425,28.916,29.176,29.576,29.846,30.245,30.989,31.732,32.131,32.402,32.802,33.062,33.553,34.395
491,1,31.0028,0.03558,27.594,28.437,28.928,29.189,29.589,29.859,30.259,31.003,31.747,32.146,32.417,32.817,33.078,33.569,34.411
492,1,31.0168,0.03558,27.606,28.45,28.941,29.202,29.602,29.873,30.272,31.017,31.761,32.161,32.431,32.832,33.093,33.584,34.427
493,1,31.0307,0.03559,27.618,28.461,28.954,29.214,29.615,29.886,30.286,31.031,31.776,32.175,32.446,32.847,33.108,33.6,34.443
494,1,31.0446,0.0356,27.629,28.474,28.966,29.227,29.628,29.899,30.299,31.044,31.79,32.19,32.461,32.863,33.123,33.616,34.46
495,1,31.0584,0.0356,27.642,28.486,28.979,29.24,29.641,29.913,30.313,31.058,31.804,32.204,32.476,32.877,33.138,33.631,34.475
496,1,31.0723,0.03561,27.653,28.498,28.991,29.252,29.654,29.926,30.326,31.072,31.819,32.219,32.49,32.892,33.154,33.646,34.492
497,1,31.0861,0.03562,27.664,28.51,29.004,29.265,29.667,29.939,30.339,31.086,31.833,32.234,32.505,32.907,33.169,33.662,34.508
498,1,31.1,0.03562,27.677,28.523,29.017,29.278,29.68,29.952,30.353,31.1,31.847,32.248,32.52,32.922,33.183,33.677,34.523
499,1,31.1138,0.03563,27.688,28.535,29.029,29.291,29.693,29.965,30.366,31.114,31.861,32.263,32.535,32.937,33.199,33.693,34.54
500,1,31.1276,0.03564,27.699,28.547,29.041,29.303,29.706,29.978,30.38,31.128,31.876,32.278,32.549,32.952,33.214,33.708,34.556
501,1,31.1415,0.03565,27.711,28.559,29.054,29.315,29.719,29.991,30.393,31.141,31.89,32.292,32.564,32.968,33.23,33.724,34.572
502,1,31.1552,0.03565,27.723,28.571,29.066,29.328,29.732,30.004,30.406,31.155,31.904,32.306,32.579,32.982,33.244,33.739,34.587
503,1,31.169,0.03566,27.734,28.583,29.078,29.341,29.744,30.017,30.419,31.169,31.919,32.321,32.593,32.997,33.259,33.755,34.604
504,1,31.1828,0.03567,27.746,28.595,29.091,29.353,29.757,30.03,30.433,31.183,31.933,32.335,32.608,33.012,33.275,33.77,34.62
505,1,31.1965,0.03567,27.758,28.608,29.104,29.366,29.77,30.043,30.446,31.196,31.947,32.35,32.622,33.027,33.289,33.785,34.635
506,1,31.2103,0.03568,27.769,28.62,29.116,29.379,29.783,30.056,30.459,31.21,31.961,32.365,32.637,33.042,33.305,33.801,34.652
507,1,31.224,0.03569,27.78,28.631,29.128,29.391,29.796,30.069,30.472,31.224,31.976,32.379,32.652,33.057,33.32,33.817,34.668
508,1,31.2377,0.03569,27.793,28.644,29.141,29.404,29.809,30.082,30.486,31.238,31.99,32.393,32.667,33.072,33.335,33.831,34.683
509,1,31.2514,0.0357,27.804,28.656,29.153,29.416,29.822,30.095,30.499,31.252,32.004,32.408,32.681,33.087,33.35,33.847,34.699
510,1,31.2651,0.03571,27.815,28.668,29.165,29.429,29.834,30.108,30.512,31.265,32.018,32.422,32.696,33.102,33.365,33.863,34.715
511,1,31.2788,0.03572,27.826,28.68,29.178,29.441,29.847,30.121,30.525,31.279,32.032,32.437,32.711,33.117,33.38,33.878,34.731
512,1,31.2924,0.03572,27.838,28.692,29.19,29.454,29.86,30.134,30.539,31.293,32.046,32.451,32.725,33.131,33.395,33.893,34.746
513,1,31.3061,0.03573,27.85,28.704,29.202,29.466,29.872,30.147,30.552,31.306,32.061,32.465,32.74,33.146,33.41,33.908,34.763
514,1,31.3197,0.03574,27.861,28.716,29.215,29.478,29.885,30.159,30.565,31.32,32.075,32.48,32.754,33.161,33.425,33.924,34.779
515,1,31.3334,0.03574,27.873,28.728,29.227,29.491,29.898,30.173,30.578,31.333,32.089,32.494,32.769,33.175,33.44,33.939,34.794
516,1,31.347,0.03575,27.884,28.74,29.239,29.504,29.911,30.185,30.591,31.347,32.103,32.508,32.783,33.19,33.455,33.954,34.81
517,1,31.3606,0.03576,27.895,28.752,29.251,29.516,29.923,30.198,30.604,31.361,32.117,32.523,32.798,33.205,33.47,33.969,34.826
518,1,31.3742,0.03577,27.906,28.763,29.263,29.528,29.936,30.211,30.617,31.374,32.131,32.537,32.812,33.22,33.485,33.985,34.842
519,1,31.3878,0.03577,27.918,28.776,29.276,29.541,29.949,30.224,30.63,31.388,32.145,32.552,32.827,33.235,33.499,34,34.857
520,1,31.4013,0.03578,27.93,28.787,29.288,29.553,29.961,30.237,30.644,31.401,32.159,32.566,32.841,33.249,33.515,34.015,34.873
521,1,31.4149,0.03579,27.941,28.799,29.3,29.565,29.974,30.25,30.657,31.415,32.173,32.58,32.856,33.264,33.53,34.03,34.889
522,1,31.4284,0.03579,27.952,28.812,29.313,29.578,29.987,30.263,30.67,31.428,32.187,32.594,32.87,33.279,33.544,34.045,34.904
523,1,31.442,0.0358,27.963,28.823,29.325,29.591,30,30.275,30.683,31.442,32.201,32.609,32.885,33.293,33.559,34.061,34.92
524,1,31.4555,0.03581,27.974,28.835,29.337,29.603,30.012,30.288,30.696,31.456,32.215,32.623,32.899,33.308,33.574,34.076,34.936
525,1,31.469,0.03582,27.985,28.847,29.349,29.615,30.024,30.301,30.709,31.469,32.229,32.637,32.913,33.323,33.589,34.091,34.952
526,1,31.4825,0.03582,27.998,28.859,29.361,29.628,30.037,30.314,30.722,31.483,32.243,32.651,32.928,33.337,33.604,34.106,34.967
527,1,31.496,0.03583,28.009,28.871,29.374,29.64,30.05,30.326,30.735,31.496,32.257,32.666,32.942,33.352,33.619,34.121,34.983
528,1,31.5094,0.03584,28.02,28.882,29.385,29.652,30.062,30.339,30.748,31.509,32.271,32.68,32.957,33.367,33.633,34.137,34.999
529,1,31.5229,0.03584,28.031,28.894,29.398,29.665,30.075,30.352,30.761,31.523,32.285,32.694,32.971,33.381,33.648,34.151,35.014
530,1,31.5363,0.03585,28.043,28.906,29.41,29.677,30.087,30.365,30.774,31.536,32.299,32.708,32.985,33.396,33.663,34.167,35.03
531,1,31.5498,0.03586,28.054,28.918,29.422,29.689,30.1,30.377,30.787,31.55,32.313,32.722,33,33.411,33.678,34.182,35.046
532,1,31.5632,0.03587,28.065,28.93,29.434,29.701,30.112,30.39,30.8,31.563,32.327,32.737,33.014,33.426,33.693,34.197,35.062
533,1,31.5766,0.03587,28.076,28.942,29.446,29.713,30.125,30.403,30.813,31.577,32.341,32.75,33.028,33.44,33.707,34.211,35.077
534,1,31.59,0.03588,28.087,28.953,29.458,29.726,30.137,30.415,30.826,31.59,32.355,32.765,33.043,33.454,33.722,34.227,35.093
535,1,31.6034,0.03589,28.098,28.965,29.47,29.738,30.15,30.428,30.839,31.604,32.369,32.779,33.057,33.469,33.737,34.242,35.109
536,1,31.6168,0.03589,28.11,28.977,29.483,29.75,30.163,30.441,30.852,31.617,32.382,32.793,33.071,33.483,33.751,34.257,35.123
537,1,31.6302,0.0359,28.121,28.989,29.494,29.762,30.175,30.453,30.864,31.63,32.396,32.807,33.085,33.498,33.766,34.272,35.139
538,1,31.6435,0.03591,28.132,29,29.506,29.774,30.187,30.466,30.877,31.644,32.41,32.821,33.1,33.513,33.781,34.287,35.155
539,1,31.6569,0.03592,28.143,29.011,29.518,29.787,30.2,30.478,30.89,31.657,32.424,32.835,33.114,33.527,33.796,34.302,35.171
540,1,31.6702,0.03592,28.155,29.024,29.531,29.799,30.212,30.491,30.903,31.67,32.437,32.849,33.128,33.541,33.81,34.317,35.185
541,1,31.6835,0.03593,28.166,29.035,29.543,29.811,30.224,30.504,30.916,31.683,32.451,32.863,33.143,33.556,33.824,34.332,35.202
542,1,31.6968,0.03594,28.176,29.047,29.554,29.823,30.237,30.516,30.928,31.697,32.465,32.878,33.157,33.57,33.839,34.347,35.217
543,1,31.7101,0.03594,28.188,29.059,29.567,29.835,30.25,30.529,30.941,31.71,32.479,32.891,33.17,33.585,33.854,34.361,35.232
544,1,31.7234,0.03595,28.199,29.07,29.578,29.848,30.262,30.541,30.954,31.723,32.493,32.906,33.185,33.599,33.869,34.376,35.248
545,1,31.7367,0.03596,28.21,29.082,29.59,29.859,30.274,30.554,30.967,31.737,32.506,32.92,33.199,33.614,33.883,34.392,35.263
546,1,31.7499,0.03597,28.221,29.093,29.602,29.871,30.286,30.566,30.98,31.75,32.52,32.933,33.213,33.628,33.898,34.407,35.279
547,1,31.7632,0.03597,28.233,29.105,29.614,29.884,30.299,30.579,30.993,31.763,32.534,32.947,33.228,33.643,33.912,34.421,35.294
548,1,31.7764,0.03598,28.243,29.117,29.626,29.896,30.311,30.591,31.005,31.776,32.548,32.961,33.242,33.657,33.927,34.436,35.309
549,1,31.7896,0.03599,28.254,29.128,29.638,29.908,30.323,30.604,31.018,31.79,32.561,32.976,33.256,33.672,33.941,34.451,35.325
550,1,31.8029,0.036,28.265,29.139,29.65,29.92,30.335,30.616,31.031,31.803,32.575,32.989,33.27,33.686,33.956,34.466,35.341
551,1,31.8161,0.036,28.277,29.152,29.662,29.932,30.348,30.629,31.044,31.816,32.589,33.003,33.284,33.7,33.97,34.481,35.356
552,1,31.8293,0.03601,28.287,29.163,29.674,29.944,30.36,30.641,31.056,31.829,32.602,33.017,33.298,33.715,33.985,34.496,35.371
553,1,31.8424,0.03602,28.298,29.174,29.685,29.956,30.372,30.654,31.069,31.843,32.616,33.031,33.312,33.729,34,34.511,35.387
554,1,31.8556,0.03602,28.31,29.186,29.698,29.968,30.385,30.667,31.082,31.856,32.63,33.045,33.326,33.743,34.014,34.525,35.402
555,1,31.8688,0.03603,28.32,29.198,29.709,29.98,30.397,30.679,31.094,31.869,32.643,33.059,33.34,33.757,34.028,34.54,35.417
556,1,31.8819,0.03604,28.331,29.209,29.721,29.992,30.409,30.691,31.107,31.882,32.657,33.073,33.354,33.772,34.043,34.555,35.433
557,1,31.8951,0.03605,28.342,29.22,29.733,30.004,30.422,30.704,31.12,31.895,32.67,33.087,33.369,33.786,34.057,34.57,35.448
558,1,31.9082,0.03605,28.354,29.232,29.745,30.016,30.434,30.716,31.132,31.908,32.684,33.1,33.382,33.8,34.072,34.584,35.463
