Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
339,0.0718,20.8231,0.10908,14.80404345,16.11799875,16.93591389,17.38345236,18.09334096,18.58938114,19.3433622,20.82266424,22.40778817,23.30506973,23.93118267,24.88578442,25.52732972,26.77735096,29.05252189
340,0.0715,20.8403,0.10909,14.81506656,16.13122649,16.94914162,17.39668009,18.10877332,18.6048135,19.35879456,20.84030122,22.42762978,23.32491134,23.95102427,24.90783065,25.54937595,26.79939719,29.07897737
341,0.0712,20.8577,0.1091,14.8282943,16.14445423,16.96236936,17.41211245,18.12420568,18.62024586,19.37422692,20.8579382,22.44526676,23.34475295,23.97086588,24.92987688,25.57142218,26.82364804,29.10322822
342,0.0709,20.8749,0.1091,14.83931741,16.15768197,16.97780172,17.42534019,18.13743342,18.6334736,19.38965929,20.87557519,22.46510837,23.36238993,23.99070749,24.94971849,25.59126378,26.84569427,29.1296837
343,0.0706,20.8921,0.10911,14.85254515,16.17090971,16.99102946,17.44077255,18.15286578,18.64890596,19.40509165,20.89321217,22.48274535,23.38223154,24.01054909,24.97176472,25.61331001,26.8677405,29.15393455
344,0.0703,20.9095,0.10911,14.86356827,16.18413744,17.0042572,17.45400029,18.16829814,18.66433832,19.42272863,20.90864453,22.50258696,23.40207315,24.0303907,24.99160633,25.63535624,26.89199135,29.17818541
345,0.0701,20.9267,0.10912,14.876796,16.19736518,17.01748494,17.46943265,18.1837305,18.67977068,19.43816099,20.92628152,22.52022395,23.42191475,24.05023231,25.01365256,25.65740247,26.91403758,29.20464088
346,0.0698,20.9437,0.10913,14.88781912,16.21059292,17.0329173,17.48266039,18.19695824,18.69520304,19.45359335,20.9439185,22.54006555,23.44175636,24.07227854,25.03349417,25.67724408,26.93608381,29.22889173
347,0.0695,20.9609,0.10913,14.90104686,16.22382066,17.04614504,17.49588813,18.2123906,18.7106354,19.46902571,20.96155548,22.55770254,23.46159797,24.08991552,25.05333577,25.69929031,26.95813004,29.25314259
348,0.0692,20.9781,0.10914,14.91206997,16.2370484,17.05937277,17.51132049,18.22782296,18.72606776,19.4866627,20.97919247,22.57533952,23.47923495,24.11196175,25.075382,25.72133654,26.9823809,29.27959806
349,0.0689,20.9951,0.10915,14.92529771,16.25027613,17.07260051,17.52454823,18.2410507,18.74150012,19.50209506,20.99462483,22.59518113,23.49907656,24.13180336,25.09742823,25.74338277,27.00442713,29.30384892
350,0.0686,21.0123,0.10915,14.93632083,16.26350387,17.08803287,17.53998059,18.25648306,18.75693248,19.51752742,21.01226181,22.61281811,23.51891816,24.15164497,25.11726984,25.76322438,27.02647336,29.32809977
351,0.0684,21.0292,0.10916,14.94954856,16.27673161,17.10126061,17.55320833,18.27191542,18.77236485,19.53295978,21.0298988,22.63265972,23.53875977,24.17148657,25.13711145,25.78527061,27.05072421,29.35455525
352,0.0681,21.0462,0.10916,14.96057168,16.28995935,17.11448835,17.56864069,18.28734779,18.78559258,19.54839214,21.04533116,22.6502967,23.55639676,24.19132818,25.15915768,25.80511222,27.07277044,29.37660148
353,0.0678,21.0634,0.10917,14.97379942,16.30318709,17.12992071,17.58186843,18.30057552,18.80102494,19.5638245,21.06296814,22.66793369,23.57623836,24.21116979,25.17899928,25.82715845,27.09481667,29.40305695
354,0.0675,21.0804,0.10918,14.98482253,16.31641482,17.14314845,17.59509616,18.31600788,18.81645731,19.57925686,21.08060513,22.68777529,23.59607997,24.23101139,25.20104551,25.84920468,27.1168629,29.4273078
355,0.0672,21.0974,0.10918,14.99805027,16.32964256,17.15637619,17.61052852,18.33144025,18.83188967,19.59689385,21.09824211,22.70541228,23.61592158,24.250853,25.22088712,25.86904628,27.13890913,29.45155866
356,0.067,21.1141,0.10919,15.00907338,16.3428703,17.16960392,17.62375626,18.34466798,18.84732203,19.61232621,21.11367447,22.72304926,23.63355856,24.26848998,25.24072873,25.89109251,27.16095536,29.47580951
357,0.0667,21.1311,0.1092,15.0200965,16.35389341,17.18283166,17.636984,18.36010034,18.86275439,19.62775857,21.13131146,22.74289087,23.65340017,24.29053621,25.26277496,25.91313874,27.18520621,29.50226499
358,0.0664,21.1481,0.1092,15.03332424,16.36932578,17.19826402,17.65241636,18.37332808,18.87598213,19.64319093,21.14894844,22.76052785,23.67324177,24.3081732,25.28261656,25.93298035,27.20725244,29.52651584
359,0.0661,21.1648,0.10921,15.04434735,16.38034889,17.21149176,17.6656441,18.38876044,18.89141449,19.65862329,21.1643808,22.77816484,23.69087876,24.32801481,25.30245817,25.95502658,27.22929867,29.55076669
360,0.0659,21.1818,0.10922,15.05757509,16.39357663,17.2247195,17.67887184,18.4041928,18.90684685,19.67405565,21.18201778,22.79800644,23.71072037,24.34785641,25.3245044,25.97707281,27.2513449,29.57501755
361,0.0656,21.1986,0.10922,15.06859821,16.40680437,17.23794724,17.6943042,18.41742054,18.92227921,19.68948801,21.19965477,22.81564343,23.72835735,24.36769802,25.34434601,25.99691442,27.27339113,29.5992684
362,0.0653,21.2153,0.10923,15.07962132,16.4200321,17.25117498,17.70753194,18.4328529,18.93550695,19.70492037,21.21508713,22.83328041,23.74819896,24.38753963,25.36418762,26.01896065,27.29543736,29.62351925
363,0.065,21.2323,0.10924,15.09284906,16.43325984,17.26440271,17.72075967,18.44608064,18.95093931,19.72035274,21.23272411,22.8509174,23.76804056,24.40738123,25.38623385,26.03880225,27.31968822,29.64997473
364,0.0648,21.249,0.10925,15.10387217,16.44428296,17.27763045,17.73619204,18.461513,18.96637167,19.7357851,21.24815647,22.870759,23.78567755,24.42722284,25.40607545,26.06084848,27.34173445,29.67422558
365,0.0645,21.2658,0.10925,15.11709991,16.4575107,17.29306281,17.74941977,18.47474074,18.98180403,19.75121746,21.26579346,22.88839599,23.80551915,24.44706445,25.42591706,26.08069009,27.36378068,29.69847643
366,0.0642,21.2823,0.10926,15.12812303,16.47073843,17.30629055,17.76264751,18.4901731,18.99503177,19.76664982,21.28343044,22.90603297,23.82536076,24.46470143,25.44575867,26.10273632,27.38582691,29.72272729
367,0.064,21.2991,0.10927,15.13914614,16.48396617,17.31951829,17.77587525,18.50340084,19.01046413,19.78208218,21.2988628,22.92366995,23.84299775,24.48454304,25.46560027,26.12257793,27.40787314,29.74697814
368,0.0637,21.3158,0.10927,15.15237388,16.49719391,17.33274603,17.79130761,18.5188332,19.02589649,19.79751454,21.31649979,22.94130694,23.86283935,24.50438465,25.4876465,26.14462416,27.42991937,29.77122899
369,0.0634,21.3326,0.10928,15.16339699,16.51042165,17.34597376,17.80453535,18.53426556,19.04132885,19.8129469,21.33193215,22.96114855,23.88047634,24.52422625,25.50748811,26.16446576,27.4519656,29.79547985
370,0.0631,21.3491,0.10929,15.17442011,16.52144476,17.3592015,17.81776309,18.5474933,19.05455659,19.82837926,21.34956913,22.97878553,23.90031794,24.54406786,25.52732972,26.18651199,27.47401183,29.8197307
371,0.0629,21.3659,0.1093,15.18544322,16.5346725,17.37242924,17.83099082,18.56072104,19.06998895,19.84381162,21.36500149,22.99642251,23.92015955,24.56390947,25.54717132,26.20855822,27.49605806,29.84398155
372,0.0626,21.3824,0.1093,15.19867096,16.54790024,17.38565698,17.84642319,18.5761534,19.08542131,19.85924398,21.38263848,23.0140595,23.93779653,24.58154645,25.56921755,26.22839983,27.51810429,29.8682324
373,0.0623,21.399,0.10931,15.20969408,16.56112798,17.39888472,17.85965092,18.58938114,19.09864905,19.87467635,21.39807084,23.03169648,23.95543352,24.60138806,25.58905916,26.24824144,27.54015052,29.89248326
374,0.0621,21.4155,0.10932,15.22071719,16.57215109,17.41211245,17.87287866,18.6048135,19.11408141,19.89010871,21.41570782,23.04933347,23.97527513,24.62122966,25.60890077,26.27028767,27.56219675,29.91673411
375,0.0618,21.432,0.10933,15.23394493,16.58537883,17.42534019,17.8861064,18.61804124,19.12730915,19.90554107,21.43114018,23.06917507,23.99511673,24.64107127,25.62874238,26.29012928,27.58424298,29.94098496
376,0.0615,21.4486,0.10933,15.24496805,16.59860657,17.43856793,17.89933414,18.6334736,19.14274151,19.92097343,21.44877717,23.08681206,24.01275372,24.65870826,25.64858398,26.31217551,27.60628921,29.96523582
377,0.0613,21.4651,0.10934,15.25599116,16.61183431,17.45179567,17.9147665,18.64670133,19.15817387,19.93640579,21.46420953,23.10444904,24.0303907,24.67854986,25.66842559,26.33201711,27.62833544,29.98948667
378,0.061,21.4816,0.10935,15.26701428,16.62285742,17.46502341,17.92799424,18.6621337,19.17140161,19.95183815,21.48184651,23.12208602,24.05023231,24.69839147,25.69047182,26.35406334,27.65038167,30.01373752
379,0.0607,21.4982,0.10936,15.28024201,16.63608516,17.47825114,17.94122197,18.67536143,19.18683397,19.96727051,21.49727887,23.13972301,24.07007391,24.71823308,25.71031343,26.37390495,27.6724279,30.03798838
380,0.0605,21.5145,0.10936,15.29126513,16.6493129,17.49147888,17.95444971,18.69079379,19.20226633,19.98049825,21.51491586,23.15735999,24.0877109,24.73587006,25.73015503,26.39374656,27.69447413,30.06223923
381,0.0602,21.531,0.10937,15.30228824,16.66033601,17.50470662,17.96767745,18.70402153,19.21549407,19.99593061,21.53034822,23.17499698,24.10534788,24.75571167,25.74999664,26.41579279,27.71652036,30.08649008
382,0.0599,21.5475,0.10938,15.31331136,16.67356375,17.51793436,17.98090519,18.71724927,19.23092643,20.01136297,21.5479852,23.19263396,24.12518949,24.77555327,25.76983825,26.43563439,27.73856659,30.11074093
383,0.0597,21.5639,0.10939,15.3265391,16.68679149,17.5311621,17.99633755,18.73268163,19.24415417,20.02679533,21.56341756,23.21027094,24.14282647,24.79539488,25.78967985,26.45768062,27.76061282,30.13499179
384,0.0594,21.5802,0.10939,15.33756221,16.70001923,17.54438983,18.00956529,18.74590937,19.25958653,20.04222769,21.58105455,23.22790793,24.16266808,24.81303187,25.80952146,26.47752223,27.78045442,30.15924264
385,0.0591,21.5965,0.1094,15.34858533,16.71104234,17.55761757,18.02279303,18.76134173,19.27501889,20.05766005,21.59648691,23.24554491,24.18030506,24.83287347,25.82936307,26.49736384,27.80250065,30.18349349
386,0.0589,21.613,0.10941,15.35960844,16.72427008,17.57084531,18.03602076,18.77456947,19.28824663,20.07309242,21.61412389,23.26538652,24.20014667,24.85271508,25.84920468,26.51941007,27.82454688,30.20774435
387,0.0586,21.6293,0.10942,15.37063156,16.73529319,17.58407305,18.0492485,18.78779721,19.30367899,20.08632015,21.62955625,23.2830235,24.21778366,24.87035206,25.86904628,26.53925167,27.84659311,30.2319952
388,0.0583,21.6457,0.10943,15.38385929,16.74852093,17.59730079,18.06247624,18.80322957,19.31690673,20.10175251,21.64498861,23.30066049,24.23542064,24.89019367,25.89109251,26.55909328,27.86863934,30.25624605
389,0.0581,21.662,0.10943,15.39488241,16.76174867,17.61052852,18.07570398,18.81645731,19.33233909,20.11718488,21.6626256,23.31829747,24.25526225,24.91003528,25.9087295,26.57893489,27.89068557,30.27829228
390,0.0578,21.6781,0.10944,15.40590552,16.77277178,17.62375626,18.08893172,18.82968504,19.34556683,20.13261724,21.67805796,23.33593446,24.27289923,24.92767226,25.9285711,26.60098112,27.91052718,30.30254314
391,0.0576,21.6944,0.10945,15.41692864,16.78599952,17.636984,18.10215945,18.8451174,19.36099919,20.1480496,21.69349032,23.35357144,24.29053621,24.94751387,25.95061733,26.62082273,27.93257341,30.32679399
392,0.0573,21.7107,0.10946,15.42795175,16.79922726,17.65021174,18.11759181,18.85834514,19.37422692,20.16127734,21.7111273,23.37120842,24.31037782,24.96515085,25.97045894,26.64066433,27.95461964,30.35104484
393,0.057,21.7268,0.10947,15.43897487,16.81025038,17.66343948,18.13081955,18.87157288,19.38965929,20.1767097,21.72655967,23.38884541,24.32801481,24.98499246,25.99030055,26.66271056,27.97666587,30.37529569
394,0.0568,21.7431,0.10948,15.45220261,16.82347811,17.67446259,18.14404729,18.88700524,19.40288702,20.19214206,21.74419665,23.40648239,24.34785641,25.00483407,26.01014215,26.68255217,27.9987121,30.39954655
395,0.0565,21.7594,0.10948,15.46322572,16.83670585,17.68769033,18.15727503,18.90023298,19.41831938,20.20757442,21.75962901,23.42411938,24.3654934,25.02247105,26.02998376,26.70239378,28.02075833,30.42159278
396,0.0563,21.7755,0.10949,15.47424884,16.84772897,17.70091807,18.17050277,18.91346072,19.43154712,20.22300678,21.77506137,23.44175636,24.38313038,25.04231266,26.04982537,26.72223538,28.04059994,30.44584363
397,0.056,21.7916,0.1095,15.48527195,16.8609567,17.71414581,18.1837305,18.92889308,19.44697948,20.23623452,21.79269836,23.45939334,24.40076736,25.05994964,26.06966698,26.74428161,28.06264617,30.47009448
398,0.0557,21.8077,0.10951,15.49629507,16.87197982,17.72737354,18.19695824,18.94212082,19.46020722,20.25166688,21.80813072,23.4748257,24.42060897,25.07979125,26.08950858,26.76412322,28.0846924,30.49434534
399,0.0555,21.824,0.10952,15.50731818,16.88520756,17.74060128,18.21018598,18.95534855,19.47563958,20.26709924,21.82356308,23.49466731,24.43824596,25.09963286,26.10935019,26.78396483,28.10673863,30.51859619
400,0.0552,21.8401,0.10953,15.5183413,16.89623067,17.75382902,18.22341372,18.96857629,19.48886732,20.2825316,21.84120006,23.51009967,24.45588294,25.11726984,26.1291918,26.80601106,28.12878486,30.54284704
401,0.055,21.8562,0.10954,15.52936441,16.90945841,17.76705676,18.23664146,18.98400865,19.50429968,20.29575934,21.85663242,23.52773666,24.47572455,25.13711145,26.1490334,26.82585266,28.15083109,30.56489327
402,0.0547,21.8723,0.10954,15.54259215,16.92268615,17.7802845,18.24986919,18.99723639,19.51752742,20.3111917,21.87206478,23.54537364,24.49336153,25.15474843,26.16667039,26.84569427,28.17067269,30.58914413
403,0.0545,21.8884,0.10955,15.55361527,16.93370926,17.79130761,18.26309693,19.01046413,19.53295978,20.32662406,21.88749714,23.56301062,24.51099851,25.17459004,26.18651199,26.86553588,28.19271892,30.61339498
404,0.0542,21.9045,0.10956,15.56463838,16.946937,17.80453535,18.27632467,19.02589649,19.54618752,20.34205642,21.90513413,23.58064761,24.53084012,25.19222702,26.2063536,26.88537749,28.21476515,30.63544121
405,0.054,21.9203,0.10957,15.5756615,16.95796012,17.81776309,18.28955241,19.03912423,19.55941526,20.35528416,21.92056649,23.59828459,24.54847711,25.21206863,26.22619521,26.90521909,28.23460676,30.65969206
406,0.0537,21.9364,0.10958,15.58668461,16.97118785,17.83099082,18.30278015,19.05235197,19.57484762,20.37071652,21.93599885,23.61592158,24.56611409,25.22970561,26.24603682,26.92726532,28.25665299,30.68394291
407,0.0534,21.9525,0.10959,15.59770773,16.98221097,17.84421856,18.31600788,19.0655797,19.58807536,20.38614888,21.95363583,23.63355856,24.58375107,25.24954722,26.26587842,26.94710693,28.27869922,30.70819377
408,0.0532,21.9684,0.1096,15.60873084,16.99543871,17.85524168,18.32923562,19.07880744,19.60350772,20.39937662,21.9690682,23.65119554,24.60359268,25.2671842,26.28572003,26.96694854,28.30074545,30.73024
409,0.0529,21.9845,0.10961,15.61975396,17.00646182,17.86846942,18.34246336,19.0942398,19.61673545,20.41480898,21.98450056,23.66883253,24.62122966,25.28702581,26.30556164,26.98679014,28.32058706,30.75449085
410,0.0527,22.0004,0.10961,15.63077707,17.01968956,17.88169715,18.3556911,19.10746754,19.63216782,20.43024134,21.99993292,23.68426489,24.63886665,25.30466279,26.32540324,27.00663175,28.34263329,30.7787417
411,0.0524,22.0165,0.10962,15.64180019,17.03071268,17.89492489,18.36891884,19.12069528,19.64539555,20.44346908,22.0175699,23.70190187,24.65650363,25.3245044,26.34524485,27.02647336,28.36467952,30.80078793
412,0.0522,22.0323,0.10963,15.6528233,17.04394041,17.90815263,18.38214657,19.13392302,19.65862329,20.45890144,22.03300226,23.71953886,24.67414062,25.34214139,26.36288183,27.04851959,28.38452113,30.82503879
413,0.0519,22.0482,0.10964,15.66384642,17.05496353,17.91917574,18.39537431,19.14715076,19.67405565,20.4743338,22.04843462,23.73717584,24.69398222,25.36198299,26.38272344,27.06836119,28.40656736,30.84928964
414,0.0517,22.0643,0.10965,15.67486953,17.06819127,17.93240348,18.40639743,19.16258312,19.68728339,20.48756154,22.06386698,23.75481283,24.71161921,25.37961998,26.40256505,27.0882028,28.42861359,30.87354049
415,0.0514,22.0802,0.10966,15.68589265,17.07921438,17.94563122,18.41962517,19.17581085,19.70051113,20.5029939,22.07929935,23.77244981,24.72925619,25.39946158,26.42240666,27.10804441,28.44845519,30.89558672
416,0.0512,22.0961,0.10967,15.69691576,17.09244212,17.95885896,18.4328529,19.18903859,19.71594349,20.51842626,22.09693633,23.79008679,24.74689318,25.41709857,26.44224826,27.12788602,28.47050142,30.91983758
417,0.0509,22.1119,0.10968,15.70793888,17.10346523,17.96988207,18.44608064,19.20226633,19.72917123,20.531654,22.11236869,23.80551915,24.76673478,25.43694017,26.46208987,27.14772762,28.49254765,30.94408843
418,0.0507,22.1278,0.10969,15.71896199,17.11669297,17.98310981,18.45930838,19.21549407,19.74239897,20.54708636,22.12780105,23.82315614,24.78437177,25.45457716,26.48193148,27.16977385,28.51238926,30.96613466
419,0.0504,22.1437,0.1097,15.72998511,17.12771609,17.99633755,18.47253612,19.23092643,19.75783133,20.56251872,22.14323341,23.84079312,24.80200875,25.47441877,26.50177308,27.18961546,28.53443549,30.99038551
420,0.0502,22.1595,0.10971,15.74100822,17.1387392,18.00956529,18.48576386,19.24415417,19.77105906,20.57574646,22.15866577,23.85843011,24.81964573,25.49205575,26.51941007,27.20945707,28.55648172,31.01463636
421,0.0499,22.1754,0.10971,15.75423596,17.15196694,18.0205884,18.49899159,19.25738191,19.78649143,20.59117882,22.17630276,23.87606709,24.83728272,25.50969273,26.53925167,27.22929867,28.57632333,31.03668259
422,0.0497,22.1911,0.10972,15.76525907,17.16299006,18.03381614,18.51221933,19.27060964,19.79971916,20.60440656,22.19173512,23.89149945,24.8549197,25.52953434,26.55909328,27.24914028,28.59836956,31.06093345
423,0.0494,22.2069,0.10973,15.77628219,17.17621779,18.04704388,18.52544707,19.28383738,19.8129469,20.61983892,22.20716748,23.90913644,24.87476131,25.54717132,26.57893489,27.26898189,28.61821116,31.08297968
424,0.0492,22.2228,0.10974,15.7873053,17.18724091,18.06027162,18.53867481,19.29706512,19.82837926,20.63527128,22.22259984,23.92677342,24.89239829,25.56701293,26.5987765,27.28882349,28.64025739,31.10723053
425,0.0489,22.2385,0.10975,15.7961238,17.20046865,18.07129473,18.54969792,19.31029286,19.841607,20.64849902,22.2380322,23.9444104,24.91003528,25.58464992,26.61641348,27.3086651,28.66230362,31.13148138
426,0.0487,22.2543,0.10976,15.80714691,17.21149176,18.08452247,18.56292566,19.32572522,19.85483474,20.66393138,22.25346456,23.96204739,24.92767226,25.6022869,26.63625509,27.32850671,28.68214523,31.15352761
427,0.0484,22.27,0.10977,15.81817003,17.2247195,18.09775021,18.5761534,19.33895296,19.86806248,20.67715912,22.27110155,23.97747975,24.94530925,25.62212851,26.65609669,27.34834832,28.70419146,31.17777847
428,0.0482,22.2859,0.10978,15.82919314,17.23574261,18.10877332,18.58938114,19.35218069,19.88349484,20.69259148,22.28653391,23.99511673,24.96294623,25.63976549,26.6759383,27.36818992,28.72623769,31.20202932
429,0.0479,22.3015,0.10979,15.84021626,17.24676573,18.12200106,18.60260887,19.36540843,19.89672258,20.70802384,22.30196627,24.01275372,24.98058321,25.6596071,26.69577991,27.38803153,28.7460793,31.22407555
430,0.0477,22.3174,0.1098,15.85123937,17.25999347,18.1352288,18.61583661,19.37863617,19.90995031,20.72125158,22.31739863,24.0303907,25.00042482,25.67724408,26.71341689,27.40787314,28.76812553,31.2483264
431,0.0475,22.3331,0.10981,15.86226249,17.27101658,18.14625191,18.62906435,19.39186391,19.92538267,20.73668394,22.33283099,24.04582306,25.0180618,25.69488107,26.7332585,27.42771474,28.78796713,31.27037263
432,0.0472,22.3487,0.10982,15.8732856,17.28424432,18.15947965,18.64008747,19.40509165,19.93861041,20.74991168,22.34826335,24.06346005,25.03569879,25.71472267,26.75310011,27.44755635,28.81001336,31.29462349
433,0.047,22.3644,0.10983,15.88430872,17.29526744,18.17270739,18.6533152,19.41831938,19.95183815,20.76534404,22.36369571,24.08109703,25.05333577,25.73235966,26.77294171,27.46739796,28.82985497,31.31887434
434,0.0467,22.3802,0.10984,15.89533183,17.30629055,18.18593513,18.66654294,19.43154712,19.96506589,20.77857178,22.3813327,24.09873401,25.07097276,25.75220126,26.7905787,27.48944419,28.8519012,31.34092057
435,0.0465,22.3959,0.10985,15.90635495,17.31951829,18.19695824,18.67977068,19.44697948,19.98049825,20.79400414,22.39676506,24.11416637,25.08860974,25.76983825,26.8104203,27.50928579,28.87394743,31.36517142
436,0.0462,22.4115,0.10986,15.91737806,17.3305414,18.21018598,18.69299842,19.46020722,19.99372599,20.80723187,22.41219742,24.13180336,25.10624672,25.78747523,26.83026191,27.5291274,28.89378904,31.38721765
437,0.046,22.4272,0.10987,15.92840118,17.34156452,18.2212091,18.70622616,19.47343496,20.00695373,20.82266424,22.42762978,24.14944034,25.12388371,25.80731684,26.85010352,27.54896901,28.91583527,31.4114685
438,0.0458,22.4428,0.10988,15.93942429,17.35479226,18.23443683,18.71724927,19.4866627,20.02018146,20.8380966,22.44306214,24.16707733,25.14152069,25.82495382,26.8677405,27.56881062,28.93567688,31.43571936
439,0.0455,22.4585,0.10989,15.95044741,17.36581537,18.24766457,18.73047701,19.49989044,20.03561382,20.85132433,22.4584945,24.18250969,25.1613623,25.84259081,26.88758211,27.58865222,28.95772311,31.45776559
440,0.0453,22.4741,0.1099,15.96147052,17.37904311,18.25868769,18.74370475,19.51311817,20.04884156,20.8667567,22.47392686,24.20014667,25.17899928,25.86243241,26.90742372,27.60849383,28.97976934,31.48201644
441,0.045,22.4896,0.10991,15.97028901,17.39006622,18.27191542,18.75693248,19.52634591,20.0620693,20.87998443,22.48935922,24.21778366,25.19663627,25.8800694,26.92726532,27.62833544,28.99961094,31.50406267
442,0.0448,22.5052,0.10992,15.98131213,17.40108934,18.28514316,18.7679556,19.53957365,20.07529704,20.89541679,22.50479158,24.23321602,25.21427325,25.89770638,26.94490231,27.64817704,29.02165717,31.52831352
443,0.0445,22.5209,0.10993,15.99233524,17.41431708,18.29616628,18.78118334,19.55280139,20.0907294,20.90864453,22.52022395,24.250853,25.23191024,25.91754799,26.96474391,27.66801865,29.04149878,31.55035975
444,0.0443,22.5365,0.10994,16.00335836,17.42534019,18.30939402,18.79441108,19.56602913,20.10395714,20.92407689,22.53565631,24.26848998,25.24954722,25.93518497,26.98458552,27.68786026,29.06354501,31.57461061
445,0.0441,22.552,0.10995,16.01438147,17.43636331,18.32262175,18.80763881,19.57925686,20.11718488,20.93730463,22.55108867,24.28612697,25.2671842,25.95282196,27.0022225,27.70770186,29.08338662,31.59665684
446,0.0438,22.5676,0.10996,16.02540459,17.44959105,18.33364487,18.82086655,19.5924846,20.13041261,20.95273699,22.56872565,24.30155933,25.28482119,25.97266356,27.02206411,27.72754347,29.10543285,31.62090769
447,0.0436,22.5831,0.10997,16.0364277,17.46061416,18.34687261,18.83188967,19.60571234,20.14364035,20.96596473,22.58415801,24.31919631,25.30245817,25.99030055,27.04190572,27.74738508,29.12527445,31.64295392
448,0.0433,22.5987,0.10998,16.04745082,17.47163728,18.35789572,18.8451174,19.61894008,20.15907271,20.98139709,22.59959037,24.3368333,25.32009516,26.00793753,27.06174733,27.76722669,29.14732068,31.66720477
449,0.0431,22.6141,0.10999,16.05626931,17.48486501,18.37112346,18.85834514,19.63216782,20.17230045,20.99462483,22.61502273,24.35226566,25.33773214,26.02557452,27.07938431,27.78486367,29.16716229,31.689251
450,0.0429,22.6298,0.11,16.06729242,17.49588813,18.3843512,18.87157288,19.64539555,20.18552819,21.01005719,22.6304551,24.36990264,25.35536912,26.04541612,27.09922592,27.80470528,29.18920852,31.71350186
451,0.0426,22.6452,0.11001,16.07831554,17.50691124,18.39537431,18.882596,19.65862329,20.19875593,21.02328493,22.64588746,24.38753963,25.37300611,26.06305311,27.11906752,27.82454688,29.20905013,31.73554809
452,0.0424,22.6609,0.11002,16.08933865,17.52013898,18.40860205,18.89582373,19.67185103,20.21418829,21.03871729,22.66131982,24.40297199,25.39064309,26.08069009,27.13670451,27.84438849,29.23109636,31.75979894
453,0.0422,22.6763,0.11003,16.10036177,17.5311621,18.41962517,18.90905147,19.68507877,20.22741603,21.05194503,22.67675218,24.42060897,25.40828008,26.09832707,27.15654611,27.8642301,29.25093796,31.78184517
454,0.0419,22.6917,0.11005,16.11138488,17.54218521,18.4328529,18.92227921,19.69830651,20.24064376,21.06517277,22.69218454,24.43824596,25.42591706,26.11816868,27.17638772,27.8840717,29.27298419,31.80609602
455,0.0417,22.7072,0.11006,16.12020338,17.55320833,18.44387602,18.93330232,19.71153424,20.2538715,21.08060513,22.7076169,24.45367832,25.44355404,26.13580567,27.19402471,27.90391331,29.2928258,31.83034687
456,0.0414,22.7228,0.11007,16.13122649,17.56643606,18.45710376,18.94653006,19.72476198,20.26709924,21.09383286,22.72304926,24.4713153,25.46119103,26.15344265,27.21386631,27.92375492,29.31487203,31.8523931
457,0.0412,22.7383,0.11008,16.14224961,17.57745918,18.47033149,18.9597578,19.73798972,20.28032698,21.10926523,22.73848162,24.48895228,25.47882801,26.17328426,27.23370792,27.94359653,29.33471364,31.87664396
458,0.041,22.7537,0.11009,16.15327272,17.58848229,18.48135461,18.97298554,19.75121746,20.29575934,21.12249296,22.75391398,24.50438465,25.496465,26.19092124,27.2513449,27.96343813,29.35675987,31.89869019
459,0.0407,22.7691,0.1101,16.16429584,17.59950541,18.49458235,18.98400865,19.7644452,20.30898708,21.13792532,22.76934634,24.52202163,25.51410198,26.20855822,27.27118651,27.98327974,29.37660148,31.92294104
460,0.0405,22.7846,0.11011,16.17531895,17.61273315,18.50560546,18.99723639,19.77767293,20.32221481,21.15115306,22.78477871,24.53745399,25.53173896,26.22619521,27.29102812,28.00312135,29.39864771,31.94498727
461,0.0403,22.8,0.11012,16.18634207,17.62375626,18.5188332,19.01046413,19.79090067,20.33544255,21.16658542,22.80021107,24.55509097,25.54937595,26.24603682,27.3086651,28.02296295,29.41848931,31.96923812
462,0.04,22.8154,0.11013,16.19516056,17.63477938,18.52985632,19.02369187,19.80412841,20.34867029,21.17981316,22.81564343,24.57272796,25.56701293,26.2636738,27.32850671,28.04280456,29.43833092,31.99128435
463,0.0398,22.8309,0.11014,16.20618367,17.64800712,18.54308405,19.03471498,19.81735615,20.36189803,21.1930409,22.83107579,24.58816032,25.58464992,26.28131078,27.34834832,28.06264617,29.46037715,32.01333058
464,0.0396,22.8463,0.11015,16.21720679,17.65903023,18.55631179,19.04794272,19.83058389,20.37512577,21.20847326,22.84650815,24.6057973,25.6022869,26.29894777,27.3659853,28.08248777,29.48021876,32.03758144
465,0.0393,22.8617,0.11016,16.2282299,17.67005335,18.56733491,19.06117046,19.84381162,20.39055813,21.221701,22.86194051,24.62343429,25.61992388,26.31878937,27.38582691,28.10012476,29.50226499,32.05962767
466,0.0391,22.8772,0.11017,16.23925302,17.68107646,18.58056264,19.07219357,19.85703936,20.40378587,21.23713336,22.87737287,24.63886665,25.63756087,26.33642636,27.40566851,28.11996637,29.52210659,32.08387852
467,0.0389,22.8926,0.11019,16.24807151,17.6943042,18.59158576,19.08542131,19.8702671,20.4170136,21.2503611,22.89280523,24.65650363,25.65519785,26.35406334,27.4233055,28.1420126,29.54415282,32.10812937
468,0.0386,22.9078,0.1102,16.25909463,17.70532731,18.6048135,19.09864905,19.88349484,20.43024134,21.26358884,22.90823759,24.67193599,25.67283484,26.37170033,27.4431471,28.15964958,29.56399443,32.1301756
