Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
799,-0.0252,27.7681,0.11559,19.4580026,21.23933798,22.35487722,22.96996704,23.95102427,24.63666203,25.6882672,27.76722669,30.02255601,31.30785122,32.21174665,33.59845452,34.53101005,36.36966563,39.75376194
800,-0.0254,27.7822,0.11561,19.46682109,21.2503611,22.36590034,22.98099015,23.96204739,24.64988976,25.69929031,27.78265905,30.03798838,31.32548821,32.22717901,33.6160915,34.55085166,36.38950724,39.77801279
801,-0.0255,27.7963,0.11563,19.47563958,21.25917959,22.37692345,22.99201327,23.97527513,24.66091288,25.71251805,27.79588678,30.05342074,31.34092057,32.244816,33.63372849,34.57069326,36.40934885,39.80005902
802,-0.0257,27.8102,0.11565,19.48445807,21.2702027,22.38794657,23.00303638,23.98629824,24.67414062,25.72574579,27.81131915,30.0688531,31.35635293,32.26245298,33.6535701,34.58833025,36.42919045,39.82210525
803,-0.0259,27.8243,0.11567,19.49327657,21.2790212,22.39896968,23.0140595,23.99732136,24.68516373,25.73897353,27.82454688,30.08428546,31.37398991,32.28008997,33.67120708,34.60817185,36.44903206,39.8463561
804,-0.026,27.8384,0.11569,19.50209506,21.29004431,22.40778817,23.02508261,24.00834447,24.69839147,25.74999664,27.83777462,30.09971782,31.3916269,32.29772695,33.68884406,34.62580884,36.47107829,39.86840233
805,-0.0262,27.8523,0.11571,19.51091355,21.2988628,22.41881129,23.03610573,24.02157221,24.70941458,25.76322438,27.85320698,30.11515018,31.40705926,32.31315931,33.70648105,34.64565045,36.4909199,39.89265319
806,-0.0264,27.8664,0.11573,19.51973204,21.30988592,22.4298344,23.04712884,24.03259532,24.7204377,25.77645212,27.86643472,30.13058254,31.42469624,32.3307963,33.72632265,34.66549205,36.5107615,39.91469942
807,-0.0265,27.8805,0.11575,19.52855053,21.31870441,22.44085752,23.05815196,24.04361844,24.73366544,25.78967985,27.87966246,30.1460149,31.4401286,32.34843328,33.74395964,34.68312904,36.53060311,39.93895027
808,-0.0267,27.8944,0.11577,19.53736903,21.32972753,22.44967601,23.06917507,24.05464155,24.74468855,25.80070297,27.89509482,30.16144726,31.45556096,32.36607026,33.76159662,34.70297064,36.55044472,39.9609965
809,-0.0268,27.9085,0.11579,19.54618752,21.33854602,22.46069912,23.08019819,24.06786929,24.75791629,25.81393071,27.90832256,30.17908425,31.47319795,32.38150262,33.77923361,34.72060763,36.57249095,39.98304273
810,-0.027,27.9224,0.11581,19.55500601,21.34956913,22.47172224,23.0912213,24.07889241,24.76893941,25.82715845,27.9215503,30.19451661,31.48863031,32.39913961,33.79907521,34.74044923,36.59233255,40.00729358
811,-0.0272,27.9365,0.11583,19.5638245,21.35838762,22.48274535,23.10224442,24.08991552,24.78216714,25.83818156,27.93698266,30.20994897,31.50626729,32.41677659,33.8167122,34.75808622,36.61217416,40.02933981
812,-0.0273,27.9504,0.11585,19.57264299,21.36941074,22.49156385,23.11326753,24.10093864,24.79319026,25.8514093,27.95021039,30.22538133,31.52169965,32.43441358,33.83434918,34.77792783,36.63201577,40.05359066
813,-0.0275,27.9643,0.11587,19.58146149,21.37822923,22.50258696,23.12429065,24.11196175,24.80421337,25.86463704,27.96343813,30.24081369,31.53933664,32.44984594,33.85198617,34.79556481,36.65185738,40.07563689
814,-0.0277,27.9784,0.11589,19.59027998,21.38704772,22.51361008,23.13531376,24.12518949,24.81744111,25.87786477,27.97887049,30.25624605,31.554769,32.46748292,33.87182777,34.81540642,36.67390361,40.09988775
815,-0.0278,27.9923,0.11591,19.59909847,21.39807084,22.52463319,23.14413225,24.1362126,24.82846423,25.88888789,27.99209823,30.27167841,31.57240598,32.48511991,33.88946476,34.8330434,36.69374521,40.12193398
816,-0.028,28.0062,0.11593,19.60791696,21.40688933,22.53345168,23.15515537,24.14723572,24.83948734,25.90211563,28.00532597,30.28711077,31.58783834,32.50275689,33.90710174,34.85288501,36.71358682,40.14398021
817,-0.0281,28.0203,0.11595,19.61673545,21.41791245,22.5444748,23.16617848,24.15825883,24.85271508,25.91534337,28.02075833,30.30254314,31.60547533,32.52039387,33.92473872,34.87272661,36.73342843,40.16823106
818,-0.0283,28.0342,0.11597,19.62555395,21.42673094,22.55549791,23.1772016,24.16928195,24.86373819,25.92636648,28.03398607,30.3179755,31.62090769,32.53582623,33.94237571,34.8903636,36.75327003,40.19027729
819,-0.0285,28.0481,0.11599,19.63437244,21.43775405,22.56652103,23.18822471,24.18250969,24.87696593,25.93959422,28.04721381,30.33340786,31.63854467,32.55346322,33.96221732,34.91020521,36.77311164,40.21232352
820,-0.0286,28.062,0.11601,19.64319093,21.44657254,22.57533952,23.19924783,24.1935328,24.88798905,25.95282196,28.06264617,30.34884022,31.65397703,32.5711002,33.9798543,34.92784219,36.79515787,40.23657437
821,-0.0288,28.0759,0.11602,19.65200942,21.45759566,22.58636264,23.21027094,24.20455592,24.89901216,25.96384507,28.07587391,30.36427258,31.6694094,32.58653256,33.99749128,34.94547917,36.81279485,40.2586206
822,-0.0289,28.0898,0.11604,19.66082791,21.46641415,22.59738575,23.22129406,24.21557903,24.9122399,25.97707281,28.08910164,30.37970494,31.68704638,32.60416955,34.01512827,34.96532078,36.83263646,40.28066683
823,-0.0291,28.1037,0.11606,19.66964641,21.47743727,22.60840887,23.23231717,24.22660215,24.92326302,25.99030055,28.104534,30.3951373,31.70247874,32.62180653,34.03276525,34.98295776,36.85468269,40.30271306
824,-0.0293,28.1175,0.11608,19.6784649,21.48625576,22.61943198,23.24334029,24.23982989,24.93649075,26.00132366,28.11776174,30.41056966,31.7179111,32.63723889,34.05040224,35.00279937,36.8745243,40.32696392
825,-0.0294,28.1314,0.1161,19.68728339,21.49507425,22.62825047,23.2543634,24.250853,24.94751387,26.0145514,28.13098948,30.42600202,31.73554809,32.65487588,34.07024384,35.02043636,36.89436591,40.34901015
826,-0.0296,28.1453,0.11612,19.69610188,21.50609737,22.63927359,23.2631819,24.26187612,24.95853698,26.02777914,28.14642184,30.44143438,31.75098045,32.67251286,34.08788083,35.04027796,36.91420751,40.37105638
827,-0.0297,28.1592,0.11614,19.70492037,21.51491586,22.6502967,23.27420501,24.27289923,24.97176472,26.04100688,28.15964958,30.45686675,31.76861743,32.69014984,34.10551781,35.05791495,36.93404912,40.39530723
828,-0.0299,28.1731,0.11616,19.71373887,21.52593897,22.65911519,23.28522813,24.28392235,24.98278784,26.05202999,28.17287732,30.47229911,31.78404979,32.70558221,34.12315479,35.07775655,36.95389073,40.41735346
829,-0.0301,28.187,0.11618,19.72255736,21.53475746,22.67013831,23.29625124,24.29494546,24.99381095,26.06525773,28.18610506,30.48773147,31.80168678,32.72321919,34.14079178,35.09539354,36.97593696,40.44160431
830,-0.0302,28.2007,0.1162,19.73137585,21.54357596,22.68116142,23.30727436,24.30596858,25.00703869,26.07628084,28.20153742,30.50316383,31.81711914,32.74085617,34.15842876,35.11523514,36.99577856,40.46365054
831,-0.0304,28.2145,0.11622,19.74019434,21.55459907,22.69218454,23.31829747,24.31919631,25.0180618,26.08950858,28.21476515,30.51859619,31.8325515,32.75628853,34.17827037,35.13287213,37.01562017,40.48569677
832,-0.0305,28.2284,0.11624,19.74901283,21.56341756,22.70100303,23.32932059,24.33021943,25.02908492,26.10273632,28.22799289,30.53402855,31.85018848,32.77392552,34.19590735,35.15271374,37.03546178,40.50994763
833,-0.0307,28.2421,0.11626,19.75783133,21.57444068,22.71202615,23.3403437,24.34124254,25.04231266,26.11375944,28.24122063,30.54946091,31.86562084,32.7915625,34.21354434,35.17035072,37.05530338,40.53199386
834,-0.0309,28.256,0.11628,19.76664982,21.58325917,22.72304926,23.34916219,24.35226566,25.05333577,26.12698717,28.25665299,30.56489327,31.88325783,32.80699486,34.23118132,35.19019233,37.07514499,40.55404009
835,-0.031,28.2699,0.1163,19.77546831,21.59207766,22.73186775,23.36018531,24.36328877,25.06435889,26.14021491,28.26988073,30.58032563,31.89869019,32.82463185,34.24881831,35.20782931,37.0949866,40.57829094
836,-0.0312,28.2835,0.11632,19.78208218,21.60310078,22.74289087,23.37120842,24.37431189,25.07758663,26.15123803,28.28310847,30.59575799,31.91412255,32.84226883,34.26645529,35.22767092,37.11482821,40.60033717
837,-0.0313,28.2974,0.11634,19.79090067,21.61191927,22.75391398,23.38223154,24.385335,25.08860974,26.16446576,28.29854083,30.61119036,31.93175953,32.85770119,34.28409227,35.2453079,37.13466981,40.6223834
838,-0.0315,28.3111,0.11636,19.79971916,21.62294238,22.76273248,23.39325465,24.39856274,25.09963286,26.1776935,28.31176857,30.62662272,31.94719189,32.87533818,34.30393388,35.26294489,37.15451142,40.64442963
839,-0.0317,28.325,0.11638,19.80853766,21.63176088,22.77375559,23.40427777,24.40958586,25.11286059,26.18871662,28.3249963,30.64205508,31.96262425,32.89297516,34.32157086,35.28278649,37.17655765,40.66868048
840,-0.0318,28.3387,0.1164,19.81735615,21.64057937,22.78477871,23.41530088,24.42060897,25.12388371,26.20194436,28.33822404,30.65528282,31.98026124,32.90840752,34.33920785,35.30042348,37.19639926,40.69072671
841,-0.032,28.3523,0.11642,19.82617464,21.65160248,22.7935972,23.42411938,24.43163209,25.13490682,26.21296747,28.35145178,30.67071518,31.9956936,32.92604451,34.35684483,35.32026508,37.21624086,40.71277294
842,-0.0321,28.3662,0.11644,19.83499313,21.66042098,22.80462031,23.43514249,24.4426552,25.14813456,26.22619521,28.36688414,30.68614754,32.01112596,32.94368149,34.37448182,35.33790207,37.23608247,40.73702379
843,-0.0323,28.3799,0.11646,19.84381162,21.66923947,22.81564343,23.44616561,24.45367832,25.15915768,26.23942295,28.38011188,30.7015799,32.02876294,32.95911385,34.3921188,35.35774367,37.25592408,40.75907002
844,-0.0324,28.3936,0.11647,19.85263012,21.68026258,22.82446192,23.45718872,24.46470143,25.17018079,26.25044606,28.39333962,30.71701226,32.04419531,32.97675083,34.40975578,35.37538066,37.27356106,40.78111625
845,-0.0326,28.4072,0.11649,19.86144861,21.68908107,22.83548503,23.46821184,24.47572455,25.18340853,26.2636738,28.40656736,30.73244462,32.05962767,32.9921832,34.42739277,35.39301764,37.29340267,40.80316248
846,-0.0328,28.4209,0.11651,19.8702671,21.70010419,22.84650815,23.47923495,24.48674766,25.19443164,26.27469691,28.42199972,30.74787698,32.07726465,33.00982018,34.44502975,35.41285925,37.3154489,40.82520871
847,-0.0329,28.4348,0.11653,19.87908559,21.70892268,22.85532664,23.49025807,24.4999754,25.20545476,26.28792465,28.43522745,30.76330934,32.09269701,33.02745716,34.46266674,35.43049623,37.33529051,40.84945957
848,-0.0331,28.4485,0.11655,19.88790408,21.71774117,22.86634976,23.49907656,24.51099851,25.21647787,26.30115239,28.44845519,30.7787417,32.10812937,33.04288952,34.48030372,35.44813322,37.35513211,40.8715058
849,-0.0332,28.4621,0.11657,19.89451795,21.72876429,22.87737287,23.51009967,24.52202163,25.22970561,26.31217551,28.46168293,30.79417406,32.12576636,33.06052651,34.4979407,35.46797482,37.37497372,40.89355203
850,-0.0334,28.4758,0.11659,19.90333644,21.73758278,22.88619136,23.52112279,24.53304474,25.24072873,26.32540324,28.47491067,30.80960643,32.14119872,33.07816349,34.51778231,35.48561181,37.39481533,40.91559826
851,-0.0336,28.4895,0.11661,19.91215494,21.74640127,22.89721448,23.5321459,24.54406786,25.25175184,26.33642636,28.49034303,30.82283416,32.15663108,33.09359585,34.5354193,35.50545342,37.41465693,40.93984911
852,-0.0337,28.5031,0.11663,19.92097343,21.75742439,22.90823759,23.54316902,24.55509097,25.26497958,26.3496541,28.50357077,30.83826652,32.17426806,33.11123284,34.55305628,35.5230904,37.43449854,40.96189534
853,-0.0339,28.5168,0.11665,19.92979192,21.76624288,22.91705609,23.55198751,24.56611409,25.2760027,26.36288183,28.51679851,30.85369889,32.18970042,33.1266652,34.57069326,35.54072738,37.45434015,40.98394157
854,-0.034,28.5302,0.11667,19.93861041,21.77506137,22.9280792,23.56301062,24.5771372,25.28702581,26.37390495,28.53002624,30.86913125,32.20513278,33.14430218,34.58833025,35.56056899,37.47418175,41.0059878
855,-0.0342,28.5439,0.11669,19.9474289,21.78608449,22.93689769,23.57403374,24.58816032,25.29804893,26.38713269,28.54325398,30.88456361,32.22056515,33.16193917,34.60596723,35.57820597,37.49402336,41.03023865
856,-0.0343,28.5576,0.11671,19.95404277,21.79490298,22.94792081,23.58505685,24.59918343,25.31127666,26.3981558,28.55868634,30.89999597,32.23820213,33.17737153,34.62360422,35.59804758,37.51386497,41.05228488
857,-0.0345,28.5713,0.11673,19.96286127,21.80372147,22.95894392,23.59387535,24.61020655,25.32229978,26.41138354,28.57191408,30.91542833,32.25363449,33.19500851,34.6412412,35.61568457,37.53370658,41.07433111
858,-0.0346,28.5847,0.11675,19.97167976,21.81474459,22.96776241,23.60489846,24.62122966,25.33332289,26.42240666,28.58514182,30.93086069,32.26906685,33.21044087,34.65887818,35.63332155,37.55354818,41.09637734
859,-0.0348,28.5984,0.11677,19.98049825,21.82356308,22.97878553,23.61592158,24.63225278,25.34434601,26.43563439,28.59836956,30.94629305,32.28670384,33.22807786,34.67651517,35.65316316,37.57338979,41.11842357
860,-0.035,28.612,0.11679,19.98931674,21.83238157,22.98980864,23.62694469,24.64327589,25.35757375,26.44665751,28.61159729,30.95952079,32.3021362,33.24571484,34.69415215,35.67080014,37.5932314,41.14267443
861,-0.0351,28.6255,0.11681,19.99813523,21.84120006,22.99862714,23.63576318,24.65429901,25.36859686,26.45988525,28.62482503,30.97495315,32.31756856,33.2611472,34.71178914,35.68843712,37.613073,41.16472066
862,-0.0353,28.6392,0.11683,20.0047491,21.85222318,23.00965025,23.6467863,24.66752675,25.37961998,26.47090836,28.64025739,30.99038551,32.33300092,33.27878419,34.72942612,35.70827873,37.63291461,41.18676689
863,-0.0354,28.6526,0.11684,20.01577222,21.86104167,23.01846874,23.65780941,24.67854986,25.39064309,26.4841361,28.65348513,31.00581787,32.3506379,33.29421655,34.7470631,35.72591572,37.65055159,41.20881312
864,-0.0356,28.6663,0.11686,20.02238609,21.87206478,23.02949186,23.66883253,24.68957298,25.40387083,26.49736384,28.66671287,31.02125023,32.36607026,33.31185353,34.76470009,35.7435527,37.6703932,41.23085935
865,-0.0357,28.6797,0.11688,20.03120458,21.88088328,23.04051497,23.67985564,24.70059609,25.41489394,26.50838695,28.67994061,31.03668259,32.38150262,33.32728589,34.78233707,35.76118968,37.69023481,41.25290558
866,-0.0359,28.6934,0.1169,20.04002307,21.88970177,23.04933347,23.69087876,24.71161921,25.42591706,26.52161469,28.69316835,31.04991033,32.39693499,33.34492288,34.79997406,35.78103129,37.71007642,41.27495181
867,-0.0361,28.7068,0.11692,20.04884156,21.89852026,23.06035658,23.69969725,24.72264232,25.43694017,26.53263781,28.70639608,31.06534269,32.41457197,33.36035524,34.81761104,35.79866827,37.72991802,41.29920266
868,-0.0362,28.7203,0.11694,20.05766005,21.90954337,23.06917507,23.71072037,24.73366544,25.44796329,26.54586554,28.71962382,31.08077505,32.43000433,33.37799222,34.83524802,35.81630526,37.74975963,41.32124889
869,-0.0364,28.7337,0.11696,20.06427392,21.91836187,23.08019819,23.72174348,24.74468855,25.46119103,26.55688866,28.73285156,31.09620742,32.44543669,33.39342458,34.85288501,35.83614687,37.76960124,41.34329512
870,-0.0365,28.7474,0.11698,20.07309242,21.92718036,23.0912213,23.73056197,24.75571167,25.47221414,26.5701164,28.74828392,31.11163978,32.46086905,33.41106157,34.87052199,35.85378385,37.78944284,41.36534135
871,-0.0367,28.7609,0.117,20.08191091,21.93820347,23.10003979,23.74158509,24.76673478,25.48323726,26.58113951,28.76151166,31.12707214,32.47850604,33.42649393,34.88815898,35.87142083,37.80928445,41.38738758
872,-0.0368,28.7743,0.11702,20.0907294,21.94702197,23.11106291,23.7526082,24.7777579,25.49426037,26.59436725,28.7747394,31.14029988,32.4939384,33.44413091,34.90579596,35.89126244,37.82912606,41.40943381
873,-0.037,28.7877,0.11704,20.09954789,21.95584046,23.1198814,23.76363132,24.78878101,25.50528349,26.60539036,28.78796713,31.15573224,32.50937076,33.45956327,34.92343294,35.90889942,37.84896766,41.43368466
874,-0.0371,28.8012,0.11706,20.10616176,21.96465895,23.13090452,23.77244981,24.79980413,25.51851123,26.6186181,28.80119487,31.1711646,32.52480312,33.47720026,34.94106993,35.92653641,37.86880927,41.45573089
875,-0.0373,28.8146,0.11708,20.11498025,21.97568206,23.13972301,23.78347292,24.81082724,25.52953434,26.62964122,28.81442261,31.18659696,32.54023548,33.49263262,34.95870691,35.94417339,37.88865088,41.47777712
876,-0.0374,28.8281,0.1171,20.12379874,21.98450056,23.15074612,23.79449604,24.82185036,25.54055746,26.64286896,28.82765035,31.20202932,32.55787246,33.5102696,34.9763439,35.964015,37.90849249,41.49982335
877,-0.0376,28.8415,0.11712,20.13261724,21.99331905,23.15956462,23.80331453,24.83287347,25.55158057,26.65389207,28.84087809,31.21525706,32.57330483,33.52570196,34.99398088,35.98165198,37.92833409,41.52186958
878,-0.0378,28.855,0.11713,20.14143573,22.00434216,23.17058773,23.81433765,24.84389659,25.56260369,26.66711981,28.85410582,31.23068942,32.58873719,33.54333895,35.01161786,35.99928897,37.94597108,41.54391581
879,-0.0379,28.8684,0.11715,20.15025422,22.01316066,23.18161085,23.82536076,24.8549197,25.57583142,26.67814292,28.86953819,31.24612178,32.60416955,33.55877131,35.02705022,36.01692595,37.96581268,41.56596204
880,-0.0381,28.8819,0.11717,20.15907271,22.02197915,23.19042934,23.83638388,24.86594282,25.58685454,26.69137066,28.88276592,31.26155414,32.61960191,33.57640829,35.04468721,36.03676756,37.98565429,41.58800827
881,-0.0382,28.8953,0.11719,20.16568658,22.03079764,23.20145245,23.84520237,24.87696593,25.59787765,26.70239378,28.89599366,31.27478188,32.63723889,33.59184065,35.06232419,36.05440454,38.0054959,41.6100545
882,-0.0384,28.9086,0.11721,20.17450507,22.03961613,23.21027094,23.85622548,24.88798905,25.60890077,26.71341689,28.9092214,31.29021424,32.65267125,33.60947764,35.07996118,36.07204153,38.0253375,41.63210073
883,-0.0385,28.922,0.11723,20.18332357,22.05063925,23.22129406,23.8672486,24.89901216,25.61992388,26.72664463,28.92244914,31.3056466,32.66810361,33.62491,35.09759816,36.08967851,38.04517911,41.65414696
884,-0.0387,28.9355,0.11725,20.19214206,22.05945774,23.23011255,23.87827171,24.91003528,25.630947,26.73766774,28.93567688,31.32107896,32.68353598,33.64254698,35.11523514,36.10952012,38.06502072,41.67839782
885,-0.0388,28.9489,0.11727,20.19875593,22.06827623,23.24113567,23.88709021,24.92105839,25.64417474,26.75089548,28.94890461,31.33651132,32.69896834,33.65797934,35.13287213,36.1271571,38.08486233,41.70044405
886,-0.039,28.9621,0.11729,20.20757442,22.07709472,23.24995416,23.89811332,24.93208151,25.65519785,26.7619186,28.96213235,31.34973906,32.7144007,33.67561633,35.15050911,36.14479409,38.10249931,41.72249028
887,-0.0391,28.9756,0.11731,20.21639291,22.08811784,23.26097727,23.90913644,24.94310462,25.66622097,26.77514634,28.97536009,31.36517142,32.73203768,33.69104869,35.1681461,36.16243107,38.12234092,41.74453651
888,-0.0393,28.9888,0.11733,20.2252114,22.09693633,23.26979577,23.91795493,24.95192311,25.67724408,26.78616945,28.98858783,31.38060378,32.74747004,33.70648105,35.18578308,36.18227268,38.14218252,41.76658274
889,-0.0394,29.0023,0.11735,20.23182527,22.10575482,23.28081888,23.92897804,24.96294623,25.6882672,26.79939719,29.00181557,31.39603614,32.7629024,33.72411803,35.20342006,36.19990966,38.16202413,41.78862897
890,-0.0396,29.0155,0.11737,20.24064376,22.11457331,23.28963737,23.94000116,24.97396934,25.69929031,26.8104203,29.0150433,31.40926388,32.77833476,33.73955039,35.22105705,36.21754664,38.18186574,41.8106752
891,-0.0397,29.0289,0.11739,20.24946226,22.12339181,23.30066049,23.94881965,24.98499246,25.71031343,26.82144342,29.02827104,31.42469624,32.79376713,33.75718738,35.23869403,36.23518363,38.20170734,41.83272143
892,-0.0399,29.0422,0.1174,20.25828075,22.13441492,23.3116836,23.95984276,24.99601557,25.72354116,26.83467116,29.04149878,31.4401286,32.80919949,33.77261974,35.25412639,36.25282061,38.21934433,41.85476766
893,-0.0401,29.0554,0.11742,20.26709924,22.14323341,23.32050209,23.97086588,25.00703869,25.73456428,26.84569427,29.05472652,31.45335634,32.82463185,33.7880521,35.27176338,36.2704576,38.23918594,41.87681389
894,-0.0402,29.0688,0.11744,20.27371311,22.1520519,23.33152521,23.97968437,25.0180618,25.74558739,26.85892201,29.06795426,31.4687887,32.84226883,33.80568908,35.28940036,36.2902992,38.25902754,41.89886012
895,-0.0404,29.0821,0.11746,20.2825316,22.1608704,23.3403437,23.99070749,25.02908492,25.75661051,26.86994512,29.08118199,31.48422106,32.85770119,33.82112144,35.30703735,36.30793619,38.27886915,41.92090635
896,-0.0405,29.0953,0.11748,20.29135009,22.17189351,23.34916219,24.0017306,25.04010803,25.76763362,26.88317286,29.09440973,31.49965342,32.87313355,33.83875843,35.32467433,36.32557317,38.29871076,41.94295258
897,-0.0407,29.1085,0.1175,20.30016858,22.180712,23.36018531,24.01054909,25.05113115,25.77865674,26.89419598,29.10763747,31.51288116,32.88856591,33.85419079,35.34231131,36.34321016,38.31855236,41.96499881
898,-0.0408,29.122,0.11752,20.30678245,22.1895305,23.3690038,24.02157221,25.06215426,25.78967985,26.90521909,29.12306983,31.52831352,32.90399828,33.87182777,35.3599483,36.36305176,38.33618935,41.98704504
899,-0.041,29.1352,0.11754,20.31560095,22.19834899,23.38002692,24.03259532,25.07317738,25.80070297,26.91844683,29.13629757,31.54374588,32.91943064,33.88726013,35.37758528,36.38068875,38.35603095,42.00909127
900,-0.0411,29.1484,0.11756,20.32441944,22.20716748,23.38884541,24.04141382,25.08420049,25.81172608,26.92946995,29.14952531,31.55697362,32.934863,33.90489712,35.39301764,36.39832573,38.37587256,42.0311375
901,-0.0413,29.1617,0.11758,20.33323793,22.21598597,23.39986852,24.05243693,25.09522361,25.8227492,26.94269768,29.16275304,31.57240598,32.95029536,33.92032948,35.41065463,36.41596271,38.39571417,42.05318373
902,-0.0414,29.1749,0.1176,20.3398518,22.22700909,23.40868701,24.06125542,25.1040421,25.83597694,26.9537208,29.17598078,31.58783834,32.96572772,33.93576184,35.42829161,36.4335997,38.41555578,42.07522996
903,-0.0416,29.1881,0.11762,20.34867029,22.23582758,23.41971013,24.07227854,25.11506522,25.84700005,26.96474391,29.18920852,31.60327071,32.9833647,33.95339882,35.44592859,36.45123668,38.43539738,42.09948081
904,-0.0417,29.2013,0.11763,20.35748878,22.24464607,23.42852862,24.08330165,25.12608833,25.85802317,26.97797165,29.20243626,31.61649844,32.99879706,33.96883118,35.46356558,36.46887367,38.45303437,42.11932242
905,-0.0419,29.2146,0.11765,20.36630727,22.25346456,23.43955174,24.09432477,25.13711145,25.86904628,26.98899477,29.215664,31.6319308,33.01422943,33.98426355,35.48120256,36.48871527,38.47287597,42.14136865
906,-0.042,29.2278,0.11767,20.37292114,22.26228305,23.44837023,24.10314326,25.14813456,25.8800694,27.0022225,29.22889173,31.64515854,33.02966179,34.00190053,35.49663492,36.50635226,38.49271758,42.16341488
907,-0.0422,29.2408,0.11769,20.38173964,22.27330617,23.45939334,24.11416637,25.15915768,25.89109251,27.01324562,29.23991485,31.6605909,33.04509415,34.01733289,35.51427191,36.52398924,38.51035456,42.18546111
908,-0.0423,29.254,0.11771,20.39055813,22.28212466,23.46821184,24.12298487,25.17018079,25.90211563,27.02426873,29.25314259,31.67602326,33.06052651,34.03276525,35.53190889,36.54162623,38.53019617,42.20750734
909,-0.0425,29.2673,0.11773,20.397172,22.29094315,23.47923495,24.13400798,25.18120391,25.91313874,27.03749647,29.26637033,31.689251,33.07595887,34.05040224,35.54954588,36.55926321,38.55003778,42.22955357
910,-0.0426,29.2805,0.11775,20.40599049,22.29976165,23.48805344,24.1450311,25.19222702,25.92416186,27.04851959,29.27959806,31.70468336,33.09139123,34.0658346,35.56718286,36.57690019,38.56987939,42.2515998
911,-0.0428,29.2935,0.11777,20.41480898,22.30858014,23.49687193,24.15384959,25.20104551,25.93518497,27.0595427,29.2928258,31.72011572,33.10682359,34.08347158,35.58261522,36.59453718,38.58972099,42.27364603
912,-0.0429,29.3067,0.11779,20.42142285,22.31739863,23.50789505,24.1648727,25.21206863,25.94620809,27.07277044,29.30605354,31.73334346,33.12225595,34.09890394,35.6002522,36.61437878,38.60735798,42.29569226
913,-0.0431,29.3199,0.11781,20.43024134,22.32621712,23.51671354,24.1736912,25.22309174,25.9572312,27.08379356,29.31928128,31.74877582,33.13768831,34.1143363,35.61788919,36.63201577,38.62719958,42.31773849
914,-0.0432,29.3329,0.11783,20.43905983,22.33724024,23.52773666,24.18471431,25.23411486,25.96825432,27.09481667,29.33250902,31.76420818,33.15312067,34.13197329,35.63552617,36.64965275,38.64704119,42.33978472
915,-0.0434,29.3462,0.11785,20.44787833,22.34605873,23.53655515,24.1935328,25.24513797,25.97927743,27.10804441,29.34573675,31.77743592,33.16855304,34.14740565,35.65316316,36.66728974,38.6668828,42.36183095
916,-0.0435,29.3592,0.11786,20.45449219,22.35487722,23.54757826,24.20455592,25.25616109,25.99250517,27.11906752,29.35896449,31.79286828,33.1839854,34.16283801,35.66859552,36.68492672,38.68451978,42.38167255
917,-0.0437,29.3724,0.11788,20.46331069,22.36369571,23.55639676,24.21557903,25.2671842,26.00352829,27.13229526,29.37219223,31.80830064,33.19941776,34.18047499,35.6862325,36.7025637,38.70436139,42.40592341
918,-0.0438,29.3854,0.1179,20.47212918,22.3725142,23.56741987,24.22439752,25.27820732,26.0145514,27.14331838,29.38541997,31.82152838,33.21485012,34.19590735,35.70386949,36.72020069,38.72199837,42.42576501
919,-0.044,29.3986,0.11792,20.47874305,22.3813327,23.57623836,24.23542064,25.28702581,26.02557452,27.15434149,29.39864771,31.83696074,33.23028248,34.21133971,35.72150647,36.73783767,38.74183998,42.45001587
920,-0.0441,29.4117,0.11794,20.48756154,22.39015119,23.58505685,24.24423913,25.29804893,26.03659763,27.16536461,29.41187544,31.8523931,33.24571484,34.2289767,35.73914345,36.75547466,38.76168159,42.46985747
921,-0.0443,29.4247,0.11796,20.49638003,22.4011743,23.59607997,24.25526225,25.30907204,26.04762075,27.17859234,29.42510318,31.86562084,33.26335182,34.24440906,35.75457581,36.77311164,38.78152319,42.4919037
922,-0.0444,29.4379,0.11798,20.5029939,22.4099928,23.60489846,24.26628536,25.32009516,26.05864386,27.18961546,29.43833092,31.8810532,33.27878419,34.25984142,35.7722128,36.79295325,38.8013648,42.51394993
923,-0.0446,29.4509,0.118,20.51181239,22.41881129,23.61592158,24.27510385,25.33111827,26.06966698,27.20063857,29.45155866,31.89428094,33.29421655,34.2774784,35.78984978,36.81059023,38.81900178,42.53599616
924,-0.0447,29.4639,0.11802,20.52063088,22.42762978,23.62474007,24.28612697,25.34214139,26.08069009,27.21386631,29.4647864,31.9097133,33.30964891,34.29291077,35.80748677,36.82822722,38.83884339,42.55804239
925,-0.0449,29.4769,0.11804,20.52724475,22.43644827,23.63355856,24.29494546,25.35095988,26.09171321,27.22488943,29.47801413,31.92514566,33.32508127,34.30834313,35.82291913,36.8458642,38.858685,42.58008862
926,-0.045,29.4901,0.11805,20.53606325,22.44526676,23.64458168,24.30596858,25.36198299,26.10273632,27.23591254,29.49124187,31.9383734,33.34051363,34.32377549,35.84055611,36.86350118,38.87632198,42.60213485
927,-0.0452,29.5031,0.11807,20.54488174,22.45408526,23.65340017,24.31699169,25.37300611,26.11375944,27.24914028,29.50226499,31.95380576,33.35594599,34.34141247,35.8581931,36.88113817,38.89616359,42.62418108
