Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
878,-0.3077,27.506,0.12539,19.074,20.803,21.905,22.52,23.512,24.216,25.302,27.507,29.967,31.407,32.434,34.039,35.135,37.34,41.555
879,-0.3077,27.5205,0.1254,19.083,20.814,21.916,22.531,23.526,24.227,25.316,27.52,29.983,31.425,32.452,34.057,35.155,37.36,41.577
880,-0.3078,27.5349,0.12541,19.094,20.823,21.927,22.544,23.537,24.24,25.329,27.536,29.998,31.44,32.47,34.075,35.175,37.379,41.601
881,-0.3079,27.5494,0.12543,19.103,20.834,21.938,22.555,23.55,24.253,25.342,27.549,30.016,31.458,32.487,34.094,35.195,37.401,41.628
882,-0.308,27.564,0.12544,19.112,20.845,21.949,22.567,23.561,24.264,25.355,27.564,30.031,31.475,32.505,34.114,35.214,37.423,41.65
883,-0.308,27.5783,0.12545,19.121,20.854,21.96,22.578,23.574,24.277,25.369,27.578,30.047,31.491,32.523,34.132,35.232,37.443,41.674
884,-0.3081,27.5928,0.12547,19.132,20.865,21.971,22.589,23.585,24.291,25.382,27.593,30.064,31.508,32.54,34.152,35.254,37.465,41.698
885,-0.3082,27.6074,0.12548,19.141,20.876,21.982,22.602,23.598,24.302,25.395,27.608,30.08,31.526,32.558,34.169,35.272,37.485,41.722
886,-0.3082,27.6217,0.12549,19.149,20.887,21.993,22.613,23.609,24.315,25.408,27.622,30.095,31.544,32.576,34.187,35.292,37.507,41.747
887,-0.3083,27.6363,0.12551,19.158,20.895,22.004,22.624,23.62,24.328,25.422,27.637,30.111,31.559,32.593,34.207,35.311,37.529,41.771
888,-0.3084,27.6506,0.12552,19.169,20.906,22.015,22.635,23.634,24.339,25.433,27.65,30.128,31.577,32.611,34.225,35.331,37.549,41.795
889,-0.3085,27.6652,0.12553,19.178,20.917,22.026,22.646,23.645,24.352,25.446,27.666,30.144,31.594,32.628,34.244,35.351,37.569,41.819
890,-0.3085,27.6795,0.12555,19.187,20.926,22.037,22.657,23.658,24.363,25.459,27.679,30.159,31.61,32.646,34.264,35.371,37.591,41.844
891,-0.3086,27.6938,0.12556,19.196,20.937,22.048,22.668,23.669,24.377,25.472,27.694,30.175,31.628,32.664,34.282,35.389,37.611,41.866
892,-0.3087,27.7084,0.12557,19.207,20.948,22.059,22.681,23.682,24.39,25.485,27.708,30.192,31.645,32.681,34.3,35.408,37.633,41.89
893,-0.3087,27.7227,0.12559,19.215,20.957,22.07,22.692,23.693,24.401,25.499,27.723,30.208,31.661,32.699,34.319,35.428,37.655,41.914
894,-0.3088,27.737,0.1256,19.224,20.968,22.082,22.703,23.704,24.414,25.512,27.736,30.223,31.678,32.717,34.337,35.448,37.675,41.939
895,-0.3089,27.7516,0.12561,19.235,20.979,22.093,22.714,23.717,24.427,25.525,27.752,30.239,31.696,32.734,34.357,35.468,37.695,41.963
896,-0.3089,27.7659,0.12563,19.244,20.988,22.104,22.725,23.728,24.438,25.538,27.765,30.256,31.711,32.752,34.374,35.488,37.717,41.987
897,-0.309,27.7802,0.12564,19.253,20.999,22.115,22.736,23.742,24.451,25.552,27.78,30.272,31.729,32.77,34.394,35.505,37.739,42.011
898,-0.3091,27.7946,0.12566,19.262,21.01,22.126,22.747,23.753,24.462,25.565,27.794,30.287,31.747,32.787,34.412,35.525,37.759,42.036
899,-0.3091,27.8089,0.12567,19.271,21.019,22.137,22.761,23.764,24.476,25.576,27.809,30.303,31.762,32.805,34.432,35.545,37.781,42.058
900,-0.3092,27.8232,0.12568,19.282,21.03,22.148,22.772,23.777,24.487,25.589,27.822,30.318,31.78,32.822,34.449,35.565,37.8,42.082
901,-0.3093,27.8376,0.1257,19.29,21.041,22.159,22.783,23.788,24.5,25.602,27.838,30.336,31.797,32.84,34.469,35.585,37.823,42.106
902,-0.3093,27.8519,0.12571,19.299,21.05,22.17,22.794,23.799,24.513,25.616,27.851,30.351,31.813,32.858,34.487,35.602,37.842,42.13
903,-0.3094,27.8662,0.12573,19.308,21.061,22.181,22.805,23.812,24.524,25.629,27.866,30.366,31.83,32.875,34.507,35.622,37.864,42.155
904,-0.3095,27.8805,0.12574,19.317,21.072,22.192,22.816,23.823,24.537,25.642,27.88,30.382,31.848,32.893,34.524,35.642,37.884,42.179
905,-0.3095,27.8949,0.12575,19.328,21.081,22.203,22.827,23.836,24.548,25.655,27.895,30.4,31.863,32.908,34.542,35.662,37.904,42.203
906,-0.3096,27.9092,0.12577,19.337,21.092,22.214,22.838,23.847,24.562,25.668,27.908,30.415,31.881,32.928,34.562,35.682,37.926,42.227
907,-0.3097,27.9235,0.12578,19.346,21.103,22.225,22.849,23.858,24.573,25.679,27.924,30.43,31.899,32.944,34.58,35.699,37.948,42.252
908,-0.3097,27.9376,0.1258,19.354,21.111,22.234,22.86,23.872,24.586,25.693,27.937,30.446,31.914,32.961,34.599,35.719,37.968,42.276
909,-0.3098,27.952,0.12581,19.363,21.122,22.245,22.873,23.883,24.597,25.706,27.952,30.461,31.932,32.979,34.617,35.739,37.988,42.298
910,-0.3099,27.9663,0.12583,19.372,21.131,22.256,22.884,23.894,24.61,25.719,27.966,30.479,31.949,32.997,34.637,35.759,38.01,42.324
911,-0.3099,27.9806,0.12584,19.383,21.142,22.267,22.895,23.907,24.623,25.732,27.981,30.494,31.965,33.014,34.654,35.777,38.032,42.346
912,-0.31,27.9947,0.12585,19.392,21.153,22.278,22.906,23.918,24.634,25.746,27.994,30.51,31.982,33.032,34.672,35.796,38.052,42.371
913,-0.3101,28.0091,0.12587,19.401,21.162,22.289,22.917,23.929,24.648,25.757,28.01,30.525,31.998,33.05,34.692,35.816,38.074,42.395
914,-0.3101,28.0232,0.12588,19.41,21.173,22.3,22.928,23.942,24.659,25.77,28.023,30.541,32.016,33.067,34.71,35.836,38.094,42.417
915,-0.3102,28.0375,0.1259,19.418,21.184,22.311,22.939,23.953,24.672,25.783,28.038,30.558,32.033,33.085,34.729,35.856,38.116,42.443
916,-0.3103,28.0516,0.12591,19.427,21.193,22.322,22.95,23.964,24.683,25.796,28.052,30.574,32.049,33.102,34.747,35.874,38.136,42.465
917,-0.3103,28.066,0.12593,19.436,21.204,22.331,22.961,23.977,24.696,25.81,28.067,30.589,32.066,33.12,34.767,35.893,38.155,42.49
918,-0.3104,28.0801,0.12594,19.447,21.213,22.342,22.972,23.989,24.707,25.823,28.08,30.605,32.082,33.138,34.785,35.913,38.177,42.514
919,-0.3105,28.0944,0.12596,19.456,21.224,22.353,22.983,24,24.72,25.834,28.094,30.62,32.099,33.155,34.804,35.933,38.2,42.538
920,-0.3105,28.1085,0.12597,19.465,21.235,22.364,22.994,24.013,24.731,25.847,28.109,30.635,32.117,33.171,34.822,35.951,38.219,42.562
921,-0.3106,28.1228,0.12599,19.473,21.244,22.375,23.005,24.024,24.745,25.86,28.122,30.653,32.132,33.191,34.84,35.971,38.239,42.587
922,-0.3107,28.1369,0.126,19.482,21.255,22.386,23.016,24.035,24.756,25.873,28.138,30.669,32.15,33.206,34.859,35.99,38.261,42.611
923,-0.3107,28.1511,0.12602,19.491,21.264,22.397,23.027,24.046,24.769,25.887,28.151,30.684,32.165,33.224,34.877,36.01,38.281,42.635
924,-0.3108,28.1652,0.12603,19.5,21.275,22.408,23.038,24.059,24.78,25.898,28.166,30.699,32.183,33.241,34.895,36.028,38.303,42.657
925,-0.3109,28.1795,0.12605,19.509,21.283,22.417,23.049,24.07,24.793,25.911,28.179,30.715,32.201,33.259,34.915,36.048,38.323,42.684
926,-0.3109,28.1936,0.12606,19.52,21.294,22.428,23.06,24.081,24.804,25.924,28.193,30.73,32.216,33.277,34.932,36.068,38.345,42.706
927,-0.311,28.2077,0.12608,19.529,21.303,22.439,23.071,24.094,24.817,25.937,28.208,30.746,32.234,33.294,34.952,36.087,38.365,42.73
928,-0.311,28.2218,0.12609,19.537,21.314,22.45,23.082,24.105,24.828,25.951,28.221,30.761,32.249,33.312,34.97,36.105,38.385,42.754
929,-0.3111,28.2359,0.12611,19.546,21.325,22.461,23.093,24.116,24.839,25.962,28.237,30.779,32.267,33.329,34.99,36.125,38.407,42.779
930,-0.3112,28.25,0.12612,19.555,21.334,22.472,23.104,24.13,24.853,25.975,28.25,30.794,32.282,33.345,35.007,36.145,38.427,42.801
931,-0.3112,28.2641,0.12614,19.564,21.345,22.483,23.115,24.141,24.864,25.988,28.263,30.81,32.3,33.363,35.025,36.165,38.449,42.827
932,-0.3113,28.2783,0.12615,19.573,21.354,22.492,23.126,24.152,24.877,26.001,28.279,30.825,32.315,33.38,35.045,36.182,38.468,42.849
933,-0.3114,28.2924,0.12617,19.581,21.365,22.503,23.138,24.163,24.888,26.012,28.292,30.84,32.333,33.398,35.062,36.202,38.491,42.873
934,-0.3114,28.3065,0.12618,19.59,21.374,22.514,23.149,24.176,24.901,26.026,28.307,30.856,32.351,33.415,35.08,36.222,38.51,42.898
935,-0.3115,28.3206,0.1262,19.599,21.385,22.525,23.16,24.187,24.912,26.039,28.321,30.871,32.366,33.433,35.1,36.24,38.532,42.922
936,-0.3116,28.3347,0.12621,19.61,21.394,22.536,23.171,24.198,24.925,26.052,28.334,30.889,32.384,33.451,35.117,36.259,38.552,42.944
937,-0.3116,28.3488,0.12623,19.619,21.405,22.547,23.182,24.209,24.936,26.063,28.349,30.904,32.399,33.468,35.137,36.279,38.572,42.97
938,-0.3117,28.3627,0.12625,19.628,21.414,22.555,23.193,24.222,24.95,26.076,28.362,30.92,32.417,33.484,35.155,36.299,38.594,42.995
939,-0.3117,28.3768,0.12626,19.637,21.425,22.567,23.204,24.233,24.961,26.09,28.378,30.935,32.432,33.501,35.173,36.317,38.614,43.017
940,-0.3118,28.3909,0.12628,19.645,21.433,22.578,23.215,24.244,24.972,26.103,28.391,30.951,32.45,33.519,35.192,36.337,38.636,43.041
941,-0.3119,28.405,0.12629,19.654,21.444,22.589,23.226,24.255,24.985,26.114,28.404,30.966,32.465,33.537,35.21,36.356,38.656,43.065
942,-0.3119,28.4189,0.12631,19.663,21.453,22.597,23.237,24.268,24.996,26.127,28.42,30.982,32.483,33.554,35.228,36.374,38.678,43.089
943,-0.312,28.433,0.12632,19.672,21.464,22.608,23.248,24.28,25.009,26.14,28.433,30.997,32.498,33.572,35.248,36.394,38.698,43.111
944,-0.312,28.4469,0.12634,19.681,21.473,22.619,23.259,24.291,25.02,26.151,28.446,31.012,32.516,33.587,35.265,36.414,38.718,43.136
945,-0.3121,28.461,0.12636,19.689,21.484,22.63,23.27,24.302,25.033,26.164,28.462,31.028,32.534,33.605,35.285,36.434,38.74,43.162
946,-0.3122,28.4751,0.12637,19.698,21.493,22.641,23.281,24.315,25.045,26.178,28.475,31.046,32.549,33.623,35.303,36.451,38.759,43.184
947,-0.3122,28.489,0.12639,19.707,21.504,22.65,23.292,24.326,25.056,26.191,28.488,31.061,32.567,33.64,35.32,36.471,38.782,43.208
948,-0.3123,28.5031,0.1264,19.716,21.513,22.661,23.303,24.337,25.069,26.202,28.504,31.076,32.582,33.658,35.338,36.491,38.801,43.233
949,-0.3123,28.517,0.12642,19.725,21.524,22.672,23.314,24.348,25.08,26.215,28.517,31.092,32.6,33.676,35.358,36.509,38.821,43.257
950,-0.3124,28.5311,0.12644,19.734,21.533,22.683,23.325,24.359,25.093,26.228,28.532,31.107,32.615,33.693,35.375,36.528,38.843,43.281
951,-0.3125,28.545,0.12645,19.742,21.544,22.694,23.336,24.372,25.104,26.242,28.545,31.123,32.633,33.709,35.393,36.548,38.863,43.303
952,-0.3125,28.5589,0.12647,19.751,21.552,22.703,23.347,24.383,25.115,26.253,28.559,31.138,32.648,33.726,35.413,36.566,38.885,43.327
953,-0.3126,28.573,0.12648,19.76,21.563,22.714,23.358,24.394,25.128,26.266,28.574,31.154,32.666,33.744,35.43,36.586,38.905,43.352
954,-0.3126,28.5869,0.1265,19.769,21.572,22.725,23.367,24.405,25.139,26.279,28.587,31.169,32.681,33.762,35.448,36.606,38.925,43.376
955,-0.3127,28.601,0.12652,19.778,21.583,22.736,23.378,24.416,25.153,26.29,28.601,31.184,32.699,33.779,35.468,36.625,38.947,43.4
956,-0.3128,28.6149,0.12653,19.786,21.592,22.745,23.389,24.429,25.164,26.303,28.616,31.2,32.714,33.797,35.486,36.643,38.967,43.422
957,-0.3128,28.6288,0.12655,19.795,21.603,22.756,23.4,24.44,25.175,26.317,28.629,31.215,32.732,33.812,35.503,36.663,38.989,43.447
958,-0.3129,28.6427,0.12656,19.804,21.612,22.767,23.411,24.451,25.188,26.328,28.642,31.231,32.747,33.83,35.523,36.681,39.009,43.471
959,-0.3129,28.6568,0.12658,19.813,21.623,22.778,23.422,24.462,25.199,26.341,28.658,31.246,32.765,33.848,35.541,36.7,39.031,43.495
960,-0.313,28.6707,0.1266,19.822,21.632,22.787,23.433,24.474,25.212,26.354,28.671,31.264,32.781,33.865,35.561,36.72,39.05,43.519
961,-0.3131,28.6846,0.12661,19.831,21.641,22.798,23.444,24.487,25.223,26.367,28.684,31.279,32.798,33.883,35.578,36.738,39.07,43.541
962,-0.3131,28.6985,0.12663,19.839,21.652,22.809,23.455,24.498,25.234,26.378,28.698,31.295,32.814,33.898,35.596,36.758,39.092,43.566
963,-0.3132,28.7123,0.12665,19.848,21.66,22.82,23.466,24.509,25.247,26.392,28.713,31.31,32.831,33.916,35.613,36.778,39.112,43.592
964,-0.3132,28.7262,0.12666,19.857,21.671,22.829,23.477,24.52,25.258,26.405,28.726,31.325,32.847,33.934,35.633,36.795,39.132,43.614
965,-0.3133,28.7401,0.12668,19.866,21.68,22.84,23.486,24.531,25.269,26.416,28.739,31.341,32.864,33.951,35.651,36.815,39.154,43.638
966,-0.3134,28.7542,0.1267,19.875,21.691,22.851,23.497,24.542,25.283,26.429,28.755,31.356,32.88,33.969,35.671,36.835,39.176,43.663
967,-0.3134,28.7681,0.12671,19.883,21.7,22.862,23.508,24.555,25.294,26.442,28.768,31.372,32.897,33.986,35.688,36.852,39.196,43.687
968,-0.3135,28.782,0.12673,19.892,21.709,22.871,23.519,24.566,25.307,26.453,28.781,31.387,32.913,34.002,35.706,36.872,39.216,43.711
969,-0.3135,28.7959,0.12675,19.901,21.72,22.882,23.53,24.577,25.318,26.466,28.797,31.403,32.93,34.02,35.724,36.892,39.238,43.735
970,-0.3136,28.8098,0.12676,19.91,21.729,22.893,23.541,24.588,25.329,26.48,28.81,31.418,32.946,34.037,35.744,36.912,39.258,43.757
971,-0.3136,28.8237,0.12678,19.919,21.74,22.902,23.552,24.599,25.342,26.491,28.823,31.434,32.964,34.055,35.761,36.93,39.278,43.782
972,-0.3137,28.8374,0.1268,19.928,21.749,22.913,23.563,24.61,25.353,26.504,28.836,31.449,32.979,34.072,35.779,36.949,39.3,43.806
973,-0.3138,28.8512,0.12681,19.936,21.76,22.924,23.574,24.621,25.364,26.515,28.852,31.464,32.994,34.088,35.796,36.967,39.319,43.83
974,-0.3138,28.8651,0.12683,19.945,21.768,22.932,23.583,24.634,25.377,26.528,28.865,31.48,33.012,34.106,35.816,36.987,39.339,43.852
975,-0.3139,28.879,0.12685,19.954,21.777,22.944,23.594,24.645,25.388,26.541,28.878,31.495,33.03,34.123,35.834,37.007,39.361,43.879
976,-0.3139,28.8929,0.12687,19.963,21.788,22.955,23.605,24.657,25.399,26.552,28.894,31.511,33.045,34.141,35.854,37.027,39.383,43.903
977,-0.314,28.9068,0.12688,19.972,21.797,22.966,23.616,24.668,25.413,26.566,28.907,31.526,33.061,34.158,35.871,37.044,39.403,43.925
978,-0.314,28.9207,0.1269,19.98,21.808,22.974,23.627,24.679,25.424,26.579,28.92,31.542,33.078,34.174,35.889,37.064,39.423,43.949
979,-0.3141,28.9346,0.12692,19.989,21.817,22.985,23.638,24.69,25.435,26.59,28.936,31.557,33.096,34.191,35.909,37.084,39.445,43.973
980,-0.3142,28.9482,0.12693,19.998,21.826,22.996,23.649,24.701,25.448,26.603,28.949,31.572,33.111,34.209,35.927,37.102,39.465,43.998
981,-0.3142,28.9621,0.12695,20.007,21.837,23.005,23.658,24.712,25.459,26.616,28.962,31.588,33.127,34.227,35.944,37.121,39.485,44.022
982,-0.3143,28.976,0.12697,20.016,21.846,23.016,23.669,24.725,25.47,26.627,28.975,31.603,33.144,34.244,35.962,37.141,39.507,44.046
983,-0.3143,28.9899,0.12699,20.022,21.854,23.027,23.68,24.736,25.483,26.641,28.991,31.619,33.16,34.26,35.982,37.159,39.527,44.07
984,-0.3144,29.0036,0.127,20.033,21.865,23.036,23.691,24.747,25.494,26.652,29.004,31.634,33.177,34.277,35.999,37.179,39.547,44.092
985,-0.3144,29.0175,0.12702,20.04,21.874,23.047,23.702,24.758,25.505,26.665,29.017,31.65,33.193,34.295,36.017,37.199,39.569,44.117
986,-0.3145,29.0314,0.12704,20.049,21.885,23.058,23.713,24.769,25.519,26.678,29.03,31.665,33.21,34.313,36.037,37.216,39.591,44.141
987,-0.3145,29.045,0.12706,20.058,21.894,23.067,23.722,24.78,25.53,26.689,29.046,31.68,33.226,34.328,36.054,37.236,39.61,44.165
988,-0.3146,29.0589,0.12707,20.066,21.903,23.078,23.733,24.791,25.541,26.702,29.059,31.696,33.244,34.346,36.072,37.254,39.63,44.187
989,-0.3147,29.0728,0.12709,20.075,21.914,23.089,23.744,24.802,25.552,26.716,29.072,31.711,33.259,34.363,36.092,37.274,39.652,44.214
990,-0.3147,29.0865,0.12711,20.084,21.923,23.098,23.755,24.813,25.565,26.727,29.086,31.727,33.277,34.381,36.11,37.293,39.672,44.236
991,-0.3148,29.1004,0.12713,20.093,21.932,23.109,23.766,24.826,25.576,26.74,29.101,31.742,33.292,34.399,36.127,37.313,39.694,44.262
992,-0.3148,29.114,0.12714,20.102,21.943,23.12,23.777,24.837,25.587,26.751,29.114,31.758,33.307,34.414,36.145,37.331,39.714,44.284
993,-0.3149,29.1279,0.12716,20.111,21.951,23.129,23.788,24.848,25.6,26.764,29.127,31.773,33.325,34.432,36.165,37.351,39.734,44.309
994,-0.3149,29.1418,0.12718,20.119,21.962,23.14,23.797,24.859,25.611,26.777,29.143,31.788,33.341,34.449,36.182,37.371,39.756,44.333
995,-0.315,29.1555,0.1272,20.126,21.971,23.151,23.808,24.87,25.622,26.788,29.156,31.804,33.358,34.467,36.2,37.388,39.776,44.357
996,-0.315,29.1694,0.12721,20.137,21.98,23.16,23.819,24.881,25.635,26.802,29.169,31.819,33.374,34.483,36.22,37.408,39.796,44.379
997,-0.3151,29.183,0.12723,20.144,21.991,23.171,23.83,24.892,25.646,26.813,29.183,31.835,33.391,34.5,36.237,37.426,39.818,44.403
998,-0.3152,29.1969,0.12725,20.152,22,23.182,23.841,24.903,25.657,26.826,29.198,31.85,33.407,34.518,36.255,37.446,39.838,44.43
999,-0.3152,29.2106,0.12727,20.161,22.009,23.19,23.85,24.914,25.668,26.839,29.211,31.866,33.424,34.535,36.275,37.465,39.86,44.452
1000,-0.3153,29.2245,0.12729,20.17,22.02,23.201,23.861,24.928,25.682,26.85,29.224,31.881,33.44,34.553,36.293,37.485,39.879,44.478
1001,-0.3153,29.2382,0.1273,20.179,22.029,23.212,23.872,24.939,25.693,26.863,29.238,31.896,33.455,34.568,36.31,37.503,39.899,44.5
1002,-0.3154,29.2518,0.12732,20.188,22.037,23.221,23.883,24.95,25.704,26.874,29.251,31.912,33.473,34.586,36.328,37.523,39.921,44.525
1003,-0.3154,29.2657,0.12734,20.197,22.048,23.232,23.894,24.961,25.717,26.888,29.266,31.927,33.488,34.604,36.348,37.543,39.941,44.549
1004,-0.3155,29.2794,0.12736,20.205,22.057,23.241,23.903,24.972,25.728,26.901,29.28,31.943,33.506,34.621,36.365,37.56,39.963,44.573
1005,-0.3155,29.2933,0.12738,20.212,22.066,23.252,23.914,24.983,25.739,26.912,29.293,31.958,33.521,34.639,36.383,37.58,39.983,44.597
1006,-0.3156,29.3069,0.12739,20.221,22.077,23.263,23.925,24.994,25.75,26.925,29.306,31.974,33.539,34.654,36.401,37.598,40.003,44.619
1007,-0.3156,29.3206,0.12741,20.23,22.086,23.272,23.936,25.005,25.763,26.936,29.321,31.989,33.554,34.672,36.42,37.617,40.025,44.644
1008,-0.3157,29.3345,0.12743,20.238,22.095,23.283,23.947,25.016,25.774,26.949,29.335,32.005,33.572,34.69,36.438,37.637,40.045,44.668
1009,-0.3158,29.3482,0.12745,20.247,22.106,23.294,23.955,25.027,25.785,26.963,29.348,32.02,33.587,34.707,36.458,37.657,40.067,44.692
1010,-0.3158,29.3618,0.12747,20.256,22.115,23.303,23.966,25.038,25.796,26.974,29.361,32.035,33.605,34.723,36.475,37.675,40.087,44.716
1011,-0.3159,29.3757,0.12749,20.265,22.123,23.314,23.977,25.049,25.81,26.987,29.377,32.051,33.621,34.74,36.493,37.695,40.109,44.741
1012,-0.3159,29.3894,0.1275,20.274,22.134,23.325,23.989,25.06,25.821,26.998,29.39,32.066,33.636,34.758,36.511,37.712,40.129,44.765
1013,-0.316,29.4031,0.12752,20.28,22.143,23.334,24,25.073,25.832,27.011,29.403,32.082,33.654,34.776,36.531,37.732,40.148,44.789
1014,-0.316,29.4169,0.12754,20.289,22.152,23.345,24.008,25.084,25.845,27.024,29.416,32.097,33.669,34.791,36.548,37.752,40.17,44.813
1015,-0.3161,29.4306,0.12756,20.298,22.163,23.354,24.019,25.095,25.856,27.035,29.432,32.113,33.687,34.809,36.566,37.772,40.19,44.838
1016,-0.3161,29.4443,0.12758,20.307,22.172,23.365,24.03,25.106,25.867,27.049,29.445,32.128,33.702,34.826,36.586,37.789,40.212,44.862
1017,-0.3162,29.458,0.1276,20.316,22.181,23.373,24.041,25.117,25.878,27.06,29.458,32.143,33.72,34.844,36.603,37.809,40.232,44.886
1018,-0.3162,29.4718,0.12762,20.324,22.19,23.384,24.052,25.128,25.891,27.073,29.471,32.159,33.735,34.862,36.621,37.829,40.254,44.91
1019,-0.3163,29.4855,0.12763,20.333,22.201,23.395,24.061,25.139,25.902,27.084,29.485,32.174,33.751,34.877,36.639,37.847,40.274,44.932
1020,-0.3163,29.4992,0.12765,20.34,22.209,23.404,24.072,25.15,25.913,27.097,29.5,32.19,33.768,34.895,36.658,37.867,40.294,44.957
1021,-0.3164,29.5128,0.12767,20.349,22.218,23.415,24.083,25.161,25.924,27.108,29.513,32.205,33.784,34.912,36.676,37.884,40.316,44.981
1022,-0.3164,29.5267,0.12769,20.357,22.229,23.426,24.094,25.172,25.937,27.121,29.527,32.221,33.801,34.93,36.694,37.904,40.336,45.005
1023,-0.3165,29.5404,0.12771,20.366,22.238,23.435,24.103,25.183,25.948,27.134,29.54,32.236,33.817,34.945,36.714,37.924,40.358,45.029
1024,-0.3165,29.5541,0.12773,20.375,22.247,23.446,24.114,25.194,25.959,27.146,29.555,32.251,33.834,34.963,36.731,37.944,40.378,45.054
1025,-0.3166,29.5677,0.12775,20.384,22.258,23.455,24.125,25.205,25.97,27.159,29.568,32.267,33.85,34.981,36.749,37.961,40.4,45.078
1026,-0.3167,29.5814,0.12777,20.391,22.267,23.466,24.136,25.216,25.981,27.17,29.582,32.282,33.867,34.998,36.769,37.981,40.42,45.102
1027,-0.3167,29.5953,0.12779,20.399,22.276,23.477,24.145,25.228,25.995,27.183,29.595,32.298,33.883,35.016,36.786,38.001,40.442,45.126
1028,-0.3168,29.609,0.12781,20.408,22.284,23.486,24.156,25.239,26.006,27.194,29.608,32.313,33.9,35.031,36.804,38.019,40.461,45.151
1029,-0.3168,29.6226,0.12782,20.417,22.295,23.497,24.167,25.25,26.017,27.207,29.624,32.329,33.916,35.049,36.822,38.039,40.481,45.175
1030,-0.3169,29.6363,0.12784,20.426,22.304,23.506,24.178,25.261,26.03,27.22,29.637,32.344,33.931,35.067,36.841,38.058,40.503,45.199
1031,-0.3169,29.65,0.12786,20.435,22.313,23.517,24.189,25.272,26.041,27.232,29.65,32.359,33.949,35.084,36.859,38.076,40.523,45.223
1032,-0.317,29.6636,0.12788,20.441,22.324,23.528,24.198,25.283,26.052,27.245,29.663,32.375,33.964,35.1,36.877,38.096,40.545,45.248
1033,-0.317,29.6773,0.1279,20.45,22.333,23.537,24.209,25.294,26.063,27.256,29.676,32.39,33.982,35.117,36.897,38.116,40.565,45.272
1034,-0.3171,29.6912,0.12792,20.459,22.342,23.548,24.22,25.307,26.074,27.269,29.692,32.406,33.997,35.135,36.914,38.133,40.587,45.296
1035,-0.3171,29.7049,0.12794,20.468,22.353,23.556,24.231,25.318,26.087,27.28,29.705,32.421,34.015,35.153,36.932,38.153,40.607,45.32
1036,-0.3172,29.7185,0.12796,20.477,22.361,23.567,24.24,25.329,26.098,27.293,29.718,32.437,34.031,35.17,36.952,38.173,40.629,45.345
1037,-0.3172,29.7322,0.12798,20.483,22.37,23.576,24.251,25.34,26.109,27.304,29.732,32.452,34.048,35.186,36.969,38.191,40.649,45.369
1038,-0.3173,29.7459,0.128,20.492,22.379,23.587,24.262,25.351,26.12,27.317,29.747,32.467,34.064,35.203,36.987,38.211,40.669,45.393
1039,-0.3173,29.7595,0.12802,20.501,22.39,23.596,24.271,25.362,26.134,27.329,29.76,32.483,34.079,35.221,37.007,38.23,40.691,45.417
1040,-0.3174,29.7732,0.12804,20.51,22.399,23.607,24.282,25.373,26.145,27.342,29.773,32.498,34.097,35.239,37.024,38.25,40.711,45.442
1041,-0.3174,29.7869,0.12806,20.518,22.408,23.618,24.293,25.384,26.156,27.353,29.787,32.514,34.112,35.254,37.042,38.268,40.733,45.466
1042,-0.3175,29.8006,0.12808,20.525,22.417,23.627,24.304,25.395,26.167,27.366,29.8,32.529,34.13,35.272,37.062,38.288,40.752,45.49
1043,-0.3175,29.8142,0.1281,20.534,22.428,23.638,24.313,25.406,26.178,27.379,29.815,32.545,34.145,35.289,37.08,38.308,40.775,45.514
1044,-0.3176,29.8279,0.12812,20.543,22.436,23.647,24.324,25.417,26.191,27.39,29.829,32.56,34.163,35.307,37.097,38.325,40.794,45.539
1045,-0.3176,29.8416,0.12814,20.551,22.445,23.658,24.335,25.428,26.202,27.403,29.842,32.576,34.178,35.325,37.117,38.345,40.816,45.563
1046,-0.3177,29.8552,0.12816,20.56,22.454,23.667,24.346,25.439,26.213,27.414,29.855,32.591,34.194,35.34,37.135,38.365,40.836,45.587
1047,-0.3177,29.8689,0.12818,20.567,22.465,23.678,24.354,25.45,26.224,27.428,29.868,32.606,34.211,35.358,37.152,38.385,40.858,45.611
1048,-0.3178,29.8826,0.12819,20.576,22.474,23.689,24.365,25.461,26.237,27.439,29.884,32.622,34.227,35.375,37.17,38.402,40.878,45.633
1049,-0.3178,29.8962,0.12821,20.585,22.483,23.697,24.377,25.472,26.248,27.452,29.897,32.635,34.244,35.393,37.19,38.422,40.898,45.658
1050,-0.3179,29.9099,0.12823,20.593,22.494,23.709,24.388,25.483,26.259,27.463,29.91,32.65,34.26,35.408,37.207,38.44,40.92,45.682
1051,-0.3179,29.9236,0.12825,20.602,22.503,23.717,24.396,25.494,26.27,27.476,29.923,32.666,34.277,35.426,37.225,38.46,40.94,45.706
1052,-0.318,29.9372,0.12827,20.611,22.511,23.728,24.407,25.505,26.281,27.487,29.937,32.681,34.293,35.444,37.245,38.479,40.962,45.733
1053,-0.318,29.9509,0.12829,20.618,22.52,23.737,24.418,25.516,26.295,27.5,29.952,32.697,34.308,35.461,37.263,38.497,40.982,45.755
1054,-0.3181,29.9646,0.12832,20.626,22.529,23.748,24.427,25.527,26.306,27.511,29.965,32.712,34.326,35.479,37.282,38.517,41.004,45.781
1055,-0.3181,29.9782,0.12834,20.635,22.54,23.757,24.438,25.538,26.317,27.525,29.978,32.728,34.341,35.494,37.3,38.537,41.026,45.805
