Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
427,-0.2281,20.7085,0.12294,14.385,15.697,16.53,16.993,17.738,18.263,19.074,20.708,22.516,23.567,24.313,25.472,26.261,27.836,30.814
428,-0.2285,20.7239,0.12294,14.396,15.71,16.543,17.006,17.752,18.279,19.09,20.723,22.533,23.585,24.33,25.492,26.281,27.855,30.836
429,-0.2288,20.7395,0.12294,14.407,15.721,16.557,17.02,17.765,18.292,19.103,20.739,22.551,23.603,24.35,25.51,26.301,27.877,30.86
430,-0.2292,20.7552,0.12295,14.418,15.732,16.568,17.033,17.778,18.305,19.118,20.754,22.569,23.62,24.368,25.53,26.321,27.9,30.887
431,-0.2296,20.7706,0.12295,14.429,15.745,16.581,17.046,17.791,18.318,19.132,20.77,22.584,23.638,24.388,25.549,26.341,27.922,30.911
432,-0.2299,20.7863,0.12295,14.44,15.756,16.594,17.057,17.805,18.334,19.147,20.787,22.602,23.656,24.405,25.569,26.361,27.944,30.935
433,-0.2303,20.8017,0.12295,14.451,15.77,16.605,17.07,17.82,18.347,19.16,20.803,22.619,23.673,24.423,25.589,26.381,27.963,30.957
434,-0.2307,20.8174,0.12295,14.462,15.781,16.618,17.084,17.833,18.36,19.176,20.818,22.635,23.691,24.443,25.607,26.403,27.985,30.982
435,-0.231,20.8328,0.12296,14.473,15.792,16.629,17.097,17.846,18.373,19.189,20.834,22.653,23.711,24.46,25.627,26.422,28.008,31.008
436,-0.2314,20.8485,0.12296,14.484,15.805,16.643,17.11,17.86,18.389,19.204,20.849,22.67,23.728,24.478,25.646,26.442,28.03,31.032
437,-0.2317,20.8639,0.12296,14.495,15.816,16.656,17.121,17.873,18.402,19.218,20.865,22.686,23.746,24.498,25.666,26.462,28.049,31.054
438,-0.2321,20.8793,0.12296,14.506,15.829,16.667,17.134,17.886,18.415,19.233,20.88,22.703,23.764,24.515,25.686,26.482,28.071,31.079
439,-0.2324,20.895,0.12296,14.517,15.84,16.68,17.148,17.899,18.428,19.246,20.895,22.721,23.781,24.533,25.704,26.502,28.094,31.103
440,-0.2328,20.9104,0.12297,14.528,15.851,16.693,17.161,17.913,18.442,19.262,20.911,22.736,23.799,24.553,25.724,26.522,28.116,31.129
441,-0.2331,20.9258,0.12297,14.539,15.864,16.704,17.174,17.926,18.457,19.275,20.926,22.754,23.817,24.571,25.743,26.541,28.135,31.151
442,-0.2335,20.9413,0.12297,14.551,15.875,16.718,17.185,17.939,18.47,19.29,20.942,22.772,23.834,24.588,25.763,26.561,28.157,31.176
443,-0.2338,20.9567,0.12297,14.562,15.889,16.731,17.198,17.952,18.484,19.304,20.957,22.787,23.852,24.608,25.781,26.581,28.177,31.2
444,-0.2342,20.9724,0.12297,14.573,15.9,16.742,17.211,17.965,18.497,19.319,20.973,22.805,23.869,24.626,25.801,26.601,28.199,31.224
445,-0.2345,20.9878,0.12298,14.584,15.911,16.755,17.225,17.979,18.51,19.332,20.988,22.822,23.887,24.643,25.821,26.623,28.221,31.248
446,-0.2349,21.0032,0.12298,14.595,15.924,16.768,17.238,17.992,18.525,19.348,21.003,22.838,23.905,24.663,25.84,26.643,28.243,31.273
447,-0.2352,21.0187,0.12298,14.606,15.935,16.779,17.249,18.005,18.539,19.361,21.019,22.855,23.922,24.681,25.86,26.663,28.263,31.297
448,-0.2355,21.0341,0.12298,14.617,15.946,16.793,17.262,18.018,18.552,19.374,21.034,22.873,23.94,24.698,25.878,26.683,28.285,31.321
449,-0.2359,21.0495,0.12298,14.628,15.959,16.806,17.275,18.032,18.565,19.39,21.05,22.888,23.958,24.716,25.898,26.702,28.307,31.345
450,-0.2362,21.065,0.12298,14.639,15.97,16.817,17.289,18.045,18.578,19.403,21.065,22.906,23.975,24.736,25.918,26.722,28.327,31.367
451,-0.2366,21.0804,0.12299,14.65,15.984,16.83,17.3,18.058,18.592,19.418,21.081,22.924,23.993,24.754,25.937,26.742,28.349,31.394
452,-0.2369,21.0958,0.12299,14.661,15.995,16.841,17.313,18.071,18.607,19.432,21.096,22.939,24.011,24.771,25.955,26.762,28.371,31.418
453,-0.2372,21.1112,0.12299,14.672,16.006,16.854,17.326,18.085,18.62,19.447,21.111,22.957,24.028,24.791,25.975,26.782,28.391,31.44
454,-0.2376,21.1267,0.12299,14.683,16.019,16.868,17.339,18.098,18.633,19.46,21.127,22.972,24.046,24.809,25.995,26.802,28.413,31.464
455,-0.2379,21.1419,0.12299,14.694,16.03,16.879,17.35,18.111,18.647,19.476,21.142,22.99,24.063,24.826,26.012,26.821,28.433,31.489
456,-0.2382,21.1573,0.12299,14.705,16.041,16.892,17.364,18.124,18.66,19.489,21.158,23.007,24.081,24.844,26.032,26.841,28.455,31.513
457,-0.2385,21.1728,0.12299,14.716,16.054,16.905,17.377,18.137,18.673,19.502,21.173,23.023,24.099,24.864,26.052,26.861,28.477,31.535
458,-0.2389,21.1882,0.123,14.727,16.065,16.916,17.39,18.151,18.689,19.518,21.189,23.041,24.116,24.881,26.07,26.881,28.497,31.561
459,-0.2392,21.2036,0.123,14.738,16.076,16.929,17.403,18.164,18.702,19.531,21.204,23.056,24.134,24.899,26.09,26.901,28.519,31.586
460,-0.2395,21.2188,0.123,14.749,16.089,16.94,17.414,18.177,18.715,19.546,21.219,23.074,24.152,24.917,26.109,26.921,28.541,31.608
461,-0.2398,21.2343,0.123,14.76,16.1,16.954,17.428,18.19,18.728,19.559,21.235,23.091,24.169,24.936,26.127,26.94,28.561,31.632
462,-0.2402,21.2497,0.123,14.771,16.114,16.967,17.441,18.204,18.742,19.575,21.25,23.107,24.187,24.954,26.147,26.96,28.583,31.656
463,-0.2405,21.2651,0.123,14.782,16.125,16.978,17.454,18.217,18.755,19.588,21.266,23.124,24.205,24.972,26.167,26.98,28.603,31.68
464,-0.2408,21.2803,0.123,14.793,16.136,16.991,17.465,18.23,18.77,19.601,21.281,23.14,24.222,24.989,26.184,27,28.625,31.702
465,-0.2411,21.2958,0.123,14.804,16.149,17.002,17.478,18.243,18.783,19.617,21.297,23.157,24.24,25.009,26.204,27.02,28.645,31.727
466,-0.2414,21.311,0.12301,14.813,16.16,17.015,17.491,18.256,18.797,19.63,21.312,23.175,24.257,25.027,26.224,27.04,28.667,31.751
467,-0.2418,21.3264,0.12301,14.824,16.171,17.029,17.505,18.27,18.81,19.645,21.328,23.19,24.275,25.045,26.244,27.06,28.689,31.775
468,-0.2421,21.3419,0.12301,14.835,16.184,17.04,17.516,18.283,18.823,19.659,21.343,23.208,24.293,25.062,26.261,27.079,28.709,31.799
469,-0.2424,21.3571,0.12301,14.846,16.195,17.053,17.529,18.296,18.836,19.672,21.356,23.223,24.31,25.082,26.281,27.099,28.731,31.824
470,-0.2427,21.3725,0.12301,14.857,16.206,17.064,17.542,18.309,18.85,19.687,21.372,23.241,24.328,25.1,26.301,27.119,28.75,31.846
471,-0.243,21.3877,0.12301,14.868,16.219,17.077,17.555,18.323,18.865,19.701,21.387,23.257,24.346,25.117,26.319,27.139,28.773,31.87
472,-0.2433,21.4031,0.12301,14.879,16.23,17.09,17.566,18.336,18.878,19.716,21.402,23.274,24.363,25.135,26.339,27.159,28.795,31.894
473,-0.2436,21.4184,0.12301,14.89,16.241,17.101,17.58,18.349,18.891,19.729,21.418,23.292,24.381,25.153,26.356,27.176,28.814,31.916
474,-0.2439,21.4338,0.12301,14.901,16.255,17.114,17.593,18.362,18.905,19.745,21.433,23.307,24.399,25.172,26.376,27.196,28.836,31.941
475,-0.2442,21.449,0.12302,14.912,16.266,17.126,17.604,18.376,18.918,19.758,21.449,23.325,24.416,25.19,26.396,27.216,28.856,31.965
476,-0.2446,21.4644,0.12302,14.923,16.277,17.139,17.617,18.389,18.931,19.771,21.464,23.34,24.434,25.208,26.416,27.238,28.878,31.989
477,-0.2449,21.4796,0.12302,14.934,16.29,17.15,17.63,18.402,18.944,19.786,21.48,23.358,24.449,25.225,26.433,27.256,28.898,32.013
478,-0.2452,21.4951,0.12302,14.945,16.301,17.163,17.644,18.415,18.96,19.8,21.495,23.376,24.467,25.245,26.453,27.276,28.92,32.038
479,-0.2455,21.5103,0.12302,14.956,16.312,17.176,17.655,18.428,18.973,19.813,21.511,23.391,24.485,25.263,26.471,27.295,28.942,32.06
480,-0.2458,21.5255,0.12302,14.967,16.325,17.187,17.668,18.442,18.986,19.828,21.526,23.409,24.502,25.28,26.491,27.315,28.962,32.084
481,-0.2461,21.5409,0.12302,14.978,16.336,17.2,17.681,18.455,18.999,19.842,21.541,23.424,24.52,25.298,26.511,27.335,28.984,32.108
482,-0.2464,21.5561,0.12302,14.989,16.347,17.211,17.694,18.468,19.013,19.857,21.557,23.442,24.537,25.316,26.528,27.355,29.004,32.13
483,-0.2467,21.5714,0.12302,14.998,16.361,17.225,17.705,18.479,19.026,19.87,21.572,23.457,24.555,25.336,26.548,27.375,29.026,32.154
484,-0.247,21.5868,0.12302,15.009,16.372,17.238,17.719,18.492,19.039,19.883,21.588,23.475,24.573,25.353,26.568,27.395,29.046,32.179
485,-0.2472,21.602,0.12303,15.02,16.383,17.249,17.732,18.506,19.052,19.899,21.603,23.49,24.59,25.371,26.586,27.414,29.068,32.203
486,-0.2475,21.6172,0.12303,15.031,16.396,17.262,17.743,18.519,19.068,19.912,21.616,23.508,24.608,25.388,26.605,27.434,29.088,32.227
487,-0.2478,21.6326,0.12303,15.042,16.407,17.273,17.756,18.532,19.081,19.928,21.632,23.526,24.626,25.408,26.625,27.454,29.11,32.249
488,-0.2481,21.6479,0.12303,15.053,16.418,17.286,17.769,18.545,19.094,19.941,21.647,23.541,24.643,25.426,26.643,27.474,29.13,32.273
489,-0.2484,21.6631,0.12303,15.064,16.431,17.297,17.782,18.559,19.107,19.954,21.663,23.559,24.661,25.444,26.663,27.492,29.152,32.298
490,-0.2487,21.6783,0.12303,15.075,16.442,17.311,17.794,18.572,19.121,19.969,21.678,23.574,24.676,25.461,26.68,27.511,29.172,32.32
491,-0.249,21.6937,0.12303,15.086,16.453,17.324,17.807,18.585,19.134,19.983,21.693,23.592,24.694,25.479,26.7,27.531,29.194,32.344
492,-0.2493,21.7089,0.12303,15.097,16.466,17.335,17.82,18.598,19.147,19.998,21.709,23.607,24.712,25.496,26.72,27.551,29.213,32.368
493,-0.2496,21.7241,0.12303,15.108,16.477,17.348,17.833,18.611,19.16,20.011,21.724,23.625,24.729,25.516,26.738,27.571,29.236,32.39
494,-0.2499,21.7393,0.12303,15.119,16.488,17.359,17.844,18.625,19.176,20.025,21.74,23.64,24.747,25.534,26.758,27.591,29.255,32.415
495,-0.2501,21.7546,0.12303,15.13,16.502,17.372,17.857,18.638,19.189,20.04,21.755,23.658,24.765,25.552,26.775,27.611,29.277,32.439
496,-0.2504,21.7698,0.12304,15.139,16.513,17.383,17.871,18.651,19.202,20.053,21.771,23.673,24.782,25.569,26.795,27.631,29.299,32.463
497,-0.2507,21.7852,0.12304,15.15,16.524,17.397,17.882,18.664,19.215,20.066,21.786,23.691,24.8,25.587,26.815,27.65,29.319,32.485
498,-0.251,21.8004,0.12304,15.161,16.535,17.41,17.895,18.678,19.229,20.082,21.802,23.709,24.817,25.607,26.832,27.67,29.341,32.509
499,-0.2513,21.8156,0.12304,15.172,16.548,17.421,17.908,18.691,19.242,20.095,21.815,23.724,24.835,25.624,26.852,27.69,29.361,32.534
500,-0.2515,21.8308,0.12304,15.183,16.559,17.434,17.919,18.704,19.255,20.108,21.83,23.742,24.853,25.642,26.87,27.708,29.381,32.556
501,-0.2518,21.8461,0.12304,15.194,16.57,17.445,17.932,18.717,19.268,20.124,21.846,23.757,24.87,25.66,26.89,27.728,29.403,32.58
502,-0.2521,21.8613,0.12304,15.205,16.583,17.458,17.946,18.728,19.282,20.137,21.861,23.775,24.886,25.677,26.91,27.747,29.423,32.604
503,-0.2524,21.8765,0.12304,15.216,16.594,17.469,17.959,18.742,19.297,20.152,21.876,23.79,24.903,25.695,26.927,27.767,29.445,32.626
504,-0.2526,21.8917,0.12304,15.227,16.605,17.483,17.97,18.755,19.31,20.166,21.892,23.808,24.921,25.713,26.947,27.787,29.465,32.65
505,-0.2529,21.9069,0.12304,15.238,16.618,17.496,17.983,18.768,19.324,20.179,21.907,23.823,24.939,25.732,26.965,27.807,29.487,32.675
506,-0.2532,21.9221,0.12304,15.249,16.629,17.507,17.996,18.781,19.337,20.194,21.923,23.841,24.956,25.75,26.985,27.827,29.507,32.697
507,-0.2535,21.9373,0.12305,15.258,16.64,17.52,18.007,18.794,19.35,20.208,21.938,23.856,24.974,25.768,27.004,27.847,29.529,32.721
508,-0.2537,21.9525,0.12305,15.269,16.652,17.531,18.021,18.808,19.363,20.221,21.954,23.874,24.992,25.785,27.022,27.866,29.549,32.745
509,-0.254,21.9677,0.12305,15.28,16.665,17.544,18.034,18.821,19.376,20.236,21.967,23.889,25.009,25.803,27.042,27.884,29.571,32.77
510,-0.2543,21.983,0.12305,15.291,16.676,17.555,18.045,18.834,19.39,20.249,21.982,23.907,25.027,25.821,27.06,27.904,29.59,32.792
511,-0.2545,21.9982,0.12305,15.302,16.687,17.569,18.058,18.847,19.403,20.263,21.998,23.922,25.042,25.84,27.079,27.924,29.612,32.816
512,-0.2548,22.0134,0.12305,15.313,16.7,17.58,18.071,18.861,19.416,20.278,22.013,23.94,25.06,25.858,27.097,27.944,29.632,32.838
513,-0.2551,22.0286,0.12305,15.324,16.711,17.593,18.082,18.874,19.429,20.291,22.029,23.955,25.078,25.876,27.117,27.963,29.654,32.862
514,-0.2553,22.0438,0.12305,15.335,16.722,17.604,18.096,18.887,19.445,20.307,22.044,23.973,25.095,25.893,27.137,27.983,29.674,32.886
515,-0.2556,22.059,0.12305,15.346,16.733,17.617,18.109,18.9,19.458,20.32,22.059,23.989,25.113,25.911,27.154,28.003,29.696,32.908
516,-0.2558,22.0742,0.12305,15.357,16.746,17.63,18.122,18.911,19.471,20.333,22.075,24.006,25.13,25.929,27.174,28.021,29.716,32.933
517,-0.2561,22.0894,0.12305,15.366,16.757,17.641,18.133,18.924,19.484,20.349,22.09,24.022,25.148,25.946,27.192,28.041,29.736,32.955
518,-0.2564,22.1047,0.12306,15.377,16.768,17.655,18.146,18.938,19.498,20.362,22.106,24.039,25.166,25.966,27.212,28.06,29.758,32.981
519,-0.2566,22.1199,0.12306,15.388,16.782,17.666,18.159,18.951,19.511,20.375,22.119,24.057,25.183,25.984,27.232,28.08,29.78,33.003
520,-0.2569,22.1349,0.12306,15.399,16.793,17.679,18.171,18.964,19.524,20.391,22.134,24.072,25.199,26.001,27.249,28.1,29.8,33.027
521,-0.2571,22.1501,0.12306,15.41,16.804,17.69,18.184,18.977,19.537,20.404,22.15,24.088,25.216,26.019,27.269,28.12,29.82,33.05
522,-0.2574,22.1653,0.12306,15.421,16.815,17.703,18.197,18.991,19.551,20.417,22.165,24.105,25.234,26.037,27.287,28.14,29.842,33.074
523,-0.2577,22.1805,0.12306,15.432,16.828,17.714,18.208,19.004,19.564,20.432,22.181,24.121,25.252,26.054,27.306,28.16,29.862,33.098
524,-0.2579,22.1957,0.12306,15.443,16.839,17.727,18.221,19.017,19.577,20.446,22.196,24.138,25.269,26.074,27.324,28.177,29.884,33.12
525,-0.2582,22.2107,0.12306,15.452,16.85,17.738,18.234,19.03,19.59,20.459,22.212,24.154,25.287,26.092,27.344,28.197,29.904,33.144
526,-0.2584,22.2259,0.12306,15.463,16.863,17.752,18.245,19.044,19.606,20.474,22.227,24.171,25.305,26.109,27.362,28.217,29.926,33.166
527,-0.2587,22.2411,0.12307,15.474,16.874,17.763,18.259,19.055,19.619,20.488,22.24,24.187,25.322,26.127,27.381,28.237,29.945,33.191
528,-0.2589,22.2563,0.12307,15.485,16.885,17.776,18.272,19.068,19.632,20.501,22.256,24.205,25.338,26.145,27.401,28.257,29.967,33.215
529,-0.2592,22.2713,0.12307,15.496,16.896,17.787,18.283,19.081,19.645,20.516,22.271,24.22,25.355,26.162,27.419,28.276,29.987,33.237
530,-0.2594,22.2865,0.12307,15.507,16.909,17.8,18.296,19.094,19.659,20.529,22.287,24.238,25.373,26.18,27.439,28.294,30.009,33.261
531,-0.2597,22.3017,0.12307,15.518,16.92,17.811,18.309,19.107,19.672,20.543,22.302,24.253,25.391,26.198,27.456,28.314,30.029,33.285
532,-0.2599,22.3167,0.12307,15.529,16.932,17.824,18.32,19.121,19.685,20.558,22.317,24.271,25.408,26.217,27.476,28.334,30.049,33.307
533,-0.2601,22.3319,0.12307,15.538,16.943,17.838,18.334,19.134,19.698,20.571,22.333,24.286,25.426,26.235,27.494,28.354,30.071,33.332
534,-0.2604,22.3472,0.12307,15.549,16.956,17.849,18.347,19.147,19.712,20.585,22.348,24.304,25.444,26.253,27.514,28.373,30.091,33.354
535,-0.2606,22.3622,0.12308,15.56,16.967,17.86,18.358,19.16,19.725,20.6,22.361,24.319,25.459,26.27,27.531,28.393,30.113,33.378
536,-0.2609,22.3774,0.12308,15.571,16.978,17.873,18.371,19.171,19.738,20.613,22.377,24.337,25.477,26.288,27.551,28.413,30.133,33.402
537,-0.2611,22.3924,0.12308,15.582,16.989,17.884,18.384,19.185,19.751,20.626,22.392,24.352,25.494,26.306,27.569,28.431,30.155,33.424
538,-0.2614,22.4076,0.12308,15.593,17.002,17.897,18.395,19.198,19.764,20.642,22.408,24.37,25.512,26.323,27.589,28.451,30.175,33.449
539,-0.2616,22.4226,0.12308,15.602,17.013,17.91,18.409,19.211,19.778,20.655,22.423,24.385,25.53,26.341,27.606,28.471,30.195,33.471
540,-0.2618,22.4378,0.12308,15.613,17.024,17.921,18.422,19.224,19.791,20.668,22.439,24.403,25.547,26.358,27.626,28.49,30.217,33.495
541,-0.2621,22.453,0.12308,15.624,17.035,17.935,18.433,19.238,19.804,20.684,22.454,24.418,25.563,26.378,27.646,28.51,30.236,33.519
542,-0.2623,22.468,0.12309,15.635,17.046,17.946,18.446,19.251,19.817,20.697,22.467,24.436,25.58,26.396,27.664,28.53,30.258,33.543
543,-0.2625,22.4832,0.12309,15.646,17.059,17.959,18.457,19.264,19.833,20.71,22.483,24.451,25.598,26.414,27.683,28.548,30.278,33.565
544,-0.2628,22.4982,0.12309,15.657,17.07,17.97,18.47,19.277,19.846,20.723,22.498,24.469,25.616,26.431,27.701,28.568,30.3,33.59
545,-0.263,22.5134,0.12309,15.668,17.081,17.983,18.484,19.288,19.859,20.739,22.514,24.485,25.633,26.449,27.721,28.587,30.32,33.612
546,-0.2632,22.5284,0.12309,15.677,17.095,17.994,18.495,19.301,19.872,20.752,22.529,24.502,25.651,26.466,27.739,28.607,30.34,33.636
547,-0.2635,22.5434,0.12309,15.688,17.106,18.007,18.508,19.315,19.886,20.765,22.544,24.518,25.666,26.484,27.758,28.625,30.362,33.658
548,-0.2637,22.5586,0.12309,15.699,17.117,18.018,18.521,19.328,19.899,20.781,22.558,24.533,25.684,26.502,27.776,28.645,30.382,33.682
549,-0.2639,22.5736,0.1231,15.71,17.128,18.029,18.532,19.341,19.912,20.794,22.573,24.551,25.701,26.519,27.796,28.665,30.404,33.706
550,-0.2642,22.5888,0.1231,15.721,17.139,18.043,18.545,19.354,19.925,20.807,22.589,24.566,25.719,26.539,27.814,28.684,30.424,33.729
551,-0.2644,22.6038,0.1231,15.732,17.152,18.054,18.559,19.368,19.939,20.82,22.604,24.584,25.737,26.557,27.833,28.704,30.444,33.753
552,-0.2646,22.6188,0.1231,15.741,17.163,18.067,18.57,19.379,19.952,20.836,22.619,24.599,25.754,26.575,27.851,28.724,30.466,33.775
553,-0.2649,22.634,0.1231,15.752,17.174,18.078,18.583,19.392,19.965,20.849,22.635,24.617,25.77,26.592,27.871,28.742,30.486,33.799
554,-0.2651,22.649,0.1231,15.763,17.185,18.091,18.594,19.405,19.978,20.862,22.648,24.632,25.787,26.61,27.888,28.762,30.508,33.821
555,-0.2653,22.6642,0.12311,15.774,17.198,18.102,18.607,19.418,19.992,20.878,22.664,24.65,25.805,26.627,27.908,28.781,30.527,33.845
556,-0.2655,22.6792,0.12311,15.785,17.209,18.115,18.62,19.432,20.005,20.891,22.679,24.665,25.823,26.645,27.926,28.801,30.549,33.87
557,-0.2658,22.6942,0.12311,15.796,17.22,18.126,18.631,19.445,20.018,20.904,22.694,24.683,25.84,26.663,27.946,28.821,30.569,33.892
558,-0.266,22.7094,0.12311,15.805,17.231,18.14,18.644,19.458,20.031,20.92,22.71,24.698,25.858,26.68,27.963,28.841,30.589,33.916
559,-0.2662,22.7244,0.12311,15.816,17.245,18.151,18.658,19.471,20.044,20.933,22.725,24.714,25.873,26.698,27.983,28.859,30.611,33.938
560,-0.2664,22.7394,0.12311,15.827,17.256,18.164,18.669,19.482,20.058,20.946,22.738,24.731,25.891,26.716,28.001,28.878,30.631,33.962
561,-0.2666,22.7546,0.12312,15.838,17.267,18.175,18.682,19.495,20.071,20.959,22.754,24.747,25.909,26.735,28.021,28.898,30.653,33.986
562,-0.2669,22.7696,0.12312,15.849,17.278,18.188,18.693,19.509,20.084,20.975,22.769,24.765,25.926,26.753,28.041,28.918,30.673,34.009
563,-0.2671,22.7846,0.12312,15.858,17.289,18.199,18.706,19.522,20.097,20.988,22.785,24.78,25.944,26.771,28.058,28.938,30.693,34.033
564,-0.2673,22.7995,0.12312,15.869,17.302,18.212,18.719,19.535,20.111,21.001,22.8,24.798,25.959,26.788,28.076,28.956,30.715,34.055
565,-0.2675,22.8148,0.12312,15.88,17.313,18.223,18.73,19.548,20.124,21.017,22.816,24.813,25.977,26.806,28.096,28.975,30.735,34.079
566,-0.2677,22.8298,0.12313,15.891,17.324,18.237,18.744,19.559,20.137,21.03,22.829,24.831,25.995,26.824,28.116,28.995,30.757,34.103
567,-0.2679,22.8447,0.12313,15.902,17.335,18.248,18.755,19.573,20.15,21.043,22.844,24.846,26.012,26.841,28.133,29.015,30.777,34.125
568,-0.2682,22.8597,0.12313,15.911,17.346,18.261,18.768,19.586,20.163,21.056,22.86,24.862,26.03,26.859,28.153,29.035,30.796,34.15
569,-0.2684,22.8749,0.12313,15.922,17.359,18.272,18.781,19.599,20.177,21.072,22.875,24.879,26.048,26.877,28.171,29.053,30.818,34.172
570,-0.2686,22.8899,0.12313,15.933,17.37,18.285,18.792,19.612,20.19,21.085,22.891,24.895,26.063,26.894,28.188,29.072,30.838,34.196
571,-0.2688,22.9049,0.12314,15.944,17.381,18.296,18.805,19.626,20.203,21.098,22.906,24.912,26.081,26.914,28.208,29.092,30.86,34.22
572,-0.269,22.9199,0.12314,15.955,17.392,18.307,18.816,19.639,20.216,21.111,22.919,24.928,26.098,26.932,28.228,29.112,30.88,34.242
573,-0.2692,22.9349,0.12314,15.964,17.403,18.32,18.83,19.65,20.23,21.127,22.935,24.945,26.116,26.949,28.246,29.132,30.9,34.264
574,-0.2694,22.9501,0.12314,15.975,17.417,18.331,18.843,19.663,20.243,21.14,22.95,24.961,26.134,26.967,28.265,29.15,30.922,34.289
575,-0.2696,22.9651,0.12314,15.986,17.428,18.345,18.854,19.676,20.256,21.153,22.966,24.978,26.149,26.985,28.283,29.169,30.942,34.311
576,-0.2698,22.9801,0.12315,15.997,17.439,18.356,18.867,19.689,20.269,21.169,22.981,24.994,26.167,27.002,28.303,29.189,30.964,34.335
577,-0.27,22.9951,0.12315,16.008,17.45,18.369,18.878,19.703,20.283,21.182,22.994,25.011,26.184,27.02,28.321,29.209,30.984,34.359
578,-0.2702,23.0101,0.12315,16.017,17.461,18.38,18.891,19.716,20.296,21.195,23.01,25.027,26.202,27.037,28.34,29.227,31.004,34.381
579,-0.2705,23.0251,0.12315,16.028,17.474,18.393,18.905,19.727,20.309,21.208,23.025,25.042,26.22,27.055,28.358,29.247,31.026,34.405
580,-0.2707,23.0401,0.12316,16.039,17.485,18.404,18.916,19.74,20.322,21.224,23.041,25.06,26.237,27.073,28.378,29.266,31.046,34.43
581,-0.2709,23.0553,0.12316,16.05,17.496,18.415,18.929,19.753,20.335,21.237,23.056,25.075,26.253,27.09,28.396,29.286,31.068,34.452
582,-0.2711,23.0703,0.12316,16.061,17.507,18.428,18.942,19.767,20.349,21.25,23.071,25.093,26.27,27.108,28.415,29.306,31.087,34.476
583,-0.2713,23.0853,0.12316,16.072,17.518,18.439,18.953,19.78,20.362,21.264,23.085,25.108,26.288,27.126,28.433,29.324,31.107,34.498
584,-0.2715,23.1003,0.12316,16.081,17.531,18.453,18.966,19.793,20.375,21.279,23.1,25.126,26.306,27.143,28.451,29.344,31.129,34.52
585,-0.2717,23.1153,0.12317,16.092,17.542,18.464,18.977,19.804,20.388,21.292,23.115,25.142,26.323,27.163,28.471,29.363,31.149,34.544
586,-0.2719,23.1302,0.12317,16.103,17.553,18.477,18.991,19.817,20.402,21.305,23.131,25.157,26.339,27.181,28.49,29.383,31.169,34.568
587,-0.2721,23.1452,0.12317,16.114,17.564,18.488,19.002,19.831,20.415,21.321,23.146,25.175,26.356,27.198,28.508,29.403,31.191,34.591
588,-0.2723,23.1602,0.12317,16.122,17.575,18.501,19.015,19.844,20.428,21.334,23.16,25.19,26.374,27.216,28.526,29.421,31.211,34.615
589,-0.2725,23.1752,0.12318,16.133,17.586,18.512,19.028,19.857,20.441,21.347,23.175,25.208,26.392,27.234,28.545,29.441,31.233,34.639
590,-0.2727,23.1902,0.12318,16.144,17.6,18.523,19.039,19.87,20.454,21.361,23.19,25.223,26.409,27.251,28.565,29.46,31.253,34.661
591,-0.2729,23.2052,0.12318,16.155,17.611,18.536,19.052,19.881,20.468,21.376,23.206,25.241,26.425,27.269,28.583,29.48,31.273,34.685
592,-0.273,23.2202,0.12319,16.164,17.622,18.547,19.063,19.895,20.481,21.389,23.221,25.256,26.442,27.287,28.603,29.5,31.295,34.707
593,-0.2732,23.2352,0.12319,16.175,17.633,18.561,19.077,19.908,20.494,21.402,23.235,25.272,26.46,27.304,28.62,29.518,31.314,34.732
594,-0.2734,23.2502,0.12319,16.186,17.644,18.572,19.088,19.921,20.507,21.416,23.25,25.289,26.478,27.322,28.638,29.538,31.334,34.754
595,-0.2736,23.2652,0.12319,16.197,17.655,18.585,19.101,19.934,20.521,21.431,23.265,25.305,26.493,27.34,28.658,29.557,31.356,34.778
596,-0.2738,23.2802,0.1232,16.206,17.668,18.596,19.114,19.945,20.534,21.444,23.281,25.322,26.511,27.357,28.678,29.577,31.376,34.802
597,-0.274,23.2951,0.1232,16.217,17.679,18.607,19.125,19.958,20.547,21.458,23.296,25.338,26.528,27.375,28.695,29.597,31.398,34.824
598,-0.2742,23.3101,0.1232,16.228,17.69,18.62,19.138,19.972,20.56,21.471,23.309,25.353,26.546,27.392,28.713,29.615,31.418,34.848
599,-0.2744,23.3251,0.1232,16.239,17.701,18.631,19.149,19.985,20.574,21.486,23.325,25.371,26.564,27.41,28.733,29.635,31.438,34.871
600,-0.2746,23.3401,0.12321,16.25,17.712,18.644,19.163,19.998,20.587,21.499,23.34,25.386,26.581,27.43,28.753,29.654,31.46,34.895
601,-0.2748,23.3551,0.12321,16.259,17.723,18.656,19.176,20.011,20.6,21.513,23.356,25.404,26.597,27.448,28.77,29.674,31.48,34.917
602,-0.275,23.3701,0.12321,16.27,17.736,18.669,19.187,20.022,20.613,21.526,23.371,25.419,26.614,27.465,28.788,29.692,31.502,34.941
603,-0.2751,23.3851,0.12322,16.281,17.747,18.68,19.2,20.036,20.626,21.541,23.384,25.437,26.632,27.483,28.808,29.712,31.522,34.965
604,-0.2753,23.4001,0.12322,16.292,17.758,18.691,19.211,20.049,20.64,21.555,23.4,25.452,26.649,27.5,28.825,29.732,31.542,34.987
605,-0.2755,23.4151,0.12322,16.301,17.769,18.704,19.224,20.062,20.653,21.568,23.415,25.468,26.667,27.518,28.845,29.751,31.564,35.009
